|dates|Herkimer_NewYork_UnitedStates.JHU_ConfirmedCases.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Herkimer_NewYork_UnitedStates.NYT_ConfirmedCases.data|Herkimer_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Herkimer_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Herkimer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|7375.0|0|7375.0|0|133.0|0|0.0|100
0|2021-11-09|7410.0|0|7410.0|0|133.0|0|0.0|100
0|2021-11-10|7410.0|0|7465.0|0|133.0|0|0.0|100
0|2021-11-11|7504.0|0|7504.0|0|134.0|0|0.0|100
0|2021-11-12|7543.0|0|7543.0|0|135.0|0|0.0|100
0|2021-11-13|7596.0|0|7596.0|0|135.0|0|0.0|100
0|2021-11-14|7630.0|0|7630.0|0|135.0|0|0.0|100
0|2021-11-15|7648.0|0|7648.0|0|135.0|0|0.0|100
0|2021-11-16|7696.0|0|7696.0|0|136.0|0|0.0|100
0|2021-11-17|7748.0|0|7748.0|0|136.0|0|0.0|100
0|2021-11-18|7806.0|0|7806.0|0|138.0|0|0.0|100
0|2021-11-19|7870.0|0|7870.0|0|138.0|0|0.0|100
0|2021-11-20|7914.0|0|7914.0|0|139.0|0|0.0|100
0|2021-11-21|7967.0|0|7967.0|0|139.0|0|0.0|100
0|2021-11-22|8007.0|0|8007.0|0|140.0|0|0.0|100
0|2021-11-23|8045.0|0|8045.0|0|140.0|0|0.0|100
0|2021-11-24|8085.0|0|8085.0|0|141.0|0|0.0|100
0|2021-11-25|8139.0|0|8139.0|0|141.0|0|0.0|100
0|2021-11-26|8165.0|0|8165.0|0|141.0|0|0.0|100
0|2021-11-27|8180.0|0|8180.0|0|143.0|0|0.0|100
0|2021-11-28|8228.0|0|8228.0|0|143.0|0|0.0|100
0|2021-11-29|8273.0|0|8273.0|0|143.0|0|0.0|100
0|2021-11-30|8312.0|0|8312.0|0|143.0|0|0.0|100
0|2021-12-01|8394.0|0|8394.0|0|143.0|0|0.0|100
0|2021-12-02|8477.0|0|8477.0|0|143.0|0|0.0|100
0|2021-12-03|8477.0|0|8557.0|0|143.0|0|0.0|100
0|2021-12-04|8587.0|0|8587.0|0|145.0|0|0.0|100
0|2021-12-05|8647.0|0|8647.0|0|146.0|0|0.0|100
0|2021-12-06|8686.0|0|8686.0|0|146.0|0|0.0|100
0|2021-12-07|8743.0|0|8743.0|0|147.0|0|0.0|100
0|2021-12-08|8838.0|0|8838.0|0|147.0|0|0.0|100
0|2021-12-09|8891.0|0|8891.0|0|147.0|0|0.0|100
0|2021-12-10|8961.0|0|8961.0|0|147.0|0|0.0|100
0|2021-12-11|9011.0|0|9011.0|0|147.0|0|0.0|100
0|2021-12-12|9048.0|0|9048.0|0|148.0|0|0.0|100
0|2021-12-13|9080.0|0|9080.0|0|148.0|0|0.0|100
0|2021-12-14|9080.0|0|9116.0|0|148.0|0|0.0|100
0|2021-12-15|9188.0|0|9188.0|0|148.0|0|0.0|100
0|2021-12-16|9254.0|0|9254.0|0|148.0|0|0.0|100
0|2021-12-17|9321.0|0|9321.0|0|148.0|0|0.0|100
0|2021-12-18|9367.0|0|9367.0|0|148.0|0|0.0|100
0|2021-12-19|9418.0|0|9418.0|0|151.0|0|0.0|100
0|2021-12-20|9447.0|0|9447.0|0|151.0|0|0.0|100
0|2021-12-21|9497.0|0|9497.0|0|152.0|0|0.0|100
0|2021-12-22|9563.0|0|9563.0|0|153.0|0|0.0|100
0|2021-12-23|9649.0|0|9649.0|0|154.0|0|0.0|100
0|2021-12-24|9705.0|0|9705.0|0|155.0|0|0.0|100
0|2021-12-25|9705.0|0|9705.0|0|155.0|0|0.0|100
0|2021-12-26|9779.0|0|9779.0|0|156.0|0|0.0|100
0|2021-12-27|9784.0|0|9784.0|0|157.0|0|0.0|100
0|2021-12-28|9835.0|0|9835.0|0|157.0|0|0.0|100
0|2021-12-29|9928.0|0|9928.0|0|158.0|0|0.0|100
0|2021-12-30|10031.0|0|10031.0|0|159.0|0|0.0|100
0|2021-12-31|10111.0|0|10111.0|0|159.0|0|0.0|100
0|2022-01-01|10111.0|0|10246.0|0|160.0|0|0.0|100
0|2022-01-02|10111.0|0|10313.0|0|160.0|0|0.0|100
0|2022-01-03|10362.0|0|10362.0|0|160.0|0|0.0|100
0|2022-01-04|10453.0|0|10453.0|0|160.0|0|0.0|100
0|2022-01-05|10611.0|0|10611.0|0|160.0|0|0.0|100
0|2022-01-06|10762.0|0|10762.0|0|160.0|0|0.0|100
0|2022-01-07|10893.0|0|10893.0|0|161.0|0|0.0|100
0|2022-01-08|11053.0|0|11053.0|0|161.0|0|0.0|100
0|2022-01-09|11146.0|0|11146.0|0|163.0|0|0.0|100
0|2022-01-10|11220.0|0|11220.0|0|163.0|0|0.0|100
0|2022-01-11|11280.0|0|11280.0|0|164.0|0|0.0|100
0|2022-01-12|11449.0|0|11449.0|0|165.0|0|0.0|100
0|2022-01-13|11449.0|0|11603.0|0|165.0|0|0.0|100
0|2022-01-14|11724.0|0|11724.0|0|166.0|0|0.0|100
0|2022-01-15|11860.0|0|11860.0|0|167.0|0|0.0|100
0|2022-01-16|11947.0|0|11947.0|0|167.0|0|0.0|100
0|2022-01-17|12009.0|0|0.0|100|168.0|0|0.0|100
