|dates|SanJoaquin_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanJoaquin_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanJoaquin_California_UnitedStates.Male_Total_Population.data|SanJoaquin_California_UnitedStates.Male_Total_Population.missing|SanJoaquin_California_UnitedStates.Female_Total_Population.data|SanJoaquin_California_UnitedStates.Female_Total_Population.missing|SanJoaquin_California_UnitedStates.MaleAndFemale_Under18_Population.data|SanJoaquin_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-03|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-04|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-05|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-06|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-07|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-08|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-09|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-10|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-11|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-12|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-13|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-14|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-15|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-16|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-17|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-18|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-19|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-20|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-21|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-22|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-23|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-24|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-25|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-26|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-27|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-28|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-29|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-30|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2021-12-31|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-01|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-02|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-03|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-04|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-05|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-06|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-07|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-08|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-09|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-10|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-11|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-12|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-13|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-14|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-15|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-16|95916.0|0|375136.0|0|377524.0|0|204316.0|0
0|2022-01-17|95916.0|0|375136.0|0|377524.0|0|204316.0|0
