|dates|Sabine_Texas_UnitedStates.JHU_ConfirmedCases.data|Sabine_Texas_UnitedStates.JHU_ConfirmedCases.missing|Sabine_Texas_UnitedStates.NYT_ConfirmedCases.data|Sabine_Texas_UnitedStates.NYT_ConfirmedCases.missing|Sabine_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Sabine_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Sabine_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Sabine_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|961.0|0|961.0|0|76.0|0|0.0|100
0|2021-11-26|961.0|0|961.0|0|76.0|0|0.0|100
0|2021-11-27|961.0|0|961.0|0|76.0|0|0.0|100
0|2021-11-28|961.0|0|961.0|0|76.0|0|0.0|100
0|2021-11-29|961.0|0|961.0|0|76.0|0|0.0|100
0|2021-11-30|964.0|0|964.0|0|77.0|0|0.0|100
0|2021-12-01|964.0|0|964.0|0|77.0|0|0.0|100
0|2021-12-02|964.0|0|964.0|0|77.0|0|0.0|100
0|2021-12-03|964.0|0|964.0|0|77.0|0|0.0|100
0|2021-12-04|965.0|0|965.0|0|77.0|0|0.0|100
0|2021-12-05|965.0|0|966.0|0|77.0|0|0.0|100
0|2021-12-06|966.0|0|966.0|0|77.0|0|0.0|100
0|2021-12-07|966.0|0|966.0|0|77.0|0|0.0|100
0|2021-12-08|967.0|0|967.0|0|77.0|0|0.0|100
0|2021-12-09|967.0|0|967.0|0|77.0|0|0.0|100
0|2021-12-10|971.0|0|971.0|0|77.0|0|0.0|100
0|2021-12-11|972.0|0|972.0|0|77.0|0|0.0|100
0|2021-12-12|973.0|0|973.0|0|77.0|0|0.0|100
0|2021-12-13|973.0|0|973.0|0|77.0|0|0.0|100
0|2021-12-14|973.0|0|973.0|0|77.0|0|0.0|100
0|2021-12-15|974.0|0|974.0|0|77.0|0|0.0|100
0|2021-12-16|974.0|0|974.0|0|77.0|0|0.0|100
0|2021-12-17|974.0|0|974.0|0|77.0|0|0.0|100
0|2021-12-18|974.0|0|974.0|0|77.0|0|0.0|100
0|2021-12-19|974.0|0|974.0|0|77.0|0|0.0|100
0|2021-12-20|976.0|0|976.0|0|77.0|0|0.0|100
0|2021-12-21|977.0|0|977.0|0|77.0|0|0.0|100
0|2021-12-22|977.0|0|977.0|0|77.0|0|0.0|100
0|2021-12-23|977.0|0|977.0|0|77.0|0|0.0|100
0|2021-12-24|977.0|0|977.0|0|77.0|0|0.0|100
0|2021-12-25|977.0|0|977.0|0|77.0|0|0.0|100
0|2021-12-26|977.0|0|977.0|0|77.0|0|0.0|100
0|2021-12-27|977.0|0|977.0|0|77.0|0|0.0|100
0|2021-12-28|978.0|0|978.0|0|77.0|0|0.0|100
0|2021-12-29|983.0|0|983.0|0|77.0|0|0.0|100
0|2021-12-30|986.0|0|986.0|0|77.0|0|0.0|100
0|2021-12-31|986.0|0|986.0|0|77.0|0|0.0|100
0|2022-01-01|986.0|0|986.0|0|77.0|0|0.0|100
0|2022-01-02|986.0|0|986.0|0|77.0|0|0.0|100
0|2022-01-03|997.0|0|997.0|0|78.0|0|0.0|100
0|2022-01-04|1001.0|0|1001.0|0|78.0|0|0.0|100
0|2022-01-05|1001.0|0|1014.0|0|78.0|0|0.0|100
0|2022-01-06|1021.0|0|1021.0|0|79.0|0|0.0|100
0|2022-01-07|1024.0|0|1024.0|0|79.0|0|0.0|100
0|2022-01-08|1027.0|0|1027.0|0|79.0|0|0.0|100
0|2022-01-09|1029.0|0|1029.0|0|79.0|0|0.0|100
0|2022-01-10|1033.0|0|1033.0|0|79.0|0|0.0|100
0|2022-01-11|1040.0|0|1040.0|0|79.0|0|0.0|100
0|2022-01-12|1059.0|0|1059.0|0|79.0|0|0.0|100
0|2022-01-13|1059.0|0|1061.0|0|79.0|0|0.0|100
0|2022-01-14|1059.0|0|1087.0|0|79.0|0|0.0|100
0|2022-01-15|1093.0|0|1093.0|0|79.0|0|0.0|100
0|2022-01-16|1093.0|0|1095.0|0|79.0|0|0.0|100
0|2022-01-17|1101.0|0|0.0|100|79.0|0|0.0|100
