|dates|Napa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Napa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Napa_California_UnitedStates.Male_Total_Population.data|Napa_California_UnitedStates.Male_Total_Population.missing|Napa_California_UnitedStates.Female_Total_Population.data|Napa_California_UnitedStates.Female_Total_Population.missing|Napa_California_UnitedStates.MaleAndFemale_Under18_Population.data|Napa_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-25|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-11-26|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-11-27|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-11-28|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-11-29|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-11-30|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-01|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-02|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-03|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-04|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-05|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-06|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-07|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-08|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-09|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-10|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-11|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-12|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-13|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-14|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-15|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-16|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-17|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-18|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-19|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-20|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-21|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-22|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-23|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-24|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-25|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-26|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-27|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-28|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-29|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-30|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2021-12-31|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-01|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-02|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-03|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-04|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-05|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-06|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-07|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-08|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-09|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-10|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-11|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-12|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-13|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-14|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-15|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-16|26665.0|0|69392.0|0|70025.0|0|28800.0|0
0|2022-01-17|26665.0|0|69392.0|0|70025.0|0|28800.0|0
