|dates|Quitman_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Quitman_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Quitman_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Quitman_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Quitman_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Quitman_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Quitman_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Quitman_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|1078.0|0|1078.0|0|28.0|0|0.0|100
0|2021-12-05|1078.0|0|1078.0|0|28.0|0|0.0|100
0|2021-12-06|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2021-12-07|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2021-12-08|1081.0|0|1081.0|0|28.0|0|0.0|100
0|2021-12-09|1081.0|0|1081.0|0|28.0|0|0.0|100
0|2021-12-10|1083.0|0|1083.0|0|28.0|0|0.0|100
0|2021-12-11|1083.0|0|1083.0|0|28.0|0|0.0|100
0|2021-12-12|1083.0|0|1083.0|0|28.0|0|0.0|100
0|2021-12-13|1084.0|0|1084.0|0|28.0|0|0.0|100
0|2021-12-14|1084.0|0|1085.0|0|28.0|0|0.0|100
0|2021-12-15|1085.0|0|1085.0|0|28.0|0|0.0|100
0|2021-12-16|1087.0|0|1087.0|0|28.0|0|0.0|100
0|2021-12-17|1088.0|0|1088.0|0|28.0|0|0.0|100
0|2021-12-18|1088.0|0|1088.0|0|28.0|0|0.0|100
0|2021-12-19|1088.0|0|1088.0|0|28.0|0|0.0|100
0|2021-12-20|1089.0|0|1089.0|0|28.0|0|0.0|100
0|2021-12-21|1090.0|0|1090.0|0|28.0|0|0.0|100
0|2021-12-22|1089.0|0|1089.0|0|28.0|0|0.0|100
0|2021-12-23|1089.0|0|1089.0|0|28.0|0|0.0|100
0|2021-12-24|1089.0|0|1089.0|0|28.0|0|0.0|100
0|2021-12-25|1089.0|0|1089.0|0|28.0|0|0.0|100
0|2021-12-26|1089.0|0|1089.0|0|28.0|0|0.0|100
0|2021-12-27|1118.0|0|1118.0|0|28.0|0|0.0|100
0|2021-12-28|1130.0|0|1130.0|0|28.0|0|0.0|100
0|2021-12-29|1135.0|0|1135.0|0|28.0|0|0.0|100
0|2021-12-30|1151.0|0|1151.0|0|28.0|0|0.0|100
0|2021-12-31|1151.0|0|1151.0|0|28.0|0|0.0|100
0|2022-01-01|1151.0|0|1151.0|0|28.0|0|0.0|100
0|2022-01-02|1151.0|0|1151.0|0|28.0|0|0.0|100
0|2022-01-03|1184.0|0|1184.0|0|28.0|0|0.0|100
0|2022-01-04|1194.0|0|1194.0|0|28.0|0|0.0|100
0|2022-01-05|1207.0|0|1207.0|0|28.0|0|0.0|100
0|2022-01-06|1223.0|0|1223.0|0|28.0|0|0.0|100
0|2022-01-07|1243.0|0|1243.0|0|28.0|0|0.0|100
0|2022-01-08|1243.0|0|1243.0|0|28.0|0|0.0|100
0|2022-01-09|1243.0|0|1243.0|0|28.0|0|0.0|100
0|2022-01-10|1243.0|0|1264.0|0|28.0|0|0.0|100
0|2022-01-11|1304.0|0|1304.0|0|28.0|0|0.0|100
0|2022-01-12|1304.0|0|1311.0|0|28.0|0|0.0|100
0|2022-01-13|1304.0|0|1330.0|0|28.0|0|0.0|100
0|2022-01-14|1346.0|0|1346.0|0|28.0|0|0.0|100
0|2022-01-15|1346.0|0|1346.0|0|28.0|0|0.0|100
0|2022-01-16|1346.0|0|1346.0|0|28.0|0|0.0|100
0|2022-01-17|1346.0|0|0.0|100|28.0|0|0.0|100
