|dates|Kendall_Texas_UnitedStates.JHU_ConfirmedCases.data|Kendall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kendall_Texas_UnitedStates.NYT_ConfirmedCases.data|Kendall_Texas_UnitedStates.NYT_ConfirmedCases.missing|Kendall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kendall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kendall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kendall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|5138.0|0|5138.0|0|101.0|0|0.0|100
0|2021-11-10|5138.0|0|5138.0|0|101.0|0|0.0|100
0|2021-11-11|5138.0|0|5138.0|0|101.0|0|0.0|100
0|2021-11-12|5170.0|0|5170.0|0|101.0|0|0.0|100
0|2021-11-13|5170.0|0|5170.0|0|101.0|0|0.0|100
0|2021-11-14|5170.0|0|5170.0|0|101.0|0|0.0|100
0|2021-11-15|5170.0|0|5170.0|0|101.0|0|0.0|100
0|2021-11-16|5195.0|0|5195.0|0|102.0|0|0.0|100
0|2021-11-17|5223.0|0|5223.0|0|102.0|0|0.0|100
0|2021-11-18|5223.0|0|5223.0|0|102.0|0|0.0|100
0|2021-11-19|5255.0|0|5255.0|0|102.0|0|0.0|100
0|2021-11-20|5255.0|0|5255.0|0|102.0|0|0.0|100
0|2021-11-21|5255.0|0|5255.0|0|102.0|0|0.0|100
0|2021-11-22|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-23|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-24|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-25|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-26|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-27|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-28|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-29|5267.0|0|5267.0|0|102.0|0|0.0|100
0|2021-11-30|5279.0|0|5279.0|0|102.0|0|0.0|100
0|2021-12-01|5284.0|0|5284.0|0|102.0|0|0.0|100
0|2021-12-02|5285.0|0|5285.0|0|102.0|0|0.0|100
0|2021-12-03|5287.0|0|5287.0|0|102.0|0|0.0|100
0|2021-12-04|5291.0|0|5291.0|0|102.0|0|0.0|100
0|2021-12-05|5291.0|0|5291.0|0|102.0|0|0.0|100
0|2021-12-06|5292.0|0|5292.0|0|102.0|0|0.0|100
0|2021-12-07|5295.0|0|5295.0|0|102.0|0|0.0|100
0|2021-12-08|5297.0|0|5297.0|0|102.0|0|0.0|100
0|2021-12-09|5299.0|0|5299.0|0|102.0|0|0.0|100
0|2021-12-10|5317.0|0|5317.0|0|102.0|0|0.0|100
0|2021-12-11|5320.0|0|5320.0|0|102.0|0|0.0|100
0|2021-12-12|5322.0|0|5322.0|0|102.0|0|0.0|100
0|2021-12-13|5327.0|0|5327.0|0|102.0|0|0.0|100
0|2021-12-14|5327.0|0|5328.0|0|102.0|0|0.0|100
0|2021-12-15|5331.0|0|5331.0|0|102.0|0|0.0|100
0|2021-12-16|5337.0|0|5337.0|0|102.0|0|0.0|100
0|2021-12-17|5339.0|0|5339.0|0|102.0|0|0.0|100
0|2021-12-18|5345.0|0|5345.0|0|102.0|0|0.0|100
0|2021-12-19|5351.0|0|5351.0|0|102.0|0|0.0|100
0|2021-12-20|5354.0|0|5354.0|0|102.0|0|0.0|100
0|2021-12-21|5360.0|0|5360.0|0|102.0|0|0.0|100
0|2021-12-22|5366.0|0|5366.0|0|102.0|0|0.0|100
0|2021-12-23|5374.0|0|5374.0|0|102.0|0|0.0|100
0|2021-12-24|5374.0|0|5374.0|0|102.0|0|0.0|100
0|2021-12-25|5374.0|0|5374.0|0|102.0|0|0.0|100
0|2021-12-26|5374.0|0|5374.0|0|102.0|0|0.0|100
0|2021-12-27|5413.0|0|5413.0|0|102.0|0|0.0|100
0|2021-12-28|5420.0|0|5420.0|0|102.0|0|0.0|100
0|2021-12-29|5429.0|0|5429.0|0|102.0|0|0.0|100
0|2021-12-30|5439.0|0|5439.0|0|102.0|0|0.0|100
0|2021-12-31|5439.0|0|5439.0|0|102.0|0|0.0|100
0|2022-01-01|5439.0|0|5439.0|0|102.0|0|0.0|100
0|2022-01-02|5439.0|0|5439.0|0|102.0|0|0.0|100
0|2022-01-03|5567.0|0|5567.0|0|103.0|0|0.0|100
0|2022-01-04|5598.0|0|5598.0|0|103.0|0|0.0|100
0|2022-01-05|5633.0|0|5633.0|0|103.0|0|0.0|100
0|2022-01-06|5674.0|0|5674.0|0|103.0|0|0.0|100
0|2022-01-07|5704.0|0|5704.0|0|103.0|0|0.0|100
0|2022-01-08|5748.0|0|5748.0|0|103.0|0|0.0|100
0|2022-01-09|5779.0|0|5779.0|0|103.0|0|0.0|100
0|2022-01-10|5848.0|0|5848.0|0|103.0|0|0.0|100
0|2022-01-11|5902.0|0|5902.0|0|103.0|0|0.0|100
0|2022-01-12|5962.0|0|5962.0|0|103.0|0|0.0|100
0|2022-01-13|5962.0|0|6028.0|0|103.0|0|0.0|100
0|2022-01-14|6028.0|0|6459.0|0|103.0|0|0.0|100
0|2022-01-15|6559.0|0|6559.0|0|104.0|0|0.0|100
0|2022-01-16|6590.0|0|6590.0|0|104.0|0|0.0|100
0|2022-01-17|6670.0|0|0.0|100|104.0|0|0.0|100
