|dates|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedCases.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|MilleLacs_Minnesota_UnitedStates.NYT_ConfirmedCases.data|MilleLacs_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|5732.0|0|5732.0|0|90.0|0|0.0|100
0|2021-12-27|5754.0|0|5754.0|0|92.0|0|0.0|100
0|2021-12-28|5794.0|0|5794.0|0|92.0|0|0.0|100
0|2021-12-29|5813.0|0|5813.0|0|93.0|0|0.0|100
0|2021-12-30|5826.0|0|5826.0|0|93.0|0|0.0|100
0|2021-12-31|5826.0|0|5826.0|0|93.0|0|0.0|100
0|2022-01-01|5826.0|0|5826.0|0|93.0|0|0.0|100
0|2022-01-02|5826.0|0|5826.0|0|93.0|0|0.0|100
0|2022-01-03|5840.0|0|5840.0|0|93.0|0|0.0|100
0|2022-01-04|5872.0|0|5872.0|0|94.0|0|0.0|100
0|2022-01-05|5889.0|0|5889.0|0|96.0|0|0.0|100
0|2022-01-06|5901.0|0|5901.0|0|97.0|0|0.0|100
0|2022-01-07|5926.0|0|5926.0|0|97.0|0|0.0|100
0|2022-01-08|5926.0|0|5926.0|0|97.0|0|0.0|100
0|2022-01-09|5926.0|0|5926.0|0|97.0|0|0.0|100
0|2022-01-10|5945.0|0|5945.0|0|98.0|0|0.0|100
0|2022-01-11|6031.0|0|6031.0|0|99.0|0|0.0|100
0|2022-01-12|6056.0|0|6056.0|0|99.0|0|0.0|100
0|2022-01-13|6056.0|0|6077.0|0|99.0|0|0.0|100
0|2022-01-14|6107.0|0|6107.0|0|100.0|0|0.0|100
0|2022-01-15|6107.0|0|6107.0|0|100.0|0|0.0|100
0|2022-01-16|6107.0|0|6107.0|0|100.0|0|0.0|100
0|2022-01-17|6107.0|0|0.0|100|100.0|0|0.0|100
