|dates|Dimmit_Texas_UnitedStates.JHU_ConfirmedCases.data|Dimmit_Texas_UnitedStates.JHU_ConfirmedCases.missing|Dimmit_Texas_UnitedStates.NYT_ConfirmedCases.data|Dimmit_Texas_UnitedStates.NYT_ConfirmedCases.missing|Dimmit_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Dimmit_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Dimmit_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Dimmit_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|3830.0|0|3830.0|0|47.0|0|0.0|100
0|2021-12-18|3833.0|0|3833.0|0|47.0|0|0.0|100
0|2021-12-19|3833.0|0|3833.0|0|47.0|0|0.0|100
0|2021-12-20|3837.0|0|3837.0|0|47.0|0|0.0|100
0|2021-12-21|3837.0|0|3837.0|0|47.0|0|0.0|100
0|2021-12-22|3841.0|0|3841.0|0|47.0|0|0.0|100
0|2021-12-23|3844.0|0|3844.0|0|47.0|0|0.0|100
0|2021-12-24|3844.0|0|3844.0|0|47.0|0|0.0|100
0|2021-12-25|3844.0|0|3844.0|0|47.0|0|0.0|100
0|2021-12-26|3844.0|0|3844.0|0|47.0|0|0.0|100
0|2021-12-27|3864.0|0|3864.0|0|47.0|0|0.0|100
0|2021-12-28|3864.0|0|3864.0|0|47.0|0|0.0|100
0|2021-12-29|3865.0|0|3865.0|0|47.0|0|0.0|100
0|2021-12-30|3867.0|0|3867.0|0|47.0|0|0.0|100
0|2021-12-31|3867.0|0|3867.0|0|47.0|0|0.0|100
0|2022-01-01|3867.0|0|3867.0|0|47.0|0|0.0|100
0|2022-01-02|3867.0|0|3867.0|0|47.0|0|0.0|100
0|2022-01-03|4016.0|0|4016.0|0|47.0|0|0.0|100
0|2022-01-04|4026.0|0|4026.0|0|47.0|0|0.0|100
0|2022-01-05|4035.0|0|4035.0|0|47.0|0|0.0|100
0|2022-01-06|4099.0|0|4099.0|0|47.0|0|0.0|100
0|2022-01-07|4158.0|0|4158.0|0|47.0|0|0.0|100
0|2022-01-08|4214.0|0|4214.0|0|47.0|0|0.0|100
0|2022-01-09|4239.0|0|4239.0|0|47.0|0|0.0|100
0|2022-01-10|4257.0|0|4257.0|0|47.0|0|0.0|100
0|2022-01-11|4274.0|0|4274.0|0|47.0|0|0.0|100
0|2022-01-12|4289.0|0|4289.0|0|47.0|0|0.0|100
0|2022-01-13|4289.0|0|4393.0|0|47.0|0|0.0|100
0|2022-01-14|4393.0|0|4534.0|0|48.0|0|0.0|100
0|2022-01-15|4577.0|0|4577.0|0|48.0|0|0.0|100
0|2022-01-16|4641.0|0|4641.0|0|48.0|0|0.0|100
0|2022-01-17|4673.0|0|0.0|100|48.0|0|0.0|100
