|dates|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.missing|RioGrande_Colorado_UnitedStates.NYT_ConfirmedCases.data|RioGrande_Colorado_UnitedStates.NYT_ConfirmedCases.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|1981.0|0|1981.0|0|40.0|0|0.0|100
0|2022-01-04|2010.0|0|2010.0|0|40.0|0|0.0|100
0|2022-01-05|2020.0|0|2020.0|0|40.0|0|0.0|100
0|2022-01-06|2034.0|0|2034.0|0|40.0|0|0.0|100
0|2022-01-07|2039.0|0|2039.0|0|40.0|0|0.0|100
0|2022-01-08|2039.0|0|2039.0|0|40.0|0|0.0|100
0|2022-01-09|2039.0|0|2039.0|0|40.0|0|0.0|100
0|2022-01-10|2093.0|0|2093.0|0|40.0|0|0.0|100
0|2022-01-11|2110.0|0|2110.0|0|41.0|0|0.0|100
0|2022-01-12|2127.0|0|2127.0|0|41.0|0|0.0|100
0|2022-01-13|2127.0|0|2152.0|0|41.0|0|0.0|100
0|2022-01-14|2178.0|0|2165.0|0|41.0|0|0.0|100
0|2022-01-15|2178.0|0|2178.0|0|41.0|0|0.0|100
0|2022-01-16|2178.0|0|2178.0|0|41.0|0|0.0|100
0|2022-01-17|2212.0|0|0.0|100|41.0|0|0.0|100
