|dates|Hardin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Hardin_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Hardin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|20469.0|0|20469.0|0|338.0|0|0.0|100
0|2021-12-26|20469.0|0|20469.0|0|338.0|0|0.0|100
0|2021-12-27|20641.0|0|20641.0|0|343.0|0|0.0|100
0|2021-12-28|20718.0|0|20718.0|0|343.0|0|0.0|100
0|2021-12-29|20816.0|0|20816.0|0|343.0|0|0.0|100
0|2021-12-30|20816.0|0|20816.0|0|343.0|0|0.0|100
0|2021-12-31|20816.0|0|20816.0|0|343.0|0|0.0|100
0|2022-01-01|20816.0|0|20816.0|0|343.0|0|0.0|100
0|2022-01-02|20816.0|0|20816.0|0|343.0|0|0.0|100
0|2022-01-03|21308.0|0|21308.0|0|346.0|0|0.0|100
0|2022-01-04|21478.0|0|21478.0|0|347.0|0|0.0|100
0|2022-01-05|21694.0|0|21694.0|0|348.0|0|0.0|100
0|2022-01-06|21886.0|0|21886.0|0|348.0|0|0.0|100
0|2022-01-07|22143.0|0|22143.0|0|352.0|0|0.0|100
0|2022-01-08|22143.0|0|22143.0|0|352.0|0|0.0|100
0|2022-01-09|22143.0|0|22143.0|0|352.0|0|0.0|100
0|2022-01-10|22682.0|0|22682.0|0|352.0|0|0.0|100
0|2022-01-11|23048.0|0|23048.0|0|353.0|0|0.0|100
0|2022-01-12|23298.0|0|23298.0|0|359.0|0|0.0|100
0|2022-01-13|23298.0|0|23541.0|0|359.0|0|0.0|100
0|2022-01-14|23959.0|0|23959.0|0|361.0|0|0.0|100
0|2022-01-15|23959.0|0|23959.0|0|361.0|0|0.0|100
0|2022-01-16|23959.0|0|23959.0|0|361.0|0|0.0|100
0|2022-01-17|23959.0|0|0.0|100|361.0|0|0.0|100
