|dates|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|24924.0|0|47434.0|0|181.0|0|0.0|100
0|2022-01-09|24924.0|0|43751.0|0|181.0|0|0.0|100
0|2022-01-10|24924.0|0|36248.0|0|181.0|0|0.0|100
0|2022-01-11|24924.0|0|65604.0|0|181.0|0|0.0|100
0|2022-01-12|26222.0|0|33684.0|0|182.0|0|0.0|100
0|2022-01-13|26222.0|0|47763.0|0|182.0|0|0.0|100
0|2022-01-14|26222.0|0|57270.0|0|182.0|0|0.0|100
0|2022-01-15|26222.0|0|71944.0|0|182.0|0|0.0|100
0|2022-01-16|26222.0|0|69888.0|0|182.0|0|0.0|100
0|2022-01-17|26222.0|0|0.0|100|182.0|0|0.0|100
