|dates|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Mississippi_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Mississippi_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|8622.0|0|8622.0|0|149.0|0|0.0|100
0|2021-11-26|8623.0|0|8623.0|0|149.0|0|0.0|100
0|2021-11-27|8636.0|0|8636.0|0|149.0|0|0.0|100
0|2021-11-28|8636.0|0|8643.0|0|149.0|0|0.0|100
0|2021-11-29|8643.0|0|8643.0|0|149.0|0|0.0|100
0|2021-11-30|8658.0|0|8658.0|0|150.0|0|0.0|100
0|2021-12-01|8677.0|0|8677.0|0|150.0|0|0.0|100
0|2021-12-02|8709.0|0|8709.0|0|150.0|0|0.0|100
0|2021-12-03|8724.0|0|8724.0|0|150.0|0|0.0|100
0|2021-12-04|8748.0|0|8748.0|0|150.0|0|0.0|100
0|2021-12-05|8764.0|0|8764.0|0|150.0|0|0.0|100
0|2021-12-06|8777.0|0|8777.0|0|151.0|0|0.0|100
0|2021-12-07|8788.0|0|8788.0|0|152.0|0|0.0|100
0|2021-12-08|8800.0|0|8800.0|0|152.0|0|0.0|100
0|2021-12-09|8828.0|0|8828.0|0|152.0|0|0.0|100
0|2021-12-10|8852.0|0|8852.0|0|153.0|0|0.0|100
0|2021-12-11|8860.0|0|8860.0|0|153.0|0|0.0|100
0|2021-12-12|8864.0|0|8864.0|0|153.0|0|0.0|100
0|2021-12-13|8867.0|0|8867.0|0|153.0|0|0.0|100
0|2021-12-14|8867.0|0|8877.0|0|153.0|0|0.0|100
0|2021-12-15|8888.0|0|8888.0|0|153.0|0|0.0|100
0|2021-12-16|8908.0|0|8908.0|0|153.0|0|0.0|100
0|2021-12-17|8919.0|0|8919.0|0|154.0|0|0.0|100
0|2021-12-18|8922.0|0|8922.0|0|155.0|0|0.0|100
0|2021-12-19|8928.0|0|8928.0|0|155.0|0|0.0|100
0|2021-12-20|8933.0|0|8933.0|0|155.0|0|0.0|100
0|2021-12-21|8951.0|0|8951.0|0|156.0|0|0.0|100
0|2021-12-22|8984.0|0|8984.0|0|156.0|0|0.0|100
0|2021-12-23|9009.0|0|9009.0|0|157.0|0|0.0|100
0|2021-12-24|9034.0|0|9034.0|0|157.0|0|0.0|100
0|2021-12-25|9047.0|0|9047.0|0|157.0|0|0.0|100
0|2021-12-26|9054.0|0|9054.0|0|157.0|0|0.0|100
0|2021-12-27|9090.0|0|9090.0|0|157.0|0|0.0|100
0|2021-12-28|9156.0|0|9156.0|0|157.0|0|0.0|100
0|2021-12-29|9230.0|0|9230.0|0|157.0|0|0.0|100
0|2021-12-30|9332.0|0|9332.0|0|157.0|0|0.0|100
0|2021-12-31|9442.0|0|9442.0|0|158.0|0|0.0|100
0|2022-01-01|9527.0|0|9527.0|0|158.0|0|0.0|100
0|2022-01-02|9576.0|0|9576.0|0|158.0|0|0.0|100
0|2022-01-03|9630.0|0|9630.0|0|158.0|0|0.0|100
0|2022-01-04|9738.0|0|9738.0|0|159.0|0|0.0|100
0|2022-01-05|9862.0|0|9862.0|0|159.0|0|0.0|100
0|2022-01-06|9963.0|0|9963.0|0|160.0|0|0.0|100
0|2022-01-07|10069.0|0|10069.0|0|160.0|0|0.0|100
0|2022-01-08|10189.0|0|10189.0|0|161.0|0|0.0|100
0|2022-01-09|10189.0|0|10189.0|0|161.0|0|0.0|100
0|2022-01-10|10327.0|0|10327.0|0|164.0|0|0.0|100
0|2022-01-11|10434.0|0|10434.0|0|164.0|0|0.0|100
0|2022-01-12|10577.0|0|10577.0|0|165.0|0|0.0|100
0|2022-01-13|10577.0|0|10804.0|0|165.0|0|0.0|100
0|2022-01-14|10965.0|0|10965.0|0|165.0|0|0.0|100
0|2022-01-15|11161.0|0|11161.0|0|165.0|0|0.0|100
0|2022-01-16|11266.0|0|11266.0|0|165.0|0|0.0|100
0|2022-01-17|11303.0|0|0.0|100|165.0|0|0.0|100
