|dates|Refugio_Texas_UnitedStates.JHU_ConfirmedCases.data|Refugio_Texas_UnitedStates.JHU_ConfirmedCases.missing|Refugio_Texas_UnitedStates.NYT_ConfirmedCases.data|Refugio_Texas_UnitedStates.NYT_ConfirmedCases.missing|Refugio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Refugio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Refugio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Refugio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|1207.0|0|1207.0|0|31.0|0|0.0|100
0|2021-12-20|1207.0|0|1207.0|0|31.0|0|0.0|100
0|2021-12-21|1207.0|0|1207.0|0|31.0|0|0.0|100
0|2021-12-22|1207.0|0|1207.0|0|31.0|0|0.0|100
0|2021-12-23|1208.0|0|1208.0|0|31.0|0|0.0|100
0|2021-12-24|1208.0|0|1208.0|0|31.0|0|0.0|100
0|2021-12-25|1208.0|0|1208.0|0|31.0|0|0.0|100
0|2021-12-26|1208.0|0|1208.0|0|31.0|0|0.0|100
0|2021-12-27|1211.0|0|1211.0|0|31.0|0|0.0|100
0|2021-12-28|1212.0|0|1212.0|0|31.0|0|0.0|100
0|2021-12-29|1217.0|0|1217.0|0|31.0|0|0.0|100
0|2021-12-30|1217.0|0|1217.0|0|31.0|0|0.0|100
0|2021-12-31|1217.0|0|1217.0|0|31.0|0|0.0|100
0|2022-01-01|1217.0|0|1217.0|0|31.0|0|0.0|100
0|2022-01-02|1217.0|0|1217.0|0|31.0|0|0.0|100
0|2022-01-03|1243.0|0|1243.0|0|31.0|0|0.0|100
0|2022-01-04|1249.0|0|1249.0|0|31.0|0|0.0|100
0|2022-01-05|1252.0|0|1252.0|0|31.0|0|0.0|100
0|2022-01-06|1280.0|0|1280.0|0|31.0|0|0.0|100
0|2022-01-07|1285.0|0|1285.0|0|31.0|0|0.0|100
0|2022-01-08|1317.0|0|1317.0|0|31.0|0|0.0|100
0|2022-01-09|1317.0|0|1324.0|0|31.0|0|0.0|100
0|2022-01-10|1326.0|0|1326.0|0|31.0|0|0.0|100
0|2022-01-11|1348.0|0|1348.0|0|31.0|0|0.0|100
0|2022-01-12|1356.0|0|1356.0|0|31.0|0|0.0|100
0|2022-01-13|1356.0|0|1391.0|0|31.0|0|0.0|100
0|2022-01-14|1391.0|0|1435.0|0|31.0|0|0.0|100
0|2022-01-15|1439.0|0|1439.0|0|31.0|0|0.0|100
0|2022-01-16|1443.0|0|1443.0|0|31.0|0|0.0|100
0|2022-01-17|1445.0|0|0.0|100|31.0|0|0.0|100
