|dates|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|NewHanover_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|NewHanover_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-06|28822.0|0|28822.0|0|290.0|0|0.0|100
0|2021-11-07|28822.0|0|28822.0|0|290.0|0|0.0|100
0|2021-11-08|28855.0|0|28855.0|0|290.0|0|0.0|100
0|2021-11-09|28866.0|0|28866.0|0|292.0|0|0.0|100
0|2021-11-10|28866.0|0|28914.0|0|292.0|0|0.0|100
0|2021-11-11|28914.0|0|28914.0|0|292.0|0|0.0|100
0|2021-11-12|28961.0|0|28961.0|0|293.0|0|0.0|100
0|2021-11-13|28961.0|0|28961.0|0|293.0|0|0.0|100
0|2021-11-14|28961.0|0|28961.0|0|293.0|0|0.0|100
0|2021-11-15|29016.0|0|29016.0|0|294.0|0|0.0|100
0|2021-11-16|29034.0|0|29034.0|0|295.0|0|0.0|100
0|2021-11-17|29077.0|0|29077.0|0|295.0|0|0.0|100
0|2021-11-18|29106.0|0|29106.0|0|295.0|0|0.0|100
0|2021-11-19|29135.0|0|29135.0|0|295.0|0|0.0|100
0|2021-11-20|29135.0|0|29135.0|0|295.0|0|0.0|100
0|2021-11-21|29135.0|0|29135.0|0|295.0|0|0.0|100
0|2021-11-22|29183.0|0|29183.0|0|296.0|0|0.0|100
0|2021-11-23|29199.0|0|29199.0|0|296.0|0|0.0|100
0|2021-11-24|29241.0|0|29241.0|0|296.0|0|0.0|100
0|2021-11-25|29241.0|0|29241.0|0|296.0|0|0.0|100
0|2021-11-26|29241.0|0|29241.0|0|296.0|0|0.0|100
0|2021-11-27|29241.0|0|29241.0|0|296.0|0|0.0|100
0|2021-11-28|29241.0|0|29241.0|0|296.0|0|0.0|100
0|2021-11-29|29336.0|0|29336.0|0|296.0|0|0.0|100
0|2021-11-30|29359.0|0|29359.0|0|296.0|0|0.0|100
0|2021-12-01|29385.0|0|29385.0|0|296.0|0|0.0|100
0|2021-12-02|29433.0|0|29433.0|0|296.0|0|0.0|100
0|2021-12-03|29433.0|0|29466.0|0|296.0|0|0.0|100
0|2021-12-04|29466.0|0|29466.0|0|296.0|0|0.0|100
0|2021-12-05|29466.0|0|29466.0|0|296.0|0|0.0|100
0|2021-12-06|29552.0|0|29552.0|0|297.0|0|0.0|100
0|2021-12-07|29579.0|0|29579.0|0|297.0|0|0.0|100
0|2021-12-08|29641.0|0|29641.0|0|297.0|0|0.0|100
0|2021-12-09|29682.0|0|29682.0|0|297.0|0|0.0|100
0|2021-12-10|29728.0|0|29728.0|0|298.0|0|0.0|100
0|2021-12-11|29728.0|0|29728.0|0|298.0|0|0.0|100
0|2021-12-12|29728.0|0|29728.0|0|298.0|0|0.0|100
0|2021-12-13|29836.0|0|29836.0|0|298.0|0|0.0|100
0|2021-12-14|29836.0|0|29853.0|0|298.0|0|0.0|100
0|2021-12-15|29880.0|0|29880.0|0|298.0|0|0.0|100
0|2021-12-16|29927.0|0|29927.0|0|298.0|0|0.0|100
0|2021-12-17|29975.0|0|29975.0|0|298.0|0|0.0|100
0|2021-12-18|29975.0|0|29975.0|0|298.0|0|0.0|100
0|2021-12-19|29975.0|0|29975.0|0|298.0|0|0.0|100
0|2021-12-20|30117.0|0|30117.0|0|299.0|0|0.0|100
0|2021-12-21|30188.0|0|30188.0|0|299.0|0|0.0|100
0|2021-12-22|30247.0|0|30247.0|0|300.0|0|0.0|100
0|2021-12-23|30247.0|0|30247.0|0|300.0|0|0.0|100
0|2021-12-24|30247.0|0|30247.0|0|300.0|0|0.0|100
0|2021-12-25|30247.0|0|30247.0|0|300.0|0|0.0|100
0|2021-12-26|30247.0|0|30247.0|0|300.0|0|0.0|100
0|2021-12-27|30247.0|0|30247.0|0|300.0|0|0.0|100
0|2021-12-28|30876.0|0|30876.0|0|300.0|0|0.0|100
0|2021-12-29|30938.0|0|30938.0|0|300.0|0|0.0|100
0|2021-12-30|31348.0|0|31348.0|0|300.0|0|0.0|100
0|2021-12-31|31348.0|0|31696.0|0|300.0|0|0.0|100
0|2022-01-01|31348.0|0|31696.0|0|300.0|0|0.0|100
0|2022-01-02|31348.0|0|31696.0|0|300.0|0|0.0|100
0|2022-01-03|32557.0|0|32557.0|0|300.0|0|0.0|100
0|2022-01-04|32728.0|0|32728.0|0|300.0|0|0.0|100
0|2022-01-05|32991.0|0|32991.0|0|300.0|0|0.0|100
0|2022-01-06|33371.0|0|33371.0|0|301.0|0|0.0|100
0|2022-01-07|33702.0|0|33702.0|0|303.0|0|0.0|100
0|2022-01-08|33702.0|0|33702.0|0|303.0|0|0.0|100
0|2022-01-09|33702.0|0|33702.0|0|303.0|0|0.0|100
0|2022-01-10|35103.0|0|35103.0|0|305.0|0|0.0|100
0|2022-01-11|35455.0|0|35455.0|0|306.0|0|0.0|100
0|2022-01-12|35867.0|0|35867.0|0|308.0|0|0.0|100
0|2022-01-13|35867.0|0|36418.0|0|308.0|0|0.0|100
0|2022-01-14|36954.0|0|36954.0|0|313.0|0|0.0|100
0|2022-01-15|36954.0|0|36954.0|0|313.0|0|0.0|100
0|2022-01-16|36954.0|0|36954.0|0|313.0|0|0.0|100
0|2022-01-17|36954.0|0|0.0|100|313.0|0|0.0|100
