|dates|BigStone_Minnesota_UnitedStates.JHU_ConfirmedCases.data|BigStone_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|BigStone_Minnesota_UnitedStates.NYT_ConfirmedCases.data|BigStone_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|BigStone_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|BigStone_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|BigStone_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|BigStone_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|1001.0|0|1001.0|0|7.0|0|0.0|100
0|2021-12-22|1002.0|0|1002.0|0|7.0|0|0.0|100
0|2021-12-23|1002.0|0|1002.0|0|7.0|0|0.0|100
0|2021-12-24|1002.0|0|1002.0|0|7.0|0|0.0|100
0|2021-12-25|1002.0|0|1002.0|0|7.0|0|0.0|100
0|2021-12-26|1002.0|0|1002.0|0|7.0|0|0.0|100
0|2021-12-27|1003.0|0|1003.0|0|7.0|0|0.0|100
0|2021-12-28|1007.0|0|1007.0|0|7.0|0|0.0|100
0|2021-12-29|1008.0|0|1008.0|0|7.0|0|0.0|100
0|2021-12-30|1014.0|0|1014.0|0|7.0|0|0.0|100
0|2021-12-31|1014.0|0|1014.0|0|7.0|0|0.0|100
0|2022-01-01|1014.0|0|1014.0|0|7.0|0|0.0|100
0|2022-01-02|1014.0|0|1014.0|0|7.0|0|0.0|100
0|2022-01-03|1017.0|0|1017.0|0|7.0|0|0.0|100
0|2022-01-04|1039.0|0|1039.0|0|7.0|0|0.0|100
0|2022-01-05|1040.0|0|1040.0|0|7.0|0|0.0|100
0|2022-01-06|1052.0|0|1052.0|0|7.0|0|0.0|100
0|2022-01-07|1054.0|0|1054.0|0|7.0|0|0.0|100
0|2022-01-08|1054.0|0|1054.0|0|7.0|0|0.0|100
0|2022-01-09|1054.0|0|1054.0|0|7.0|0|0.0|100
0|2022-01-10|1058.0|0|1058.0|0|7.0|0|0.0|100
0|2022-01-11|1082.0|0|1082.0|0|7.0|0|0.0|100
0|2022-01-12|1089.0|0|1089.0|0|7.0|0|0.0|100
0|2022-01-13|1089.0|0|1094.0|0|7.0|0|0.0|100
0|2022-01-14|1098.0|0|1098.0|0|7.0|0|0.0|100
0|2022-01-15|1098.0|0|1098.0|0|7.0|0|0.0|100
0|2022-01-16|1098.0|0|1098.0|0|7.0|0|0.0|100
0|2022-01-17|1098.0|0|0.0|100|7.0|0|0.0|100
