|dates|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|70427.0|0|70469.0|0|1177.0|0|0.0|100
0|2021-12-03|70500.0|0|70500.0|0|1177.0|0|0.0|100
0|2021-12-04|70500.0|0|70500.0|0|1177.0|0|0.0|100
0|2021-12-05|70500.0|0|70500.0|0|1177.0|0|0.0|100
0|2021-12-06|70582.0|0|70582.0|0|1180.0|0|0.0|100
0|2021-12-07|70615.0|0|70615.0|0|1180.0|0|0.0|100
0|2021-12-08|70660.0|0|70660.0|0|1182.0|0|0.0|100
0|2021-12-09|70701.0|0|70701.0|0|1182.0|0|0.0|100
0|2021-12-10|70741.0|0|70741.0|0|1183.0|0|0.0|100
0|2021-12-11|70741.0|0|70741.0|0|1183.0|0|0.0|100
0|2021-12-12|70741.0|0|70741.0|0|1183.0|0|0.0|100
0|2021-12-13|70858.0|0|70858.0|0|1183.0|0|0.0|100
0|2021-12-14|70858.0|0|70908.0|0|1183.0|0|0.0|100
0|2021-12-15|70980.0|0|70980.0|0|1186.0|0|0.0|100
0|2021-12-16|71086.0|0|71086.0|0|1187.0|0|0.0|100
0|2021-12-17|71240.0|0|71240.0|0|1187.0|0|0.0|100
0|2021-12-18|71240.0|0|71240.0|0|1187.0|0|0.0|100
0|2021-12-19|71240.0|0|71240.0|0|1187.0|0|0.0|100
0|2021-12-20|71715.0|0|71715.0|0|1188.0|0|0.0|100
0|2021-12-21|71942.0|0|71942.0|0|1188.0|0|0.0|100
0|2021-12-22|72302.0|0|72302.0|0|1191.0|0|0.0|100
0|2021-12-23|72750.0|0|72750.0|0|1191.0|0|0.0|100
0|2021-12-24|72750.0|0|72750.0|0|1191.0|0|0.0|100
0|2021-12-25|72750.0|0|72750.0|0|1191.0|0|0.0|100
0|2021-12-26|72750.0|0|72750.0|0|1191.0|0|0.0|100
0|2021-12-27|74885.0|0|74885.0|0|1191.0|0|0.0|100
0|2021-12-28|75466.0|0|75466.0|0|1192.0|0|0.0|100
0|2021-12-29|76571.0|0|76571.0|0|1192.0|0|0.0|100
0|2021-12-30|77982.0|0|77982.0|0|1193.0|0|0.0|100
0|2021-12-31|77982.0|0|77982.0|0|1193.0|0|0.0|100
0|2022-01-01|77982.0|0|77982.0|0|1193.0|0|0.0|100
0|2022-01-02|77982.0|0|77982.0|0|1193.0|0|0.0|100
0|2022-01-03|82443.0|0|82443.0|0|1193.0|0|0.0|100
0|2022-01-04|83489.0|0|83489.0|0|1195.0|0|0.0|100
0|2022-01-05|84692.0|0|84692.0|0|1195.0|0|0.0|100
0|2022-01-06|86247.0|0|86247.0|0|1197.0|0|0.0|100
0|2022-01-07|87861.0|0|87861.0|0|1198.0|0|0.0|100
0|2022-01-08|87861.0|0|87861.0|0|1198.0|0|0.0|100
0|2022-01-09|87861.0|0|87861.0|0|1198.0|0|0.0|100
0|2022-01-10|91870.0|0|91870.0|0|1200.0|0|0.0|100
0|2022-01-11|92879.0|0|92879.0|0|1202.0|0|0.0|100
0|2022-01-12|92879.0|0|92879.0|0|1202.0|0|0.0|100
0|2022-01-13|92879.0|0|92879.0|0|1202.0|0|0.0|100
0|2022-01-14|96446.0|0|96446.0|0|1204.0|0|0.0|100
0|2022-01-15|96446.0|0|96446.0|0|1204.0|0|0.0|100
0|2022-01-16|96446.0|0|96446.0|0|1204.0|0|0.0|100
0|2022-01-17|96446.0|0|0.0|100|1204.0|0|0.0|100
