|dates|Orange_California_UnitedStates.JHU_ConfirmedCases.data|Orange_California_UnitedStates.JHU_ConfirmedCases.missing|Orange_California_UnitedStates.NYT_ConfirmedCases.data|Orange_California_UnitedStates.NYT_ConfirmedCases.missing|Orange_California_UnitedStates.JHU_ConfirmedDeaths.data|Orange_California_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|358569.0|0|358569.0|0|5890.0|0|0.0|100
0|2022-01-01|358569.0|0|358569.0|0|5890.0|0|0.0|100
0|2022-01-02|358569.0|0|358569.0|0|5890.0|0|0.0|100
0|2022-01-03|373143.0|0|373143.0|0|5895.0|0|0.0|100
0|2022-01-04|379073.0|0|379073.0|0|5897.0|0|0.0|100
0|2022-01-05|383719.0|0|383719.0|0|5901.0|0|0.0|100
0|2022-01-06|389985.0|0|389985.0|0|5903.0|0|0.0|100
0|2022-01-07|397186.0|0|397186.0|0|5906.0|0|0.0|100
0|2022-01-08|397186.0|0|397186.0|0|5906.0|0|0.0|100
0|2022-01-09|397186.0|0|397186.0|0|5906.0|0|0.0|100
0|2022-01-10|422625.0|0|422625.0|0|5908.0|0|0.0|100
0|2022-01-11|428232.0|0|428232.0|0|5911.0|0|0.0|100
0|2022-01-12|439765.0|0|439765.0|0|5914.0|0|0.0|100
0|2022-01-13|439765.0|0|451612.0|0|5914.0|0|0.0|100
0|2022-01-14|459016.0|0|459016.0|0|5921.0|0|0.0|100
0|2022-01-15|459016.0|0|459016.0|0|5921.0|0|0.0|100
0|2022-01-16|459016.0|0|459016.0|0|5921.0|0|0.0|100
0|2022-01-17|477837.0|0|0.0|100|5932.0|0|0.0|100
