|dates|Bee_Texas_UnitedStates.JHU_ConfirmedCases.data|Bee_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bee_Texas_UnitedStates.NYT_ConfirmedCases.data|Bee_Texas_UnitedStates.NYT_ConfirmedCases.missing|Bee_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bee_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bee_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bee_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|5380.0|0|5380.0|0|134.0|0|0.0|100
0|2021-12-08|5382.0|0|5382.0|0|134.0|0|0.0|100
0|2021-12-09|5387.0|0|5387.0|0|134.0|0|0.0|100
0|2021-12-10|5402.0|0|5402.0|0|135.0|0|0.0|100
0|2021-12-11|5404.0|0|5404.0|0|135.0|0|0.0|100
0|2021-12-12|5405.0|0|5405.0|0|135.0|0|0.0|100
0|2021-12-13|5406.0|0|5406.0|0|135.0|0|0.0|100
0|2021-12-14|5406.0|0|5410.0|0|135.0|0|0.0|100
0|2021-12-15|5414.0|0|5414.0|0|135.0|0|0.0|100
0|2021-12-16|5414.0|0|5414.0|0|135.0|0|0.0|100
0|2021-12-17|5414.0|0|5414.0|0|136.0|0|0.0|100
0|2021-12-18|5418.0|0|5418.0|0|136.0|0|0.0|100
0|2021-12-19|5418.0|0|5418.0|0|136.0|0|0.0|100
0|2021-12-20|5422.0|0|5422.0|0|136.0|0|0.0|100
0|2021-12-21|5423.0|0|5423.0|0|136.0|0|0.0|100
0|2021-12-22|5426.0|0|5426.0|0|136.0|0|0.0|100
0|2021-12-23|5432.0|0|5432.0|0|136.0|0|0.0|100
0|2021-12-24|5432.0|0|5432.0|0|136.0|0|0.0|100
0|2021-12-25|5432.0|0|5432.0|0|136.0|0|0.0|100
0|2021-12-26|5432.0|0|5432.0|0|136.0|0|0.0|100
0|2021-12-27|5451.0|0|5451.0|0|136.0|0|0.0|100
0|2021-12-28|5461.0|0|5461.0|0|136.0|0|0.0|100
0|2021-12-29|5471.0|0|5471.0|0|136.0|0|0.0|100
0|2021-12-30|5476.0|0|5476.0|0|136.0|0|0.0|100
0|2021-12-31|5476.0|0|5476.0|0|136.0|0|0.0|100
0|2022-01-01|5476.0|0|5476.0|0|136.0|0|0.0|100
0|2022-01-02|5476.0|0|5476.0|0|136.0|0|0.0|100
0|2022-01-03|5576.0|0|5576.0|0|136.0|0|0.0|100
0|2022-01-04|5612.0|0|5612.0|0|136.0|0|0.0|100
0|2022-01-05|5648.0|0|5648.0|0|136.0|0|0.0|100
0|2022-01-06|5669.0|0|5669.0|0|137.0|0|0.0|100
0|2022-01-07|5708.0|0|5708.0|0|137.0|0|0.0|100
0|2022-01-08|5771.0|0|5771.0|0|137.0|0|0.0|100
0|2022-01-09|5806.0|0|5806.0|0|137.0|0|0.0|100
0|2022-01-10|5833.0|0|5833.0|0|137.0|0|0.0|100
0|2022-01-11|5868.0|0|5868.0|0|137.0|0|0.0|100
0|2022-01-12|5937.0|0|5937.0|0|137.0|0|0.0|100
0|2022-01-13|5937.0|0|5979.0|0|137.0|0|0.0|100
0|2022-01-14|5979.0|0|6697.0|0|137.0|0|0.0|100
0|2022-01-15|6895.0|0|6895.0|0|138.0|0|0.0|100
0|2022-01-16|7012.0|0|7012.0|0|138.0|0|0.0|100
0|2022-01-17|7064.0|0|0.0|100|138.0|0|0.0|100
