|dates|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Hoke_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Hoke_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|7338.0|0|7338.0|0|86.0|0|0.0|100
0|2021-11-18|7354.0|0|7354.0|0|86.0|0|0.0|100
0|2021-11-19|7370.0|0|7370.0|0|86.0|0|0.0|100
0|2021-11-20|7370.0|0|7370.0|0|86.0|0|0.0|100
0|2021-11-21|7370.0|0|7370.0|0|86.0|0|0.0|100
0|2021-11-22|7396.0|0|7396.0|0|86.0|0|0.0|100
0|2021-11-23|7403.0|0|7403.0|0|86.0|0|0.0|100
0|2021-11-24|7410.0|0|7410.0|0|86.0|0|0.0|100
0|2021-11-25|7410.0|0|7410.0|0|86.0|0|0.0|100
0|2021-11-26|7410.0|0|7410.0|0|86.0|0|0.0|100
0|2021-11-27|7410.0|0|7410.0|0|86.0|0|0.0|100
0|2021-11-28|7410.0|0|7410.0|0|86.0|0|0.0|100
0|2021-11-29|7446.0|0|7446.0|0|86.0|0|0.0|100
0|2021-11-30|7457.0|0|7457.0|0|86.0|0|0.0|100
0|2021-12-01|7473.0|0|7473.0|0|86.0|0|0.0|100
0|2021-12-02|7497.0|0|7497.0|0|86.0|0|0.0|100
0|2021-12-03|7509.0|0|7509.0|0|86.0|0|0.0|100
0|2021-12-04|7509.0|0|7509.0|0|86.0|0|0.0|100
0|2021-12-05|7509.0|0|7509.0|0|86.0|0|0.0|100
0|2021-12-06|7552.0|0|7552.0|0|86.0|0|0.0|100
0|2021-12-07|7561.0|0|7561.0|0|86.0|0|0.0|100
0|2021-12-08|7581.0|0|7581.0|0|86.0|0|0.0|100
0|2021-12-09|7607.0|0|7607.0|0|87.0|0|0.0|100
0|2021-12-10|7631.0|0|7631.0|0|87.0|0|0.0|100
0|2021-12-11|7631.0|0|7631.0|0|87.0|0|0.0|100
0|2021-12-12|7631.0|0|7631.0|0|87.0|0|0.0|100
0|2021-12-13|7664.0|0|7664.0|0|91.0|0|0.0|100
0|2021-12-14|7664.0|0|7668.0|0|91.0|0|0.0|100
0|2021-12-15|7676.0|0|7676.0|0|91.0|0|0.0|100
0|2021-12-16|7702.0|0|7702.0|0|91.0|0|0.0|100
0|2021-12-17|7717.0|0|7717.0|0|91.0|0|0.0|100
0|2021-12-18|7717.0|0|7717.0|0|91.0|0|0.0|100
0|2021-12-19|7717.0|0|7717.0|0|91.0|0|0.0|100
0|2021-12-20|7760.0|0|7760.0|0|91.0|0|0.0|100
0|2021-12-21|7766.0|0|7766.0|0|91.0|0|0.0|100
0|2021-12-22|7784.0|0|7784.0|0|91.0|0|0.0|100
0|2021-12-23|7784.0|0|7784.0|0|91.0|0|0.0|100
0|2021-12-24|7784.0|0|7784.0|0|91.0|0|0.0|100
0|2021-12-25|7784.0|0|7784.0|0|91.0|0|0.0|100
0|2021-12-26|7784.0|0|7784.0|0|91.0|0|0.0|100
0|2021-12-27|7784.0|0|7784.0|0|91.0|0|0.0|100
0|2021-12-28|7959.0|0|7959.0|0|91.0|0|0.0|100
0|2021-12-29|8009.0|0|8009.0|0|91.0|0|0.0|100
0|2021-12-30|8079.0|0|8079.0|0|90.0|0|0.0|100
0|2021-12-31|8079.0|0|8174.0|0|90.0|0|0.0|100
0|2022-01-01|8079.0|0|8174.0|0|90.0|0|0.0|100
0|2022-01-02|8079.0|0|8174.0|0|90.0|0|0.0|100
0|2022-01-03|8414.0|0|8414.0|0|90.0|0|0.0|100
0|2022-01-04|8457.0|0|8457.0|0|91.0|0|0.0|100
0|2022-01-05|8531.0|0|8531.0|0|92.0|0|0.0|100
0|2022-01-06|8678.0|0|8678.0|0|92.0|0|0.0|100
0|2022-01-07|8852.0|0|8852.0|0|92.0|0|0.0|100
0|2022-01-08|8852.0|0|8852.0|0|92.0|0|0.0|100
0|2022-01-09|8852.0|0|8852.0|0|92.0|0|0.0|100
0|2022-01-10|9390.0|0|9390.0|0|93.0|0|0.0|100
0|2022-01-11|9479.0|0|9479.0|0|93.0|0|0.0|100
0|2022-01-12|9703.0|0|9703.0|0|93.0|0|0.0|100
0|2022-01-13|9703.0|0|10029.0|0|93.0|0|0.0|100
0|2022-01-14|10555.0|0|10555.0|0|93.0|0|0.0|100
0|2022-01-15|10555.0|0|10555.0|0|93.0|0|0.0|100
0|2022-01-16|10555.0|0|10555.0|0|93.0|0|0.0|100
0|2022-01-17|10555.0|0|0.0|100|93.0|0|0.0|100
