|dates|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.data|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Greene_NewYork_UnitedStates.NYT_ConfirmedCases.data|Greene_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|6158.0|0|6235.0|0|98.0|0|0.0|100
0|2022-01-02|6158.0|0|6286.0|0|98.0|0|0.0|100
0|2022-01-03|6319.0|0|6319.0|0|98.0|0|0.0|100
0|2022-01-04|6339.0|0|6339.0|0|98.0|0|0.0|100
0|2022-01-05|6467.0|0|6467.0|0|99.0|0|0.0|100
0|2022-01-06|6581.0|0|6581.0|0|100.0|0|0.0|100
0|2022-01-07|6696.0|0|6696.0|0|101.0|0|0.0|100
0|2022-01-08|6805.0|0|6805.0|0|101.0|0|0.0|100
0|2022-01-09|6894.0|0|6894.0|0|102.0|0|0.0|100
0|2022-01-10|6946.0|0|6946.0|0|102.0|0|0.0|100
0|2022-01-11|6986.0|0|6986.0|0|103.0|0|0.0|100
0|2022-01-12|7134.0|0|7134.0|0|103.0|0|0.0|100
0|2022-01-13|7134.0|0|7277.0|0|103.0|0|0.0|100
0|2022-01-14|7396.0|0|7396.0|0|105.0|0|0.0|100
0|2022-01-15|7466.0|0|7466.0|0|106.0|0|0.0|100
0|2022-01-16|7522.0|0|7522.0|0|106.0|0|0.0|100
0|2022-01-17|7558.0|0|0.0|100|106.0|0|0.0|100
