|dates|Sioux_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sioux_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sioux_NorthDakota_UnitedStates.Male_Total_Population.data|Sioux_NorthDakota_UnitedStates.Male_Total_Population.missing|Sioux_NorthDakota_UnitedStates.Female_Total_Population.data|Sioux_NorthDakota_UnitedStates.Female_Total_Population.missing|Sioux_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Sioux_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-12|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-13|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-14|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-15|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-16|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-17|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-18|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-19|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-20|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-21|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-22|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-23|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-24|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-25|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-26|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-27|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-28|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-29|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-30|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2021-12-31|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-01|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-02|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-03|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-04|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-05|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-06|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-07|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-08|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-09|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-10|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-11|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-12|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-13|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-14|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-15|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-16|353.0|0|2173.0|0|2185.0|0|1553.0|0
0|2022-01-17|353.0|0|2173.0|0|2185.0|0|1553.0|0
