|dates|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Benton_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Benton_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|43038.0|0|43038.0|0|620.0|0|0.0|100
0|2021-11-16|43099.0|0|43099.0|0|621.0|0|0.0|100
0|2021-11-17|43203.0|0|43203.0|0|623.0|0|0.0|100
0|2021-11-18|43289.0|0|43289.0|0|624.0|0|0.0|100
0|2021-11-19|43354.0|0|43354.0|0|624.0|0|0.0|100
0|2021-11-20|43425.0|0|43425.0|0|624.0|0|0.0|100
0|2021-11-21|43464.0|0|43464.0|0|624.0|0|0.0|100
0|2021-11-22|43497.0|0|43497.0|0|624.0|0|0.0|100
0|2021-11-23|43550.0|0|43550.0|0|626.0|0|0.0|100
0|2021-11-24|43626.0|0|43626.0|0|628.0|0|0.0|100
0|2021-11-25|43658.0|0|43658.0|0|628.0|0|0.0|100
0|2021-11-26|43680.0|0|43680.0|0|628.0|0|0.0|100
0|2021-11-27|43745.0|0|43745.0|0|629.0|0|0.0|100
0|2021-11-28|43811.0|0|43811.0|0|629.0|0|0.0|100
0|2021-11-29|43828.0|0|43828.0|0|630.0|0|0.0|100
0|2021-11-30|43828.0|0|43913.0|0|630.0|0|0.0|100
0|2021-12-01|43975.0|0|43975.0|0|631.0|0|0.0|100
0|2021-12-02|44085.0|0|44085.0|0|631.0|0|0.0|100
0|2021-12-03|44197.0|0|44197.0|0|634.0|0|0.0|100
0|2021-12-04|44293.0|0|44293.0|0|634.0|0|0.0|100
0|2021-12-05|44339.0|0|44339.0|0|636.0|0|0.0|100
0|2021-12-06|44363.0|0|44363.0|0|640.0|0|0.0|100
0|2021-12-07|44431.0|0|44431.0|0|644.0|0|0.0|100
0|2021-12-08|44505.0|0|44505.0|0|646.0|0|0.0|100
0|2021-12-09|44567.0|0|44567.0|0|648.0|0|0.0|100
0|2021-12-10|44667.0|0|44667.0|0|649.0|0|0.0|100
0|2021-12-11|44726.0|0|44726.0|0|650.0|0|0.0|100
0|2021-12-12|44743.0|0|44743.0|0|651.0|0|0.0|100
0|2021-12-13|44770.0|0|44770.0|0|652.0|0|0.0|100
0|2021-12-14|44770.0|0|44831.0|0|652.0|0|0.0|100
0|2021-12-15|44921.0|0|44921.0|0|657.0|0|0.0|100
0|2021-12-16|44976.0|0|44976.0|0|657.0|0|0.0|100
0|2021-12-17|45093.0|0|45093.0|0|659.0|0|0.0|100
0|2021-12-18|45150.0|0|45150.0|0|659.0|0|0.0|100
0|2021-12-19|45190.0|0|45190.0|0|663.0|0|0.0|100
0|2021-12-20|45215.0|0|45215.0|0|666.0|0|0.0|100
0|2021-12-21|45300.0|0|45300.0|0|668.0|0|0.0|100
0|2021-12-22|45385.0|0|45385.0|0|669.0|0|0.0|100
0|2021-12-23|45481.0|0|45481.0|0|671.0|0|0.0|100
0|2021-12-24|45611.0|0|45611.0|0|676.0|0|0.0|100
0|2021-12-25|45718.0|0|45718.0|0|677.0|0|0.0|100
0|2021-12-26|45747.0|0|45747.0|0|678.0|0|0.0|100
0|2021-12-27|45801.0|0|45801.0|0|680.0|0|0.0|100
0|2021-12-28|45935.0|0|45935.0|0|681.0|0|0.0|100
0|2021-12-29|46153.0|0|46153.0|0|683.0|0|0.0|100
0|2021-12-30|46426.0|0|46426.0|0|684.0|0|0.0|100
0|2021-12-31|46614.0|0|46614.0|0|685.0|0|0.0|100
0|2022-01-01|46855.0|0|46855.0|0|691.0|0|0.0|100
0|2022-01-02|47015.0|0|47015.0|0|692.0|0|0.0|100
0|2022-01-03|47081.0|0|47081.0|0|694.0|0|0.0|100
0|2022-01-04|47400.0|0|47400.0|0|697.0|0|0.0|100
0|2022-01-05|47902.0|0|47902.0|0|695.0|0|0.0|100
0|2022-01-06|48337.0|0|48337.0|0|697.0|0|0.0|100
0|2022-01-07|48892.0|0|48892.0|0|699.0|0|0.0|100
0|2022-01-08|49528.0|0|49528.0|0|700.0|0|0.0|100
0|2022-01-09|49528.0|0|49528.0|0|700.0|0|0.0|100
0|2022-01-10|50157.0|0|50157.0|0|702.0|0|0.0|100
0|2022-01-11|50709.0|0|50709.0|0|703.0|0|0.0|100
0|2022-01-12|51410.0|0|51410.0|0|703.0|0|0.0|100
0|2022-01-13|51410.0|0|52356.0|0|703.0|0|0.0|100
0|2022-01-14|53143.0|0|53143.0|0|709.0|0|0.0|100
0|2022-01-15|54028.0|0|54028.0|0|709.0|0|0.0|100
0|2022-01-16|54476.0|0|54476.0|0|709.0|0|0.0|100
0|2022-01-17|54677.0|0|0.0|100|709.0|0|0.0|100
