|dates|Preble_Ohio_UnitedStates.JHU_ConfirmedCases.data|Preble_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Preble_Ohio_UnitedStates.NYT_ConfirmedCases.data|Preble_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Preble_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Preble_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Preble_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Preble_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|6153.0|0|6153.0|0|139.0|0|0.0|100
0|2021-11-28|6161.0|0|6161.0|0|139.0|0|0.0|100
0|2021-11-29|6171.0|0|6171.0|0|139.0|0|0.0|100
0|2021-11-30|6194.0|0|6194.0|0|140.0|0|0.0|100
0|2021-12-01|6223.0|0|6223.0|0|140.0|0|0.0|100
0|2021-12-02|6243.0|0|6243.0|0|140.0|0|0.0|100
0|2021-12-03|6243.0|0|6274.0|0|140.0|0|0.0|100
0|2021-12-04|6310.0|0|6310.0|0|140.0|0|0.0|100
0|2021-12-05|6334.0|0|6334.0|0|140.0|0|0.0|100
0|2021-12-06|6343.0|0|6343.0|0|140.0|0|0.0|100
0|2021-12-07|6362.0|0|6362.0|0|141.0|0|0.0|100
0|2021-12-08|6397.0|0|6397.0|0|141.0|0|0.0|100
0|2021-12-09|6430.0|0|6430.0|0|141.0|0|0.0|100
0|2021-12-10|6462.0|0|6462.0|0|142.0|0|0.0|100
0|2021-12-11|6498.0|0|6498.0|0|142.0|0|0.0|100
0|2021-12-12|6511.0|0|6511.0|0|142.0|0|0.0|100
0|2021-12-13|6537.0|0|6537.0|0|142.0|0|0.0|100
0|2021-12-14|6537.0|0|6573.0|0|142.0|0|0.0|100
0|2021-12-15|6594.0|0|6594.0|0|143.0|0|0.0|100
0|2021-12-16|6622.0|0|6622.0|0|143.0|0|0.0|100
0|2021-12-17|6650.0|0|6650.0|0|144.0|0|0.0|100
0|2021-12-18|6667.0|0|6667.0|0|144.0|0|0.0|100
0|2021-12-19|6689.0|0|6689.0|0|144.0|0|0.0|100
0|2021-12-20|6711.0|0|6711.0|0|144.0|0|0.0|100
0|2021-12-21|6751.0|0|6751.0|0|144.0|0|0.0|100
0|2021-12-22|6789.0|0|6789.0|0|144.0|0|0.0|100
0|2021-12-23|6826.0|0|6826.0|0|144.0|0|0.0|100
0|2021-12-24|6861.0|0|6861.0|0|146.0|0|0.0|100
0|2021-12-25|6861.0|0|6861.0|0|146.0|0|0.0|100
0|2021-12-26|6887.0|0|6887.0|0|146.0|0|0.0|100
0|2021-12-27|6899.0|0|6899.0|0|146.0|0|0.0|100
0|2021-12-28|6935.0|0|6935.0|0|147.0|0|0.0|100
0|2021-12-29|6963.0|0|6963.0|0|147.0|0|0.0|100
0|2021-12-30|7016.0|0|7016.0|0|147.0|0|0.0|100
0|2021-12-31|7062.0|0|7062.0|0|150.0|0|0.0|100
0|2022-01-01|7062.0|0|7062.0|0|150.0|0|0.0|100
0|2022-01-02|7128.0|0|7128.0|0|150.0|0|0.0|100
0|2022-01-03|7169.0|0|7169.0|0|150.0|0|0.0|100
0|2022-01-04|7203.0|0|7203.0|0|154.0|0|0.0|100
0|2022-01-05|7241.0|0|7241.0|0|154.0|0|0.0|100
0|2022-01-06|7291.0|0|7291.0|0|154.0|0|0.0|100
0|2022-01-07|7329.0|0|7329.0|0|155.0|0|0.0|100
0|2022-01-08|7362.0|0|7362.0|0|155.0|0|0.0|100
0|2022-01-09|7402.0|0|7402.0|0|155.0|0|0.0|100
0|2022-01-10|7437.0|0|7437.0|0|155.0|0|0.0|100
0|2022-01-11|7499.0|0|7499.0|0|159.0|0|0.0|100
0|2022-01-12|7550.0|0|7550.0|0|159.0|0|0.0|100
0|2022-01-13|7550.0|0|7612.0|0|159.0|0|0.0|100
0|2022-01-14|7700.0|0|7700.0|0|160.0|0|0.0|100
0|2022-01-15|7854.0|0|7854.0|0|160.0|0|0.0|100
0|2022-01-16|7950.0|0|7950.0|0|160.0|0|0.0|100
0|2022-01-17|8002.0|0|0.0|100|160.0|0|0.0|100
