|dates|Hartley_Texas_UnitedStates.JHU_ConfirmedCases.data|Hartley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hartley_Texas_UnitedStates.NYT_ConfirmedCases.data|Hartley_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hartley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hartley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hartley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hartley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|890.0|0|890.0|0|2.0|0|0.0|100
0|2021-11-12|890.0|0|890.0|0|2.0|0|0.0|100
0|2021-11-13|922.0|0|922.0|0|2.0|0|0.0|100
0|2021-11-14|922.0|0|922.0|0|2.0|0|0.0|100
0|2021-11-15|922.0|0|922.0|0|2.0|0|0.0|100
0|2021-11-16|928.0|0|928.0|0|2.0|0|0.0|100
0|2021-11-17|935.0|0|935.0|0|2.0|0|0.0|100
0|2021-11-18|935.0|0|935.0|0|2.0|0|0.0|100
0|2021-11-19|934.0|0|934.0|0|2.0|0|0.0|100
0|2021-11-20|934.0|0|934.0|0|2.0|0|0.0|100
0|2021-11-21|934.0|0|934.0|0|2.0|0|0.0|100
0|2021-11-22|934.0|0|934.0|0|2.0|0|0.0|100
0|2021-11-23|936.0|0|936.0|0|2.0|0|0.0|100
0|2021-11-24|936.0|0|936.0|0|2.0|0|0.0|100
0|2021-11-25|936.0|0|936.0|0|2.0|0|0.0|100
0|2021-11-26|936.0|0|936.0|0|2.0|0|0.0|100
0|2021-11-27|936.0|0|936.0|0|2.0|0|0.0|100
0|2021-11-28|936.0|0|936.0|0|2.0|0|0.0|100
0|2021-11-29|935.0|0|935.0|0|2.0|0|0.0|100
0|2021-11-30|938.0|0|938.0|0|2.0|0|0.0|100
0|2021-12-01|946.0|0|946.0|0|2.0|0|0.0|100
0|2021-12-02|949.0|0|949.0|0|2.0|0|0.0|100
0|2021-12-03|949.0|0|949.0|0|2.0|0|0.0|100
0|2021-12-04|950.0|0|950.0|0|2.0|0|0.0|100
0|2021-12-05|950.0|0|950.0|0|2.0|0|0.0|100
0|2021-12-06|951.0|0|951.0|0|2.0|0|0.0|100
0|2021-12-07|953.0|0|953.0|0|2.0|0|0.0|100
0|2021-12-08|954.0|0|954.0|0|2.0|0|0.0|100
0|2021-12-09|954.0|0|954.0|0|2.0|0|0.0|100
0|2021-12-10|953.0|0|953.0|0|2.0|0|0.0|100
0|2021-12-11|964.0|0|964.0|0|2.0|0|0.0|100
0|2021-12-12|966.0|0|966.0|0|2.0|0|0.0|100
0|2021-12-13|966.0|0|966.0|0|2.0|0|0.0|100
0|2021-12-14|966.0|0|968.0|0|2.0|0|0.0|100
0|2021-12-15|969.0|0|969.0|0|2.0|0|0.0|100
0|2021-12-16|971.0|0|971.0|0|2.0|0|0.0|100
0|2021-12-17|972.0|0|972.0|0|2.0|0|0.0|100
0|2021-12-18|973.0|0|973.0|0|2.0|0|0.0|100
0|2021-12-19|973.0|0|973.0|0|2.0|0|0.0|100
0|2021-12-20|973.0|0|973.0|0|2.0|0|0.0|100
0|2021-12-21|974.0|0|974.0|0|2.0|0|0.0|100
0|2021-12-22|976.0|0|976.0|0|2.0|0|0.0|100
0|2021-12-23|979.0|0|979.0|0|2.0|0|0.0|100
0|2021-12-24|979.0|0|979.0|0|2.0|0|0.0|100
0|2021-12-25|979.0|0|979.0|0|2.0|0|0.0|100
0|2021-12-26|979.0|0|979.0|0|2.0|0|0.0|100
0|2021-12-27|986.0|0|986.0|0|2.0|0|0.0|100
0|2021-12-28|991.0|0|991.0|0|2.0|0|0.0|100
0|2021-12-29|995.0|0|995.0|0|2.0|0|0.0|100
0|2021-12-30|1000.0|0|1000.0|0|2.0|0|0.0|100
0|2021-12-31|1000.0|0|1000.0|0|2.0|0|0.0|100
0|2022-01-01|1000.0|0|1000.0|0|2.0|0|0.0|100
0|2022-01-02|1000.0|0|1000.0|0|2.0|0|0.0|100
0|2022-01-03|1005.0|0|1005.0|0|2.0|0|0.0|100
0|2022-01-04|1007.0|0|1007.0|0|2.0|0|0.0|100
0|2022-01-05|1007.0|0|1007.0|0|2.0|0|0.0|100
0|2022-01-06|1011.0|0|1011.0|0|2.0|0|0.0|100
0|2022-01-07|1013.0|0|1013.0|0|2.0|0|0.0|100
0|2022-01-08|1017.0|0|1017.0|0|2.0|0|0.0|100
0|2022-01-09|1017.0|0|1017.0|0|2.0|0|0.0|100
0|2022-01-10|1017.0|0|1017.0|0|2.0|0|0.0|100
0|2022-01-11|1018.0|0|1018.0|0|2.0|0|0.0|100
0|2022-01-12|1020.0|0|1020.0|0|3.0|0|0.0|100
0|2022-01-13|1020.0|0|1021.0|0|3.0|0|0.0|100
0|2022-01-14|1021.0|0|1186.0|0|3.0|0|0.0|100
0|2022-01-15|1188.0|0|1188.0|0|3.0|0|0.0|100
0|2022-01-16|1189.0|0|1189.0|0|3.0|0|0.0|100
0|2022-01-17|1189.0|0|0.0|100|3.0|0|0.0|100
