|dates|Butler_Ohio_UnitedStates.JHU_ConfirmedCases.data|Butler_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Butler_Ohio_UnitedStates.NYT_ConfirmedCases.data|Butler_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Butler_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|55231.0|0|55231.0|0|794.0|0|0.0|100
0|2021-11-25|55231.0|0|55231.0|0|794.0|0|0.0|100
0|2021-11-26|55535.0|0|55535.0|0|803.0|0|0.0|100
0|2021-11-27|55597.0|0|55597.0|0|803.0|0|0.0|100
0|2021-11-28|55716.0|0|55716.0|0|803.0|0|0.0|100
0|2021-11-29|55878.0|0|55878.0|0|803.0|0|0.0|100
0|2021-11-30|56096.0|0|56096.0|0|805.0|0|0.0|100
0|2021-12-01|56343.0|0|56343.0|0|805.0|0|0.0|100
0|2021-12-02|56598.0|0|56598.0|0|805.0|0|0.0|100
0|2021-12-03|56852.0|0|56852.0|0|814.0|0|0.0|100
0|2021-12-04|57083.0|0|57083.0|0|814.0|0|0.0|100
0|2021-12-05|57225.0|0|57225.0|0|814.0|0|0.0|100
0|2021-12-06|57319.0|0|57319.0|0|814.0|0|0.0|100
0|2021-12-07|57534.0|0|57534.0|0|817.0|0|0.0|100
0|2021-12-08|57796.0|0|57796.0|0|817.0|0|0.0|100
0|2021-12-09|58042.0|0|58042.0|0|817.0|0|0.0|100
0|2021-12-10|58244.0|0|58244.0|0|829.0|0|0.0|100
0|2021-12-11|58487.0|0|58487.0|0|829.0|0|0.0|100
0|2021-12-12|58587.0|0|58587.0|0|829.0|0|0.0|100
0|2021-12-13|58792.0|0|58792.0|0|829.0|0|0.0|100
0|2021-12-14|58792.0|0|59244.0|0|829.0|0|0.0|100
0|2021-12-15|59547.0|0|59547.0|0|829.0|0|0.0|100
0|2021-12-16|59929.0|0|59929.0|0|843.0|0|0.0|100
0|2021-12-17|60147.0|0|60147.0|0|857.0|0|0.0|100
0|2021-12-18|60399.0|0|60399.0|0|857.0|0|0.0|100
0|2021-12-19|60529.0|0|60529.0|0|857.0|0|0.0|100
0|2021-12-20|60704.0|0|60704.0|0|857.0|0|0.0|100
0|2021-12-21|60952.0|0|60952.0|0|865.0|0|0.0|100
0|2021-12-22|61260.0|0|61260.0|0|865.0|0|0.0|100
0|2021-12-23|61521.0|0|61521.0|0|865.0|0|0.0|100
0|2021-12-24|61779.0|0|61779.0|0|878.0|0|0.0|100
0|2021-12-25|61779.0|0|61779.0|0|878.0|0|0.0|100
0|2021-12-26|62126.0|0|62126.0|0|878.0|0|0.0|100
0|2021-12-27|62306.0|0|62306.0|0|878.0|0|0.0|100
0|2021-12-28|62779.0|0|62779.0|0|879.0|0|0.0|100
0|2021-12-29|63238.0|0|63238.0|0|879.0|0|0.0|100
0|2021-12-30|63801.0|0|63801.0|0|879.0|0|0.0|100
0|2021-12-31|64354.0|0|64354.0|0|893.0|0|0.0|100
0|2022-01-01|64354.0|0|64354.0|0|893.0|0|0.0|100
0|2022-01-02|65272.0|0|65272.0|0|893.0|0|0.0|100
0|2022-01-03|65744.0|0|65744.0|0|893.0|0|0.0|100
0|2022-01-04|66296.0|0|66296.0|0|897.0|0|0.0|100
0|2022-01-05|66888.0|0|66888.0|0|897.0|0|0.0|100
0|2022-01-06|67445.0|0|67445.0|0|897.0|0|0.0|100
0|2022-01-07|68213.0|0|68213.0|0|909.0|0|0.0|100
0|2022-01-08|68779.0|0|68779.0|0|909.0|0|0.0|100
0|2022-01-09|69440.0|0|69440.0|0|909.0|0|0.0|100
0|2022-01-10|70018.0|0|70018.0|0|909.0|0|0.0|100
0|2022-01-11|70936.0|0|70936.0|0|918.0|0|0.0|100
0|2022-01-12|71597.0|0|71597.0|0|918.0|0|0.0|100
0|2022-01-13|71597.0|0|72444.0|0|918.0|0|0.0|100
0|2022-01-14|74092.0|0|74092.0|0|924.0|0|0.0|100
0|2022-01-15|76443.0|0|76443.0|0|924.0|0|0.0|100
0|2022-01-16|77779.0|0|77779.0|0|924.0|0|0.0|100
0|2022-01-17|78647.0|0|0.0|100|924.0|0|0.0|100
