|dates|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Clay_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Clay_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|3100.0|0|3101.0|0|77.0|0|0.0|100
0|2021-11-11|3101.0|0|3101.0|0|77.0|0|0.0|100
0|2021-11-12|3103.0|0|3103.0|0|77.0|0|0.0|100
0|2021-11-13|3103.0|0|3103.0|0|77.0|0|0.0|100
0|2021-11-14|3103.0|0|3103.0|0|77.0|0|0.0|100
0|2021-11-15|3106.0|0|3106.0|0|78.0|0|0.0|100
0|2021-11-16|3109.0|0|3109.0|0|78.0|0|0.0|100
0|2021-11-17|3111.0|0|3111.0|0|78.0|0|0.0|100
0|2021-11-18|3112.0|0|3112.0|0|78.0|0|0.0|100
0|2021-11-19|3114.0|0|3114.0|0|78.0|0|0.0|100
0|2021-11-20|3114.0|0|3114.0|0|78.0|0|0.0|100
0|2021-11-21|3114.0|0|3114.0|0|78.0|0|0.0|100
0|2021-11-22|3117.0|0|3117.0|0|78.0|0|0.0|100
0|2021-11-23|3117.0|0|3117.0|0|78.0|0|0.0|100
0|2021-11-24|3118.0|0|3118.0|0|78.0|0|0.0|100
0|2021-11-25|3118.0|0|3118.0|0|78.0|0|0.0|100
0|2021-11-26|3118.0|0|3118.0|0|78.0|0|0.0|100
0|2021-11-27|3118.0|0|3118.0|0|78.0|0|0.0|100
0|2021-11-28|3118.0|0|3118.0|0|78.0|0|0.0|100
0|2021-11-29|3122.0|0|3122.0|0|78.0|0|0.0|100
0|2021-11-30|3125.0|0|3125.0|0|78.0|0|0.0|100
0|2021-12-01|3126.0|0|3126.0|0|78.0|0|0.0|100
0|2021-12-02|3126.0|0|3127.0|0|78.0|0|0.0|100
0|2021-12-03|3129.0|0|3129.0|0|78.0|0|0.0|100
0|2021-12-04|3129.0|0|3129.0|0|78.0|0|0.0|100
0|2021-12-05|3129.0|0|3129.0|0|78.0|0|0.0|100
0|2021-12-06|3139.0|0|3139.0|0|78.0|0|0.0|100
0|2021-12-07|3143.0|0|3143.0|0|78.0|0|0.0|100
0|2021-12-08|3148.0|0|3148.0|0|78.0|0|0.0|100
0|2021-12-09|3150.0|0|3150.0|0|78.0|0|0.0|100
0|2021-12-10|3157.0|0|3157.0|0|78.0|0|0.0|100
0|2021-12-11|3157.0|0|3157.0|0|78.0|0|0.0|100
0|2021-12-12|3157.0|0|3157.0|0|78.0|0|0.0|100
0|2021-12-13|3167.0|0|3167.0|0|78.0|0|0.0|100
0|2021-12-14|3167.0|0|3172.0|0|78.0|0|0.0|100
0|2021-12-15|3181.0|0|3181.0|0|78.0|0|0.0|100
0|2021-12-16|3190.0|0|3190.0|0|78.0|0|0.0|100
0|2021-12-17|3195.0|0|3195.0|0|78.0|0|0.0|100
0|2021-12-18|3195.0|0|3195.0|0|78.0|0|0.0|100
0|2021-12-19|3195.0|0|3195.0|0|78.0|0|0.0|100
0|2021-12-20|3201.0|0|3201.0|0|78.0|0|0.0|100
0|2021-12-21|3203.0|0|3203.0|0|78.0|0|0.0|100
0|2021-12-22|3207.0|0|3207.0|0|78.0|0|0.0|100
0|2021-12-23|3207.0|0|3207.0|0|78.0|0|0.0|100
0|2021-12-24|3207.0|0|3207.0|0|78.0|0|0.0|100
0|2021-12-25|3207.0|0|3207.0|0|78.0|0|0.0|100
0|2021-12-26|3207.0|0|3207.0|0|78.0|0|0.0|100
0|2021-12-27|3246.0|0|3246.0|0|78.0|0|0.0|100
0|2021-12-28|3276.0|0|3276.0|0|78.0|0|0.0|100
0|2021-12-29|3305.0|0|3305.0|0|78.0|0|0.0|100
0|2021-12-30|3345.0|0|3345.0|0|78.0|0|0.0|100
0|2021-12-31|3345.0|0|3345.0|0|78.0|0|0.0|100
0|2022-01-01|3345.0|0|3345.0|0|78.0|0|0.0|100
0|2022-01-02|3345.0|0|3345.0|0|78.0|0|0.0|100
0|2022-01-03|3483.0|0|3483.0|0|78.0|0|0.0|100
0|2022-01-04|3539.0|0|3539.0|0|78.0|0|0.0|100
0|2022-01-05|3597.0|0|3597.0|0|78.0|0|0.0|100
0|2022-01-06|3657.0|0|3657.0|0|78.0|0|0.0|100
0|2022-01-07|3712.0|0|3712.0|0|78.0|0|0.0|100
0|2022-01-08|3712.0|0|3712.0|0|78.0|0|0.0|100
0|2022-01-09|3712.0|0|3712.0|0|78.0|0|0.0|100
0|2022-01-10|3712.0|0|3784.0|0|78.0|0|0.0|100
0|2022-01-11|3895.0|0|3895.0|0|78.0|0|0.0|100
0|2022-01-12|3895.0|0|3930.0|0|78.0|0|0.0|100
0|2022-01-13|3895.0|0|4059.0|0|78.0|0|0.0|100
0|2022-01-14|4126.0|0|4126.0|0|78.0|0|0.0|100
0|2022-01-15|4126.0|0|4126.0|0|78.0|0|0.0|100
0|2022-01-16|4126.0|0|4126.0|0|78.0|0|0.0|100
0|2022-01-17|4126.0|0|0.0|100|78.0|0|0.0|100
