|dates|NewportNews_Virginia_UnitedStates.JHU_ConfirmedCases.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedCases.missing|NewportNews_Virginia_UnitedStates.NYT_ConfirmedCases.data|NewportNews_Virginia_UnitedStates.NYT_ConfirmedCases.missing|NewportNews_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|NewportNews_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|21501.0|0|21501.0|0|306.0|0|0.0|100
0|2021-12-10|21531.0|0|21531.0|0|306.0|0|0.0|100
0|2021-12-11|21531.0|0|21531.0|0|306.0|0|0.0|100
0|2021-12-12|21531.0|0|21531.0|0|306.0|0|0.0|100
0|2021-12-13|21629.0|0|21629.0|0|307.0|0|0.0|100
0|2021-12-14|21629.0|0|21672.0|0|307.0|0|0.0|100
0|2021-12-15|21708.0|0|21708.0|0|308.0|0|0.0|100
0|2021-12-16|21757.0|0|21757.0|0|308.0|0|0.0|100
0|2021-12-17|21791.0|0|21791.0|0|309.0|0|0.0|100
0|2021-12-18|21791.0|0|21791.0|0|309.0|0|0.0|100
0|2021-12-19|21791.0|0|21791.0|0|309.0|0|0.0|100
0|2021-12-20|21929.0|0|21929.0|0|309.0|0|0.0|100
0|2021-12-21|21978.0|0|21978.0|0|309.0|0|0.0|100
0|2021-12-22|21974.0|0|21974.0|0|312.0|0|0.0|100
0|2021-12-23|22121.0|0|22121.0|0|313.0|0|0.0|100
0|2021-12-24|22240.0|0|22240.0|0|313.0|0|0.0|100
0|2021-12-25|22240.0|0|22240.0|0|313.0|0|0.0|100
0|2021-12-26|22240.0|0|22240.0|0|313.0|0|0.0|100
0|2021-12-27|22506.0|0|22506.0|0|314.0|0|0.0|100
0|2021-12-28|22635.0|0|22635.0|0|319.0|0|0.0|100
0|2021-12-29|22897.0|0|22897.0|0|320.0|0|0.0|100
0|2021-12-30|23273.0|0|23273.0|0|320.0|0|0.0|100
0|2021-12-31|23673.0|0|23673.0|0|320.0|0|0.0|100
0|2022-01-01|23673.0|0|23673.0|0|320.0|0|0.0|100
0|2022-01-02|23673.0|0|23673.0|0|320.0|0|0.0|100
0|2022-01-03|24694.0|0|24694.0|0|320.0|0|0.0|100
0|2022-01-04|25114.0|0|25114.0|0|320.0|0|0.0|100
0|2022-01-05|25405.0|0|25405.0|0|320.0|0|0.0|100
0|2022-01-06|25606.0|0|25606.0|0|320.0|0|0.0|100
0|2022-01-07|26065.0|0|26065.0|0|320.0|0|0.0|100
0|2022-01-08|26065.0|0|26065.0|0|320.0|0|0.0|100
0|2022-01-09|26065.0|0|26065.0|0|320.0|0|0.0|100
0|2022-01-10|28256.0|0|28256.0|0|320.0|0|0.0|100
0|2022-01-11|28645.0|0|28645.0|0|320.0|0|0.0|100
0|2022-01-12|29045.0|0|29045.0|0|320.0|0|0.0|100
0|2022-01-13|29045.0|0|29593.0|0|320.0|0|0.0|100
0|2022-01-14|30020.0|0|30020.0|0|320.0|0|0.0|100
0|2022-01-15|30020.0|0|30020.0|0|320.0|0|0.0|100
0|2022-01-16|30020.0|0|30020.0|0|320.0|0|0.0|100
0|2022-01-17|31332.0|0|0.0|100|320.0|0|0.0|100
