|dates|Union_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Union_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Union_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Union_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Union_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|36823.0|0|36823.0|0|349.0|0|0.0|100
0|2021-11-10|36823.0|0|36875.0|0|349.0|0|0.0|100
0|2021-11-11|36875.0|0|36875.0|0|351.0|0|0.0|100
0|2021-11-12|37010.0|0|37010.0|0|353.0|0|0.0|100
0|2021-11-13|37010.0|0|37010.0|0|353.0|0|0.0|100
0|2021-11-14|37010.0|0|37010.0|0|353.0|0|0.0|100
0|2021-11-15|37178.0|0|37178.0|0|355.0|0|0.0|100
0|2021-11-16|37228.0|0|37228.0|0|355.0|0|0.0|100
0|2021-11-17|37332.0|0|37332.0|0|357.0|0|0.0|100
0|2021-11-18|37414.0|0|37414.0|0|357.0|0|0.0|100
0|2021-11-19|37486.0|0|37486.0|0|357.0|0|0.0|100
0|2021-11-20|37486.0|0|37486.0|0|357.0|0|0.0|100
0|2021-11-21|37486.0|0|37486.0|0|357.0|0|0.0|100
0|2021-11-22|37664.0|0|37664.0|0|361.0|0|0.0|100
0|2021-11-23|37689.0|0|37689.0|0|361.0|0|0.0|100
0|2021-11-24|37764.0|0|37764.0|0|362.0|0|0.0|100
0|2021-11-25|37764.0|0|37764.0|0|362.0|0|0.0|100
0|2021-11-26|37764.0|0|37764.0|0|362.0|0|0.0|100
0|2021-11-27|37764.0|0|37764.0|0|362.0|0|0.0|100
0|2021-11-28|37764.0|0|37764.0|0|362.0|0|0.0|100
0|2021-11-29|38050.0|0|38050.0|0|363.0|0|0.0|100
0|2021-11-30|38106.0|0|38106.0|0|363.0|0|0.0|100
0|2021-12-01|38177.0|0|38177.0|0|364.0|0|0.0|100
0|2021-12-02|38290.0|0|38290.0|0|367.0|0|0.0|100
0|2021-12-03|38290.0|0|38422.0|0|367.0|0|0.0|100
0|2021-12-04|38422.0|0|38422.0|0|368.0|0|0.0|100
0|2021-12-05|38422.0|0|38422.0|0|368.0|0|0.0|100
0|2021-12-06|38646.0|0|38646.0|0|372.0|0|0.0|100
0|2021-12-07|38720.0|0|38720.0|0|372.0|0|0.0|100
0|2021-12-08|38810.0|0|38810.0|0|374.0|0|0.0|100
0|2021-12-09|38911.0|0|38911.0|0|374.0|0|0.0|100
0|2021-12-10|39021.0|0|39021.0|0|374.0|0|0.0|100
0|2021-12-11|39021.0|0|39021.0|0|374.0|0|0.0|100
0|2021-12-12|39021.0|0|39021.0|0|374.0|0|0.0|100
0|2021-12-13|39230.0|0|39230.0|0|375.0|0|0.0|100
0|2021-12-14|39230.0|0|39296.0|0|375.0|0|0.0|100
0|2021-12-15|39388.0|0|39388.0|0|378.0|0|0.0|100
0|2021-12-16|39478.0|0|39478.0|0|379.0|0|0.0|100
0|2021-12-17|39586.0|0|39586.0|0|380.0|0|0.0|100
0|2021-12-18|39586.0|0|39586.0|0|380.0|0|0.0|100
0|2021-12-19|39586.0|0|39586.0|0|380.0|0|0.0|100
0|2021-12-20|39821.0|0|39821.0|0|383.0|0|0.0|100
0|2021-12-21|39906.0|0|39906.0|0|383.0|0|0.0|100
0|2021-12-22|40023.0|0|40023.0|0|383.0|0|0.0|100
0|2021-12-23|40023.0|0|40023.0|0|383.0|0|0.0|100
0|2021-12-24|40023.0|0|40023.0|0|383.0|0|0.0|100
0|2021-12-25|40023.0|0|40023.0|0|383.0|0|0.0|100
0|2021-12-26|40023.0|0|40023.0|0|383.0|0|0.0|100
0|2021-12-27|40023.0|0|40023.0|0|383.0|0|0.0|100
0|2021-12-28|40779.0|0|40779.0|0|388.0|0|0.0|100
0|2021-12-29|40980.0|0|40980.0|0|388.0|0|0.0|100
0|2021-12-30|41365.0|0|41365.0|0|388.0|0|0.0|100
0|2021-12-31|41365.0|0|41687.0|0|388.0|0|0.0|100
0|2022-01-01|41365.0|0|41687.0|0|388.0|0|0.0|100
0|2022-01-02|41365.0|0|41687.0|0|388.0|0|0.0|100
0|2022-01-03|42568.0|0|42568.0|0|390.0|0|0.0|100
0|2022-01-04|42817.0|0|42817.0|0|390.0|0|0.0|100
0|2022-01-05|43365.0|0|43365.0|0|390.0|0|0.0|100
0|2022-01-06|43897.0|0|43897.0|0|394.0|0|0.0|100
0|2022-01-07|44422.0|0|44422.0|0|396.0|0|0.0|100
0|2022-01-08|44422.0|0|44422.0|0|396.0|0|0.0|100
0|2022-01-09|44422.0|0|44422.0|0|396.0|0|0.0|100
0|2022-01-10|45888.0|0|45888.0|0|401.0|0|0.0|100
0|2022-01-11|46230.0|0|46230.0|0|401.0|0|0.0|100
0|2022-01-12|46880.0|0|46880.0|0|402.0|0|0.0|100
0|2022-01-13|46880.0|0|47552.0|0|402.0|0|0.0|100
0|2022-01-14|48328.0|0|48328.0|0|403.0|0|0.0|100
0|2022-01-15|48328.0|0|48328.0|0|403.0|0|0.0|100
0|2022-01-16|48328.0|0|48328.0|0|403.0|0|0.0|100
0|2022-01-17|48328.0|0|0.0|100|403.0|0|0.0|100
