|dates|Becker_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Becker_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Becker_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Becker_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Becker_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Becker_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Becker_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Becker_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|6316.0|0|6316.0|0|75.0|0|0.0|100
0|2021-12-05|6316.0|0|6316.0|0|75.0|0|0.0|100
0|2021-12-06|6348.0|0|6348.0|0|75.0|0|0.0|100
0|2021-12-07|6390.0|0|6390.0|0|75.0|0|0.0|100
0|2021-12-08|6405.0|0|6405.0|0|75.0|0|0.0|100
0|2021-12-09|6421.0|0|6421.0|0|75.0|0|0.0|100
0|2021-12-10|6428.0|0|6428.0|0|75.0|0|0.0|100
0|2021-12-11|6428.0|0|6428.0|0|75.0|0|0.0|100
0|2021-12-12|6428.0|0|6428.0|0|75.0|0|0.0|100
0|2021-12-13|6442.0|0|6442.0|0|77.0|0|0.0|100
0|2021-12-14|6442.0|0|6477.0|0|77.0|0|0.0|100
0|2021-12-15|6490.0|0|6490.0|0|78.0|0|0.0|100
0|2021-12-16|6504.0|0|6504.0|0|78.0|0|0.0|100
0|2021-12-17|6514.0|0|6514.0|0|78.0|0|0.0|100
0|2021-12-18|6514.0|0|6514.0|0|78.0|0|0.0|100
0|2021-12-19|6514.0|0|6514.0|0|78.0|0|0.0|100
0|2021-12-20|6525.0|0|6525.0|0|78.0|0|0.0|100
0|2021-12-21|6547.0|0|6547.0|0|79.0|0|0.0|100
0|2021-12-22|6555.0|0|6555.0|0|79.0|0|0.0|100
0|2021-12-23|6570.0|0|6570.0|0|79.0|0|0.0|100
0|2021-12-24|6570.0|0|6570.0|0|79.0|0|0.0|100
0|2021-12-25|6570.0|0|6570.0|0|79.0|0|0.0|100
0|2021-12-26|6570.0|0|6570.0|0|79.0|0|0.0|100
0|2021-12-27|6581.0|0|6581.0|0|80.0|0|0.0|100
0|2021-12-28|6611.0|0|6611.0|0|81.0|0|0.0|100
0|2021-12-29|6614.0|0|6614.0|0|81.0|0|0.0|100
0|2021-12-30|6618.0|0|6618.0|0|81.0|0|0.0|100
0|2021-12-31|6618.0|0|6618.0|0|81.0|0|0.0|100
0|2022-01-01|6618.0|0|6618.0|0|81.0|0|0.0|100
0|2022-01-02|6618.0|0|6618.0|0|81.0|0|0.0|100
0|2022-01-03|6635.0|0|6635.0|0|81.0|0|0.0|100
0|2022-01-04|6662.0|0|6662.0|0|81.0|0|0.0|100
0|2022-01-05|6668.0|0|6668.0|0|81.0|0|0.0|100
0|2022-01-06|6690.0|0|6690.0|0|81.0|0|0.0|100
0|2022-01-07|6720.0|0|6720.0|0|81.0|0|0.0|100
0|2022-01-08|6720.0|0|6720.0|0|81.0|0|0.0|100
0|2022-01-09|6720.0|0|6720.0|0|81.0|0|0.0|100
0|2022-01-10|6751.0|0|6751.0|0|81.0|0|0.0|100
0|2022-01-11|6838.0|0|6838.0|0|81.0|0|0.0|100
0|2022-01-12|6884.0|0|6884.0|0|81.0|0|0.0|100
0|2022-01-13|6884.0|0|6915.0|0|81.0|0|0.0|100
0|2022-01-14|6953.0|0|6953.0|0|82.0|0|0.0|100
0|2022-01-15|6953.0|0|6953.0|0|82.0|0|0.0|100
0|2022-01-16|6953.0|0|6953.0|0|82.0|0|0.0|100
0|2022-01-17|6953.0|0|0.0|100|82.0|0|0.0|100
