|dates|Marshall_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Marshall_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Marshall_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Marshall_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Marshall_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|546.0|0|546.0|0|8.0|0|0.0|100
0|2021-12-23|550.0|0|550.0|0|8.0|0|0.0|100
0|2021-12-24|550.0|0|550.0|0|8.0|0|0.0|100
0|2021-12-25|550.0|0|550.0|0|8.0|0|0.0|100
0|2021-12-26|550.0|0|550.0|0|8.0|0|0.0|100
0|2021-12-27|552.0|0|552.0|0|8.0|0|0.0|100
0|2021-12-28|557.0|0|557.0|0|8.0|0|0.0|100
0|2021-12-29|563.0|0|563.0|0|8.0|0|0.0|100
0|2021-12-30|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-12-31|570.0|0|570.0|0|8.0|0|0.0|100
0|2022-01-01|570.0|0|570.0|0|8.0|0|0.0|100
0|2022-01-02|570.0|0|570.0|0|8.0|0|0.0|100
0|2022-01-03|571.0|0|571.0|0|8.0|0|0.0|100
0|2022-01-04|578.0|0|578.0|0|8.0|0|0.0|100
0|2022-01-05|582.0|0|582.0|0|8.0|0|0.0|100
0|2022-01-06|590.0|0|590.0|0|8.0|0|0.0|100
0|2022-01-07|596.0|0|596.0|0|8.0|0|0.0|100
0|2022-01-08|596.0|0|596.0|0|8.0|0|0.0|100
0|2022-01-09|596.0|0|596.0|0|8.0|0|0.0|100
0|2022-01-10|597.0|0|597.0|0|8.0|0|0.0|100
0|2022-01-11|605.0|0|605.0|0|8.0|0|0.0|100
0|2022-01-12|612.0|0|612.0|0|8.0|0|0.0|100
0|2022-01-13|612.0|0|616.0|0|8.0|0|0.0|100
0|2022-01-14|616.0|0|624.0|0|8.0|0|0.0|100
0|2022-01-15|624.0|0|624.0|0|8.0|0|0.0|100
0|2022-01-16|624.0|0|624.0|0|8.0|0|0.0|100
0|2022-01-17|624.0|0|0.0|100|8.0|0|0.0|100
