|dates|Boone_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Boone_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Boone_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Boone_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Boone_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|778.0|0|778.0|0|4.0|0|0.0|100
0|2021-11-17|782.0|0|782.0|0|4.0|0|0.0|100
0|2021-11-18|785.0|0|785.0|0|4.0|0|0.0|100
0|2021-11-19|787.0|0|787.0|0|4.0|0|0.0|100
0|2021-11-20|787.0|0|787.0|0|4.0|0|0.0|100
0|2021-11-21|787.0|0|787.0|0|4.0|0|0.0|100
0|2021-11-22|796.0|0|796.0|0|4.0|0|0.0|100
0|2021-11-23|795.0|0|795.0|0|4.0|0|0.0|100
0|2021-11-24|800.0|0|800.0|0|4.0|0|0.0|100
0|2021-11-25|800.0|0|800.0|0|4.0|0|0.0|100
0|2021-11-26|800.0|0|800.0|0|4.0|0|0.0|100
0|2021-11-27|800.0|0|800.0|0|4.0|0|0.0|100
0|2021-11-28|800.0|0|800.0|0|4.0|0|0.0|100
0|2021-11-29|808.0|0|808.0|0|4.0|0|0.0|100
0|2021-11-30|809.0|0|809.0|0|4.0|0|0.0|100
0|2021-12-01|811.0|0|811.0|0|4.0|0|0.0|100
0|2021-12-02|811.0|0|814.0|0|4.0|0|0.0|100
0|2021-12-03|817.0|0|817.0|0|4.0|0|0.0|100
0|2021-12-04|817.0|0|817.0|0|4.0|0|0.0|100
0|2021-12-05|817.0|0|817.0|0|4.0|0|0.0|100
0|2021-12-06|821.0|0|821.0|0|4.0|0|0.0|100
0|2021-12-07|821.0|0|821.0|0|4.0|0|0.0|100
0|2021-12-08|822.0|0|822.0|0|4.0|0|0.0|100
0|2021-12-09|824.0|0|824.0|0|4.0|0|0.0|100
0|2021-12-10|824.0|0|824.0|0|4.0|0|0.0|100
0|2021-12-11|824.0|0|824.0|0|4.0|0|0.0|100
0|2021-12-12|824.0|0|824.0|0|4.0|0|0.0|100
0|2021-12-13|829.0|0|829.0|0|4.0|0|0.0|100
0|2021-12-14|829.0|0|829.0|0|4.0|0|0.0|100
0|2021-12-15|831.0|0|831.0|0|4.0|0|0.0|100
0|2021-12-16|830.0|0|830.0|0|4.0|0|0.0|100
0|2021-12-17|830.0|0|830.0|0|4.0|0|0.0|100
0|2021-12-18|830.0|0|830.0|0|4.0|0|0.0|100
0|2021-12-19|830.0|0|830.0|0|4.0|0|0.0|100
0|2021-12-20|832.0|0|832.0|0|4.0|0|0.0|100
0|2021-12-21|833.0|0|833.0|0|4.0|0|0.0|100
0|2021-12-22|835.0|0|835.0|0|4.0|0|0.0|100
0|2021-12-23|836.0|0|836.0|0|4.0|0|0.0|100
0|2021-12-24|836.0|0|836.0|0|4.0|0|0.0|100
0|2021-12-25|836.0|0|836.0|0|4.0|0|0.0|100
0|2021-12-26|836.0|0|836.0|0|4.0|0|0.0|100
0|2021-12-27|836.0|0|836.0|0|4.0|0|0.0|100
0|2021-12-28|844.0|0|844.0|0|4.0|0|0.0|100
0|2021-12-29|846.0|0|846.0|0|4.0|0|0.0|100
0|2021-12-30|847.0|0|847.0|0|4.0|0|0.0|100
0|2021-12-31|847.0|0|847.0|0|4.0|0|0.0|100
0|2022-01-01|847.0|0|847.0|0|4.0|0|0.0|100
0|2022-01-02|847.0|0|847.0|0|4.0|0|0.0|100
0|2022-01-03|857.0|0|857.0|0|4.0|0|0.0|100
0|2022-01-04|859.0|0|859.0|0|4.0|0|0.0|100
0|2022-01-05|865.0|0|865.0|0|4.0|0|0.0|100
0|2022-01-06|867.0|0|867.0|0|4.0|0|0.0|100
0|2022-01-07|868.0|0|868.0|0|4.0|0|0.0|100
0|2022-01-08|868.0|0|868.0|0|4.0|0|0.0|100
0|2022-01-09|868.0|0|868.0|0|4.0|0|0.0|100
0|2022-01-10|879.0|0|879.0|0|4.0|0|0.0|100
0|2022-01-11|883.0|0|883.0|0|4.0|0|0.0|100
0|2022-01-12|888.0|0|888.0|0|4.0|0|0.0|100
0|2022-01-13|888.0|0|900.0|0|4.0|0|0.0|100
0|2022-01-14|904.0|0|904.0|0|4.0|0|0.0|100
0|2022-01-15|904.0|0|904.0|0|4.0|0|0.0|100
0|2022-01-16|904.0|0|904.0|0|4.0|0|0.0|100
0|2022-01-17|928.0|0|0.0|100|4.0|0|0.0|100
