|dates|Shelby_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Tennessee_UnitedStates.Male_Total_Population.data|Shelby_Tennessee_UnitedStates.Male_Total_Population.missing|Shelby_Tennessee_UnitedStates.Female_Total_Population.data|Shelby_Tennessee_UnitedStates.Female_Total_Population.missing|Shelby_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-12|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-13|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-14|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-15|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-16|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-17|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-18|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-19|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-20|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-21|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-22|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-23|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-24|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-25|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-26|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-27|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-28|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-29|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-11-30|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-01|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-02|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-03|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-04|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-05|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-06|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-07|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-08|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-09|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-10|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-11|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-12|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-13|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-14|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-15|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-16|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-17|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-18|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-19|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-20|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-21|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-22|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-23|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-24|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-25|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-26|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-27|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-28|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-29|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-30|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2021-12-31|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-01|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-02|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-03|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-04|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-05|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-06|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-07|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-08|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-09|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-10|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-11|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-12|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-13|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-14|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-15|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-16|127099.0|0|444522.0|0|491242.0|0|232721.0|0
0|2022-01-17|127099.0|0|444522.0|0|491242.0|0|232721.0|0
