|dates|Cochran_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cochran_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cochran_Texas_UnitedStates.Male_Total_Population.data|Cochran_Texas_UnitedStates.Male_Total_Population.missing|Cochran_Texas_UnitedStates.Female_Total_Population.data|Cochran_Texas_UnitedStates.Female_Total_Population.missing|Cochran_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Cochran_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-09|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-10|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-11|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-12|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-13|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-14|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-15|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-16|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-17|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-18|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-19|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-20|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-21|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-22|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-23|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-24|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-25|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-26|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-27|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-28|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-29|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-11-30|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-01|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-02|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-03|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-04|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-05|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-06|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-07|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-08|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-09|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-10|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-11|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-12|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-13|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-14|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-15|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-16|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-17|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-18|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-19|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-20|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-21|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-22|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-23|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-24|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-25|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-26|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-27|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-28|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-29|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-30|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2021-12-31|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-01|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-02|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-03|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-04|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-05|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-06|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-07|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-08|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-09|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-10|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-11|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-12|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-13|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-14|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-15|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-16|463.0|0|1423.0|0|1413.0|0|786.0|0
0|2022-01-17|463.0|0|1423.0|0|1413.0|0|786.0|0
