|dates|Hudspeth_Texas_UnitedStates.JHU_ConfirmedCases.data|Hudspeth_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hudspeth_Texas_UnitedStates.NYT_ConfirmedCases.data|Hudspeth_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hudspeth_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hudspeth_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hudspeth_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hudspeth_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|620.0|0|620.0|0|14.0|0|0.0|100
0|2021-12-18|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-19|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-20|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-21|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-22|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-23|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-24|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-25|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-26|621.0|0|621.0|0|14.0|0|0.0|100
0|2021-12-27|628.0|0|628.0|0|14.0|0|0.0|100
0|2021-12-28|630.0|0|630.0|0|14.0|0|0.0|100
0|2021-12-29|631.0|0|631.0|0|14.0|0|0.0|100
0|2021-12-30|631.0|0|631.0|0|14.0|0|0.0|100
0|2021-12-31|631.0|0|631.0|0|14.0|0|0.0|100
0|2022-01-01|631.0|0|631.0|0|14.0|0|0.0|100
0|2022-01-02|631.0|0|631.0|0|14.0|0|0.0|100
0|2022-01-03|642.0|0|642.0|0|14.0|0|0.0|100
0|2022-01-04|645.0|0|645.0|0|14.0|0|0.0|100
0|2022-01-05|645.0|0|645.0|0|14.0|0|0.0|100
0|2022-01-06|648.0|0|648.0|0|14.0|0|0.0|100
0|2022-01-07|652.0|0|652.0|0|14.0|0|0.0|100
0|2022-01-08|655.0|0|655.0|0|14.0|0|0.0|100
0|2022-01-09|662.0|0|662.0|0|14.0|0|0.0|100
0|2022-01-10|671.0|0|671.0|0|14.0|0|0.0|100
0|2022-01-11|671.0|0|671.0|0|14.0|0|0.0|100
0|2022-01-12|679.0|0|679.0|0|14.0|0|0.0|100
0|2022-01-13|679.0|0|681.0|0|14.0|0|0.0|100
0|2022-01-14|681.0|0|835.0|0|14.0|0|0.0|100
0|2022-01-15|839.0|0|839.0|0|14.0|0|0.0|100
0|2022-01-16|839.0|0|842.0|0|16.0|0|0.0|100
0|2022-01-17|843.0|0|0.0|100|16.0|0|0.0|100
