|dates|Hutchinson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hutchinson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hutchinson_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Hutchinson_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Hutchinson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hutchinson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hutchinson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hutchinson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1126.0|0|1126.0|0|28.0|0|0.0|100
0|2021-11-20|1126.0|0|1126.0|0|28.0|0|0.0|100
0|2021-11-21|1126.0|0|1126.0|0|28.0|0|0.0|100
0|2021-11-22|1132.0|0|1132.0|0|28.0|0|0.0|100
0|2021-11-23|1148.0|0|1148.0|0|28.0|0|0.0|100
0|2021-11-24|1162.0|0|1162.0|0|28.0|0|0.0|100
0|2021-11-25|1162.0|0|1162.0|0|28.0|0|0.0|100
0|2021-11-26|1162.0|0|1162.0|0|28.0|0|0.0|100
0|2021-11-27|1162.0|0|1162.0|0|28.0|0|0.0|100
0|2021-11-28|1162.0|0|1162.0|0|28.0|0|0.0|100
0|2021-11-29|1168.0|0|1168.0|0|28.0|0|0.0|100
0|2021-11-30|1186.0|0|1186.0|0|28.0|0|0.0|100
0|2021-12-01|1202.0|0|1202.0|0|28.0|0|0.0|100
0|2021-12-02|1214.0|0|1214.0|0|28.0|0|0.0|100
0|2021-12-03|1220.0|0|1220.0|0|28.0|0|0.0|100
0|2021-12-04|1220.0|0|1220.0|0|28.0|0|0.0|100
0|2021-12-05|1220.0|0|1220.0|0|28.0|0|0.0|100
0|2021-12-06|1226.0|0|1226.0|0|28.0|0|0.0|100
0|2021-12-07|1244.0|0|1244.0|0|28.0|0|0.0|100
0|2021-12-08|1252.0|0|1252.0|0|28.0|0|0.0|100
0|2021-12-09|1255.0|0|1255.0|0|28.0|0|0.0|100
0|2021-12-10|1262.0|0|1262.0|0|28.0|0|0.0|100
0|2021-12-11|1262.0|0|1262.0|0|28.0|0|0.0|100
0|2021-12-12|1262.0|0|1262.0|0|28.0|0|0.0|100
0|2021-12-13|1269.0|0|1269.0|0|28.0|0|0.0|100
0|2021-12-14|1269.0|0|1279.0|0|28.0|0|0.0|100
0|2021-12-15|1287.0|0|1287.0|0|28.0|0|0.0|100
0|2021-12-16|1293.0|0|1293.0|0|28.0|0|0.0|100
0|2021-12-17|1296.0|0|1296.0|0|28.0|0|0.0|100
0|2021-12-18|1296.0|0|1296.0|0|28.0|0|0.0|100
0|2021-12-19|1296.0|0|1296.0|0|28.0|0|0.0|100
0|2021-12-20|1298.0|0|1298.0|0|28.0|0|0.0|100
0|2021-12-21|1304.0|0|1304.0|0|29.0|0|0.0|100
0|2021-12-22|1312.0|0|1312.0|0|29.0|0|0.0|100
0|2021-12-23|1315.0|0|1315.0|0|29.0|0|0.0|100
0|2021-12-24|1315.0|0|1315.0|0|29.0|0|0.0|100
0|2021-12-25|1315.0|0|1315.0|0|29.0|0|0.0|100
0|2021-12-26|1315.0|0|1315.0|0|29.0|0|0.0|100
0|2021-12-27|1318.0|0|1318.0|0|29.0|0|0.0|100
0|2021-12-28|1318.0|0|1328.0|0|29.0|0|0.0|100
0|2021-12-29|1337.0|0|1337.0|0|29.0|0|0.0|100
0|2021-12-30|1343.0|0|1343.0|0|29.0|0|0.0|100
0|2021-12-31|1343.0|0|1343.0|0|29.0|0|0.0|100
0|2022-01-01|1343.0|0|1343.0|0|29.0|0|0.0|100
0|2022-01-02|1343.0|0|1343.0|0|29.0|0|0.0|100
0|2022-01-03|1350.0|0|1350.0|0|29.0|0|0.0|100
0|2022-01-04|1375.0|0|1375.0|0|30.0|0|0.0|100
0|2022-01-05|1388.0|0|1388.0|0|30.0|0|0.0|100
0|2022-01-06|1403.0|0|1403.0|0|30.0|0|0.0|100
0|2022-01-07|1419.0|0|1419.0|0|30.0|0|0.0|100
0|2022-01-08|1419.0|0|1419.0|0|30.0|0|0.0|100
0|2022-01-09|1419.0|0|1419.0|0|30.0|0|0.0|100
0|2022-01-10|1432.0|0|1432.0|0|30.0|0|0.0|100
0|2022-01-11|1460.0|0|1460.0|0|30.0|0|0.0|100
0|2022-01-12|1476.0|0|1476.0|0|30.0|0|0.0|100
0|2022-01-13|1476.0|0|1489.0|0|30.0|0|0.0|100
0|2022-01-14|1489.0|0|1524.0|0|30.0|0|0.0|100
0|2022-01-15|1524.0|0|1524.0|0|30.0|0|0.0|100
0|2022-01-16|1524.0|0|1524.0|0|30.0|0|0.0|100
0|2022-01-17|1524.0|0|0.0|100|30.0|0|0.0|100
