|dates|Albany_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Albany_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Albany_NewYork_UnitedStates.Male_Total_Population.data|Albany_NewYork_UnitedStates.Male_Total_Population.missing|Albany_NewYork_UnitedStates.Female_Total_Population.data|Albany_NewYork_UnitedStates.Female_Total_Population.missing|Albany_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Albany_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-04|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-05|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-06|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-07|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-08|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-09|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-10|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-11|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-12|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-13|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-14|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-15|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-16|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-17|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-18|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-19|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-20|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-21|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-22|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-23|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-24|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-25|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-26|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-27|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-28|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-29|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-30|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2021-12-31|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-01|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-02|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-03|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-04|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-05|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-06|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-07|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-08|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-09|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-10|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-11|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-12|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-13|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-14|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-15|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-16|52073.0|0|148733.0|0|158384.0|0|56359.0|0
0|2022-01-17|52073.0|0|148733.0|0|158384.0|0|56359.0|0
