|dates|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Franklin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|22831.0|0|22831.0|0|476.0|0|0.0|100
0|2021-11-14|22884.0|0|22884.0|0|476.0|0|0.0|100
0|2021-11-15|22916.0|0|22916.0|0|476.0|0|0.0|100
0|2021-11-16|23049.0|0|23049.0|0|477.0|0|0.0|100
0|2021-11-17|23110.0|0|23110.0|0|480.0|0|0.0|100
0|2021-11-18|23168.0|0|23168.0|0|480.0|0|0.0|100
0|2021-11-19|23244.0|0|23244.0|0|481.0|0|0.0|100
0|2021-11-20|23327.0|0|23327.0|0|482.0|0|0.0|100
0|2021-11-21|23362.0|0|23362.0|0|482.0|0|0.0|100
0|2021-11-22|23411.0|0|23411.0|0|482.0|0|0.0|100
0|2021-11-23|23537.0|0|23537.0|0|483.0|0|0.0|100
0|2021-11-24|23626.0|0|23626.0|0|485.0|0|0.0|100
0|2021-11-25|23702.0|0|23702.0|0|490.0|0|0.0|100
0|2021-11-26|23757.0|0|23757.0|0|490.0|0|0.0|100
0|2021-11-27|23806.0|0|23806.0|0|490.0|0|0.0|100
0|2021-11-28|23844.0|0|23844.0|0|491.0|0|0.0|100
0|2021-11-29|23901.0|0|23901.0|0|491.0|0|0.0|100
0|2021-11-30|24077.0|0|24077.0|0|493.0|0|0.0|100
0|2021-12-01|24197.0|0|24197.0|0|496.0|0|0.0|100
0|2021-12-02|24318.0|0|24318.0|0|497.0|0|0.0|100
0|2021-12-03|24318.0|0|24425.0|0|497.0|0|0.0|100
0|2021-12-04|24536.0|0|24536.0|0|501.0|0|0.0|100
0|2021-12-05|24609.0|0|24609.0|0|502.0|0|0.0|100
0|2021-12-06|24666.0|0|24666.0|0|503.0|0|0.0|100
0|2021-12-07|24908.0|0|24908.0|0|503.0|0|0.0|100
0|2021-12-08|25035.0|0|25035.0|0|503.0|0|0.0|100
0|2021-12-09|25139.0|0|25139.0|0|506.0|0|0.0|100
0|2021-12-10|25226.0|0|25226.0|0|509.0|0|0.0|100
0|2021-12-11|25342.0|0|25342.0|0|510.0|0|0.0|100
0|2021-12-12|25441.0|0|25441.0|0|511.0|0|0.0|100
0|2021-12-13|25486.0|0|25486.0|0|511.0|0|0.0|100
0|2021-12-14|25486.0|0|25691.0|0|511.0|0|0.0|100
0|2021-12-15|25769.0|0|25769.0|0|515.0|0|0.0|100
0|2021-12-16|25897.0|0|25897.0|0|516.0|0|0.0|100
0|2021-12-17|26087.0|0|26087.0|0|516.0|0|0.0|100
0|2021-12-18|26239.0|0|26239.0|0|521.0|0|0.0|100
0|2021-12-19|26349.0|0|26349.0|0|521.0|0|0.0|100
0|2021-12-20|26441.0|0|26441.0|0|521.0|0|0.0|100
0|2021-12-21|26854.0|0|26854.0|0|526.0|0|0.0|100
0|2021-12-22|27620.0|0|27620.0|0|528.0|0|0.0|100
0|2021-12-23|28053.0|0|28053.0|0|535.0|0|0.0|100
0|2021-12-24|28513.0|0|28513.0|0|535.0|0|0.0|100
0|2021-12-25|28674.0|0|28674.0|0|535.0|0|0.0|100
0|2021-12-26|28762.0|0|28762.0|0|535.0|0|0.0|100
0|2021-12-27|28865.0|0|28865.0|0|535.0|0|0.0|100
0|2021-12-28|29085.0|0|29085.0|0|539.0|0|0.0|100
0|2021-12-29|29246.0|0|29246.0|0|543.0|0|0.0|100
0|2021-12-30|29444.0|0|29444.0|0|549.0|0|0.0|100
0|2021-12-31|29682.0|0|29682.0|0|550.0|0|0.0|100
0|2022-01-01|29845.0|0|29845.0|0|550.0|0|0.0|100
0|2022-01-02|30133.0|0|30133.0|0|550.0|0|0.0|100
0|2022-01-03|30240.0|0|30240.0|0|550.0|0|0.0|100
0|2022-01-04|30667.0|0|30667.0|0|552.0|0|0.0|100
0|2022-01-05|31041.0|0|31041.0|0|554.0|0|0.0|100
0|2022-01-06|31259.0|0|31259.0|0|567.0|0|0.0|100
0|2022-01-07|31535.0|0|31535.0|0|568.0|0|0.0|100
0|2022-01-08|31987.0|0|31987.0|0|571.0|0|0.0|100
0|2022-01-09|32207.0|0|32207.0|0|571.0|0|0.0|100
0|2022-01-10|32689.0|0|32689.0|0|572.0|0|0.0|100
0|2022-01-11|33151.0|0|33151.0|0|577.0|0|0.0|100
0|2022-01-12|33432.0|0|33432.0|0|582.0|0|0.0|100
0|2022-01-13|33432.0|0|33806.0|0|582.0|0|0.0|100
0|2022-01-14|34095.0|0|34095.0|0|588.0|0|0.0|100
0|2022-01-15|34399.0|0|34399.0|0|589.0|0|0.0|100
0|2022-01-16|34980.0|0|34980.0|0|589.0|0|0.0|100
0|2022-01-17|35232.0|0|0.0|100|589.0|0|0.0|100
