|dates|Jackson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Georgia_UnitedStates.NYT_ConfirmedCases.data|Jackson_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|14794.0|0|14822.0|0|215.0|0|0.0|100
0|2021-11-08|14794.0|0|14821.0|0|215.0|0|0.0|100
0|2021-11-09|14805.0|0|14832.0|0|217.0|0|0.0|100
0|2021-11-10|14805.0|0|14841.0|0|217.0|0|0.0|100
0|2021-11-11|14814.0|0|14841.0|0|217.0|0|0.0|100
0|2021-11-12|14830.0|0|14857.0|0|219.0|0|0.0|100
0|2021-11-13|14830.0|0|14857.0|0|219.0|0|0.0|100
0|2021-11-14|14830.0|0|14857.0|0|219.0|0|0.0|100
0|2021-11-15|14840.0|0|14867.0|0|219.0|0|0.0|100
0|2021-11-16|14851.0|0|14878.0|0|218.0|0|0.0|100
0|2021-11-17|14864.0|0|14891.0|0|220.0|0|0.0|100
0|2021-11-18|14883.0|0|14910.0|0|222.0|0|0.0|100
0|2021-11-19|14889.0|0|14916.0|0|222.0|0|0.0|100
0|2021-11-20|14889.0|0|14916.0|0|222.0|0|0.0|100
0|2021-11-21|14889.0|0|14916.0|0|222.0|0|0.0|100
0|2021-11-22|14916.0|0|14943.0|0|223.0|0|0.0|100
0|2021-11-23|14923.0|0|14950.0|0|223.0|0|0.0|100
0|2021-11-24|14943.0|0|14970.0|0|224.0|0|0.0|100
0|2021-11-25|14943.0|0|14970.0|0|224.0|0|0.0|100
0|2021-11-26|14943.0|0|14970.0|0|224.0|0|0.0|100
0|2021-11-27|14943.0|0|14970.0|0|224.0|0|0.0|100
0|2021-11-28|14943.0|0|14970.0|0|224.0|0|0.0|100
0|2021-11-29|15004.0|0|15031.0|0|224.0|0|0.0|100
0|2021-11-30|15006.0|0|15034.0|0|224.0|0|0.0|100
0|2021-12-01|15021.0|0|15049.0|0|225.0|0|0.0|100
0|2021-12-02|15021.0|0|15069.0|0|225.0|0|0.0|100
0|2021-12-03|15055.0|0|15083.0|0|225.0|0|0.0|100
0|2021-12-04|15055.0|0|15083.0|0|225.0|0|0.0|100
0|2021-12-05|15055.0|0|15083.0|0|225.0|0|0.0|100
0|2021-12-06|15097.0|0|15125.0|0|226.0|0|0.0|100
0|2021-12-07|15101.0|0|15129.0|0|226.0|0|0.0|100
0|2021-12-08|15123.0|0|15151.0|0|226.0|0|0.0|100
0|2021-12-09|15122.0|0|15150.0|0|226.0|0|0.0|100
0|2021-12-10|15153.0|0|15181.0|0|226.0|0|0.0|100
0|2021-12-11|15153.0|0|15181.0|0|226.0|0|0.0|100
0|2021-12-12|15153.0|0|15181.0|0|226.0|0|0.0|100
0|2021-12-13|15199.0|0|15227.0|0|228.0|0|0.0|100
0|2021-12-14|15199.0|0|15236.0|0|228.0|0|0.0|100
0|2021-12-15|15230.0|0|15258.0|0|228.0|0|0.0|100
0|2021-12-16|15250.0|0|15278.0|0|228.0|0|0.0|100
0|2021-12-17|15270.0|0|15298.0|0|229.0|0|0.0|100
0|2021-12-18|15270.0|0|15298.0|0|229.0|0|0.0|100
0|2021-12-19|15270.0|0|15298.0|0|229.0|0|0.0|100
0|2021-12-20|15324.0|0|15352.0|0|229.0|0|0.0|100
0|2021-12-21|15345.0|0|15373.0|0|229.0|0|0.0|100
0|2021-12-22|15380.0|0|15408.0|0|230.0|0|0.0|100
0|2021-12-23|15425.0|0|15453.0|0|232.0|0|0.0|100
0|2021-12-24|15486.0|0|15514.0|0|233.0|0|0.0|100
0|2021-12-25|15486.0|0|15514.0|0|233.0|0|0.0|100
0|2021-12-26|15486.0|0|15514.0|0|233.0|0|0.0|100
0|2021-12-27|15626.0|0|15656.0|0|233.0|0|0.0|100
0|2021-12-28|15687.0|0|15717.0|0|234.0|0|0.0|100
0|2021-12-29|15787.0|0|15817.0|0|235.0|0|0.0|100
0|2021-12-30|15894.0|0|15924.0|0|236.0|0|0.0|100
0|2021-12-31|16037.0|0|16067.0|0|236.0|0|0.0|100
0|2022-01-01|16037.0|0|16067.0|0|236.0|0|0.0|100
0|2022-01-02|16037.0|0|16067.0|0|236.0|0|0.0|100
0|2022-01-03|16037.0|0|16067.0|0|236.0|0|0.0|100
0|2022-01-04|16579.0|0|16609.0|0|238.0|0|0.0|100
0|2022-01-05|16723.0|0|16753.0|0|238.0|0|0.0|100
0|2022-01-06|16723.0|0|16753.0|0|238.0|0|0.0|100
0|2022-01-07|16723.0|0|16753.0|0|238.0|0|0.0|100
0|2022-01-08|16723.0|0|16753.0|0|238.0|0|0.0|100
0|2022-01-09|16723.0|0|16753.0|0|238.0|0|0.0|100
0|2022-01-10|17548.0|0|17580.0|0|243.0|0|0.0|100
0|2022-01-11|17822.0|0|17854.0|0|243.0|0|0.0|100
0|2022-01-12|17949.0|0|17981.0|0|243.0|0|0.0|100
0|2022-01-13|17949.0|0|18185.0|0|243.0|0|0.0|100
0|2022-01-14|18340.0|0|18372.0|0|243.0|0|0.0|100
0|2022-01-15|18340.0|0|18372.0|0|243.0|0|0.0|100
0|2022-01-16|18340.0|0|18372.0|0|243.0|0|0.0|100
0|2022-01-17|18724.0|0|0.0|100|243.0|0|0.0|100
