|dates|Clay_Georgia_UnitedStates.JHU_ConfirmedCases.data|Clay_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Clay_Georgia_UnitedStates.NYT_ConfirmedCases.data|Clay_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Clay_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|312.0|0|314.0|0|4.0|0|0.0|100
0|2021-11-16|312.0|0|314.0|0|4.0|0|0.0|100
0|2021-11-17|312.0|0|314.0|0|4.0|0|0.0|100
0|2021-11-18|312.0|0|314.0|0|4.0|0|0.0|100
0|2021-11-19|312.0|0|314.0|0|4.0|0|0.0|100
0|2021-11-20|312.0|0|314.0|0|4.0|0|0.0|100
0|2021-11-21|312.0|0|314.0|0|4.0|0|0.0|100
0|2021-11-22|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-23|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-24|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-25|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-26|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-27|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-28|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-29|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-11-30|313.0|0|315.0|0|4.0|0|0.0|100
0|2021-12-01|314.0|0|316.0|0|4.0|0|0.0|100
0|2021-12-02|314.0|0|316.0|0|4.0|0|0.0|100
0|2021-12-03|314.0|0|316.0|0|4.0|0|0.0|100
0|2021-12-04|314.0|0|316.0|0|4.0|0|0.0|100
0|2021-12-05|314.0|0|316.0|0|4.0|0|0.0|100
0|2021-12-06|314.0|0|316.0|0|4.0|0|0.0|100
0|2021-12-07|314.0|0|316.0|0|4.0|0|0.0|100
0|2021-12-08|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-09|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-10|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-11|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-12|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-13|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-14|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-15|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-16|315.0|0|317.0|0|4.0|0|0.0|100
0|2021-12-17|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-18|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-19|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-20|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-21|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-22|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-23|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-24|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-25|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-26|316.0|0|318.0|0|4.0|0|0.0|100
0|2021-12-27|317.0|0|319.0|0|4.0|0|0.0|100
0|2021-12-28|319.0|0|321.0|0|4.0|0|0.0|100
0|2021-12-29|320.0|0|322.0|0|4.0|0|0.0|100
0|2021-12-30|320.0|0|322.0|0|4.0|0|0.0|100
0|2021-12-31|323.0|0|325.0|0|4.0|0|0.0|100
0|2022-01-01|323.0|0|325.0|0|4.0|0|0.0|100
0|2022-01-02|323.0|0|325.0|0|4.0|0|0.0|100
0|2022-01-03|323.0|0|325.0|0|4.0|0|0.0|100
0|2022-01-04|346.0|0|348.0|0|4.0|0|0.0|100
0|2022-01-05|366.0|0|368.0|0|4.0|0|0.0|100
0|2022-01-06|366.0|0|368.0|0|4.0|0|0.0|100
0|2022-01-07|366.0|0|368.0|0|4.0|0|0.0|100
0|2022-01-08|366.0|0|368.0|0|4.0|0|0.0|100
0|2022-01-09|366.0|0|368.0|0|4.0|0|0.0|100
0|2022-01-10|391.0|0|393.0|0|4.0|0|0.0|100
0|2022-01-11|403.0|0|405.0|0|4.0|0|0.0|100
0|2022-01-12|415.0|0|417.0|0|4.0|0|0.0|100
0|2022-01-13|415.0|0|428.0|0|4.0|0|0.0|100
0|2022-01-14|434.0|0|436.0|0|4.0|0|0.0|100
0|2022-01-15|434.0|0|436.0|0|4.0|0|0.0|100
0|2022-01-16|434.0|0|436.0|0|4.0|0|0.0|100
0|2022-01-17|444.0|0|0.0|100|4.0|0|0.0|100
