|dates|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedCases.data|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedCases.missing|KenaiPeninsula_Alaska_UnitedStates.NYT_ConfirmedCases.data|KenaiPeninsula_Alaska_UnitedStates.NYT_ConfirmedCases.missing|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|KenaiPeninsula_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|11469.0|0|11385.0|0|63.0|0|0.0|100
0|2021-11-09|11483.0|0|11399.0|0|65.0|0|0.0|100
0|2021-11-10|11483.0|0|11431.0|0|65.0|0|0.0|100
0|2021-11-11|11515.0|0|11431.0|0|65.0|0|0.0|100
0|2021-11-12|11556.0|0|11471.0|0|65.0|0|0.0|100
0|2021-11-13|11556.0|0|11471.0|0|65.0|0|0.0|100
0|2021-11-14|11556.0|0|11471.0|0|65.0|0|0.0|100
0|2021-11-15|11625.0|0|11540.0|0|65.0|0|0.0|100
0|2021-11-16|11664.0|0|11579.0|0|65.0|0|0.0|100
0|2021-11-17|11694.0|0|11608.0|0|65.0|0|0.0|100
0|2021-11-18|11709.0|0|11623.0|0|65.0|0|0.0|100
0|2021-11-19|11745.0|0|11659.0|0|65.0|0|0.0|100
0|2021-11-20|11745.0|0|11659.0|0|65.0|0|0.0|100
0|2021-11-21|11745.0|0|11659.0|0|65.0|0|0.0|100
0|2021-11-22|11784.0|0|11698.0|0|65.0|0|0.0|100
0|2021-11-23|11792.0|0|11706.0|0|65.0|0|0.0|100
0|2021-11-24|11833.0|0|11747.0|0|66.0|0|0.0|100
0|2021-11-25|11833.0|0|11747.0|0|66.0|0|0.0|100
0|2021-11-26|11847.0|0|11761.0|0|68.0|0|0.0|100
0|2021-11-27|11847.0|0|11761.0|0|68.0|0|0.0|100
0|2021-11-28|11847.0|0|11761.0|0|68.0|0|0.0|100
0|2021-11-29|11883.0|0|11797.0|0|68.0|0|0.0|100
0|2021-11-30|11883.0|0|11806.0|0|68.0|0|0.0|100
0|2021-12-01|11918.0|0|11828.0|0|68.0|0|0.0|100
0|2021-12-02|11933.0|0|11843.0|0|68.0|0|0.0|100
0|2021-12-03|11951.0|0|11861.0|0|68.0|0|0.0|100
0|2021-12-04|11951.0|0|11861.0|0|68.0|0|0.0|100
0|2021-12-05|11951.0|0|11861.0|0|68.0|0|0.0|100
0|2021-12-06|12005.0|0|11915.0|0|68.0|0|0.0|100
0|2021-12-07|12005.0|0|11915.0|0|68.0|0|0.0|100
0|2021-12-08|12015.0|0|11925.0|0|69.0|0|0.0|100
0|2021-12-09|12015.0|0|11925.0|0|69.0|0|0.0|100
0|2021-12-10|12050.0|0|11958.0|0|69.0|0|0.0|100
0|2021-12-11|12050.0|0|11958.0|0|69.0|0|0.0|100
0|2021-12-12|12050.0|0|11958.0|0|69.0|0|0.0|100
0|2021-12-13|12081.0|0|11988.0|0|69.0|0|0.0|100
0|2021-12-14|12081.0|0|11988.0|0|69.0|0|0.0|100
0|2021-12-15|12106.0|0|12013.0|0|69.0|0|0.0|100
0|2021-12-16|12106.0|0|12013.0|0|69.0|0|0.0|100
0|2021-12-17|12132.0|0|12039.0|0|80.0|0|0.0|100
0|2021-12-18|12132.0|0|12039.0|0|80.0|0|0.0|100
0|2021-12-19|12132.0|0|12039.0|0|80.0|0|0.0|100
0|2021-12-20|12162.0|0|12069.0|0|80.0|0|0.0|100
0|2021-12-21|12162.0|0|12069.0|0|80.0|0|0.0|100
0|2021-12-22|12190.0|0|12095.0|0|81.0|0|0.0|100
0|2021-12-23|12190.0|0|12095.0|0|81.0|0|0.0|100
0|2021-12-24|12190.0|0|12095.0|0|81.0|0|0.0|100
0|2021-12-25|12190.0|0|12095.0|0|81.0|0|0.0|100
0|2021-12-26|12190.0|0|12095.0|0|81.0|0|0.0|100
0|2021-12-27|12243.0|0|12146.0|0|81.0|0|0.0|100
0|2021-12-28|12243.0|0|12146.0|0|81.0|0|0.0|100
0|2021-12-29|12273.0|0|12176.0|0|81.0|0|0.0|100
0|2021-12-30|12273.0|0|12176.0|0|81.0|0|0.0|100
0|2021-12-31|12273.0|0|12176.0|0|81.0|0|0.0|100
0|2022-01-01|12273.0|0|12176.0|0|81.0|0|0.0|100
0|2022-01-02|12273.0|0|12176.0|0|81.0|0|0.0|100
0|2022-01-03|12359.0|0|12261.0|0|81.0|0|0.0|100
0|2022-01-04|12359.0|0|12261.0|0|81.0|0|0.0|100
0|2022-01-05|12417.0|0|12261.0|0|81.0|0|0.0|100
0|2022-01-06|12417.0|0|12318.0|0|81.0|0|0.0|100
0|2022-01-07|12512.0|0|12411.0|0|81.0|0|0.0|100
0|2022-01-08|12512.0|0|12411.0|0|81.0|0|0.0|100
0|2022-01-09|12512.0|0|12411.0|0|81.0|0|0.0|100
0|2022-01-10|12631.0|0|12529.0|0|81.0|0|0.0|100
0|2022-01-11|12631.0|0|12529.0|0|81.0|0|0.0|100
0|2022-01-12|12782.0|0|12678.0|0|81.0|0|0.0|100
0|2022-01-13|12782.0|0|12678.0|0|81.0|0|0.0|100
0|2022-01-14|12965.0|0|12861.0|0|81.0|0|0.0|100
0|2022-01-15|12965.0|0|12861.0|0|81.0|0|0.0|100
0|2022-01-16|12965.0|0|12861.0|0|81.0|0|0.0|100
0|2022-01-17|12965.0|0|0.0|100|81.0|0|0.0|100
