|dates|Delta_Colorado_UnitedStates.JHU_ConfirmedCases.data|Delta_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Delta_Colorado_UnitedStates.NYT_ConfirmedCases.data|Delta_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Delta_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Delta_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Delta_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Delta_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|4798.0|0|4798.0|0|123.0|0|0.0|100
0|2022-01-02|4798.0|0|4798.0|0|123.0|0|0.0|100
0|2022-01-03|4807.0|0|4807.0|0|123.0|0|0.0|100
0|2022-01-04|4813.0|0|4813.0|0|123.0|0|0.0|100
0|2022-01-05|4816.0|0|4816.0|0|123.0|0|0.0|100
0|2022-01-06|4822.0|0|4822.0|0|123.0|0|0.0|100
0|2022-01-07|4837.0|0|4837.0|0|123.0|0|0.0|100
0|2022-01-08|4837.0|0|4837.0|0|123.0|0|0.0|100
0|2022-01-09|4837.0|0|4837.0|0|123.0|0|0.0|100
0|2022-01-10|4885.0|0|4885.0|0|123.0|0|0.0|100
0|2022-01-11|4902.0|0|4902.0|0|124.0|0|0.0|100
0|2022-01-12|4909.0|0|4909.0|0|124.0|0|0.0|100
0|2022-01-13|4909.0|0|4938.0|0|124.0|0|0.0|100
0|2022-01-14|4973.0|0|4956.0|0|124.0|0|0.0|100
0|2022-01-15|4973.0|0|4973.0|0|124.0|0|0.0|100
0|2022-01-16|4973.0|0|4973.0|0|124.0|0|0.0|100
0|2022-01-17|5073.0|0|0.0|100|124.0|0|0.0|100
