|dates|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Philadelphia_Pennsylvania_UnitedStates.Male_Total_Population.data|Philadelphia_Pennsylvania_UnitedStates.Male_Total_Population.missing|Philadelphia_Pennsylvania_UnitedStates.Female_Total_Population.data|Philadelphia_Pennsylvania_UnitedStates.Female_Total_Population.missing|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-24|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2021-12-25|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2021-12-26|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2021-12-27|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2021-12-28|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2021-12-29|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2021-12-30|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2021-12-31|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-01|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-02|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-03|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-04|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-05|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-06|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-07|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-08|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-09|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-10|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-11|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-12|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-13|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-14|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-15|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-16|216276.0|0|749572.0|0|834566.0|0|343970.0|0
0|2022-01-17|216276.0|0|749572.0|0|834566.0|0|343970.0|0
