|dates|Crawford_Georgia_UnitedStates.JHU_ConfirmedCases.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Georgia_UnitedStates.NYT_ConfirmedCases.data|Crawford_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Crawford_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|1218.0|0|1223.0|0|47.0|0|0.0|100
0|2022-01-01|1218.0|0|1223.0|0|47.0|0|0.0|100
0|2022-01-02|1218.0|0|1223.0|0|47.0|0|0.0|100
0|2022-01-03|1218.0|0|1223.0|0|47.0|0|0.0|100
0|2022-01-04|1252.0|0|1257.0|0|47.0|0|0.0|100
0|2022-01-05|1275.0|0|1280.0|0|47.0|0|0.0|100
0|2022-01-06|1275.0|0|1280.0|0|47.0|0|0.0|100
0|2022-01-07|1275.0|0|1280.0|0|47.0|0|0.0|100
0|2022-01-08|1275.0|0|1280.0|0|47.0|0|0.0|100
0|2022-01-09|1275.0|0|1280.0|0|47.0|0|0.0|100
0|2022-01-10|1355.0|0|1361.0|0|47.0|0|0.0|100
0|2022-01-11|1369.0|0|1375.0|0|47.0|0|0.0|100
0|2022-01-12|1385.0|0|1391.0|0|48.0|0|0.0|100
0|2022-01-13|1385.0|0|1397.0|0|48.0|0|0.0|100
0|2022-01-14|1402.0|0|1408.0|0|48.0|0|0.0|100
0|2022-01-15|1402.0|0|1408.0|0|48.0|0|0.0|100
0|2022-01-16|1402.0|0|1408.0|0|48.0|0|0.0|100
0|2022-01-17|1428.0|0|0.0|100|48.0|0|0.0|100
