|dates|Washington_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Washington_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Washington_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Washington_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Washington_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|21851.0|0|21851.0|0|330.0|0|0.0|100
0|2021-11-08|21851.0|0|21851.0|0|330.0|0|0.0|100
0|2021-11-09|21944.0|0|21944.0|0|330.0|0|0.0|100
0|2021-11-10|21944.0|0|21976.0|0|330.0|0|0.0|100
0|2021-11-11|21976.0|0|21976.0|0|331.0|0|0.0|100
0|2021-11-12|22083.0|0|22083.0|0|331.0|0|0.0|100
0|2021-11-13|22083.0|0|22083.0|0|331.0|0|0.0|100
0|2021-11-14|22083.0|0|22083.0|0|331.0|0|0.0|100
0|2021-11-15|22169.0|0|22169.0|0|331.0|0|0.0|100
0|2021-11-16|22222.0|0|22222.0|0|331.0|0|0.0|100
0|2021-11-17|22294.0|0|22294.0|0|335.0|0|0.0|100
0|2021-11-18|22376.0|0|22376.0|0|335.0|0|0.0|100
0|2021-11-19|22460.0|0|22460.0|0|335.0|0|0.0|100
0|2021-11-20|22460.0|0|22460.0|0|335.0|0|0.0|100
0|2021-11-21|22460.0|0|22460.0|0|335.0|0|0.0|100
0|2021-11-22|22590.0|0|22590.0|0|337.0|0|0.0|100
0|2021-11-23|22666.0|0|22666.0|0|338.0|0|0.0|100
0|2021-11-24|22717.0|0|22717.0|0|339.0|0|0.0|100
0|2021-11-25|22717.0|0|22717.0|0|339.0|0|0.0|100
0|2021-11-26|22717.0|0|22717.0|0|339.0|0|0.0|100
0|2021-11-27|22717.0|0|22717.0|0|339.0|0|0.0|100
0|2021-11-28|22717.0|0|22717.0|0|339.0|0|0.0|100
0|2021-11-29|22938.0|0|22938.0|0|339.0|0|0.0|100
0|2021-11-30|23043.0|0|23043.0|0|340.0|0|0.0|100
0|2021-12-01|23140.0|0|23140.0|0|344.0|0|0.0|100
0|2021-12-02|23228.0|0|23228.0|0|344.0|0|0.0|100
0|2021-12-03|23309.0|0|23309.0|0|344.0|0|0.0|100
0|2021-12-04|23309.0|0|23309.0|0|344.0|0|0.0|100
0|2021-12-05|23309.0|0|23309.0|0|344.0|0|0.0|100
0|2021-12-06|23472.0|0|23472.0|0|344.0|0|0.0|100
0|2021-12-07|23579.0|0|23579.0|0|346.0|0|0.0|100
0|2021-12-08|23669.0|0|23669.0|0|346.0|0|0.0|100
0|2021-12-09|23669.0|0|23669.0|0|346.0|0|0.0|100
0|2021-12-10|23858.0|0|23858.0|0|347.0|0|0.0|100
0|2021-12-11|23858.0|0|23858.0|0|347.0|0|0.0|100
0|2021-12-12|23858.0|0|23858.0|0|347.0|0|0.0|100
0|2021-12-13|24039.0|0|24039.0|0|347.0|0|0.0|100
0|2021-12-14|24039.0|0|24159.0|0|347.0|0|0.0|100
0|2021-12-15|24220.0|0|24220.0|0|349.0|0|0.0|100
0|2021-12-16|24269.0|0|24269.0|0|349.0|0|0.0|100
0|2021-12-17|24324.0|0|24324.0|0|349.0|0|0.0|100
0|2021-12-18|24324.0|0|24324.0|0|349.0|0|0.0|100
0|2021-12-19|24324.0|0|24324.0|0|349.0|0|0.0|100
0|2021-12-20|24438.0|0|24438.0|0|349.0|0|0.0|100
0|2021-12-21|24574.0|0|24574.0|0|352.0|0|0.0|100
0|2021-12-22|24653.0|0|24653.0|0|354.0|0|0.0|100
0|2021-12-23|24756.0|0|24756.0|0|384.0|0|0.0|100
0|2021-12-24|24756.0|0|24756.0|0|384.0|0|0.0|100
0|2021-12-25|24756.0|0|24756.0|0|384.0|0|0.0|100
0|2021-12-26|24756.0|0|24756.0|0|384.0|0|0.0|100
0|2021-12-27|24908.0|0|24908.0|0|388.0|0|0.0|100
0|2021-12-28|24908.0|0|25015.0|0|393.0|0|0.0|100
0|2021-12-29|25102.0|0|25102.0|0|393.0|0|0.0|100
0|2021-12-30|25290.0|0|25290.0|0|399.0|0|0.0|100
0|2021-12-31|25290.0|0|25290.0|0|399.0|0|0.0|100
0|2022-01-01|25290.0|0|25290.0|0|399.0|0|0.0|100
0|2022-01-02|25290.0|0|25290.0|0|399.0|0|0.0|100
0|2022-01-03|25669.0|0|25669.0|0|400.0|0|0.0|100
0|2022-01-04|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-05|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-06|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-07|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-08|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-09|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-10|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-11|25825.0|0|25825.0|0|400.0|0|0.0|100
0|2022-01-12|26921.0|0|26921.0|0|404.0|0|0.0|100
0|2022-01-13|26921.0|0|26921.0|0|404.0|0|0.0|100
0|2022-01-14|26921.0|0|26921.0|0|404.0|0|0.0|100
0|2022-01-15|26921.0|0|26921.0|0|404.0|0|0.0|100
0|2022-01-16|26921.0|0|26921.0|0|404.0|0|0.0|100
0|2022-01-17|26921.0|0|0.0|100|404.0|0|0.0|100
