|dates|Moore_Tennessee_UnitedStates.AveragePrecipitationTotal.data|Moore_Tennessee_UnitedStates.AveragePrecipitationTotal.missing|Moore_Tennessee_UnitedStates.AveragePrecipitation.data|Moore_Tennessee_UnitedStates.AveragePrecipitation.missing|Moore_Tennessee_UnitedStates.AverageWindDirection.data|Moore_Tennessee_UnitedStates.AverageWindDirection.missing|Moore_Tennessee_UnitedStates.AverageWindSpeed.data|Moore_Tennessee_UnitedStates.AverageWindSpeed.missing
0|2021-11-15|0.0|0|0.0|0|85.3125|0|2.1770833333333335|0
0|2021-11-16|0.0|0|0.0|0|173.125|0|6.177083333333333|0
0|2021-11-17|0.0|0|0.0|0|170.10416666666666|0|7.40625|0
0|2021-11-18|0.0|0|0.0|0|200.10416666666666|0|7.020833333333333|0
0|2021-11-19|0.0|0|0.0|0|35.416666666666664|0|3.6354166666666665|0
0|2021-11-20|0.0|0|0.0|0|152.03125|0|8.291666666666666|0
0|2021-11-21|0.0|0|0.0|0|177.91666666666666|0|6.96875|0
0|2021-11-22|0.0|0|0.0|0|330.5208333333333|0|10.354166666666666|0
0|2021-11-23|0.0|0|0.0|0|10.520833333333334|0|1.375|0
0|2021-11-24|0.0|0|0.0|0|120.20833333333333|0|5.885416666666667|0
0|2021-11-25|0.0|0|0.0|0|219.6875|0|7.84375|0
0|2021-11-26|0.0|0|0.0|0|236.5625|0|7.489583333333333|0
0|2021-11-27|0.0|0|0.0|0|133.75|0|4.4375|0
0|2021-11-28|0.0|0|0.0|0|194.89583333333334|0|5.03125|0
0|2021-11-29|0.0|0|0.0|0|178.38541666666666|0|2.9479166666666665|0
0|2021-11-30|0.0|0|0.0|0|98.64583333333333|0|3.1770833333333335|0
0|2021-12-01|0.0|0|0.0|0|118.54166666666667|0|4.53125|0
0|2021-12-02|0.0|0|0.0|0|106.875|0|3.3854166666666665|0
0|2021-12-03|0.0|0|0.0|0|111.25|0|3.6145833333333335|0
0|2021-12-04|0.0|0|0.0|0|72.08333333333333|0|1.6145833333333333|0
0|2021-12-05|0.0|0|0.0|0|149.79166666666666|0|7.583333333333333|0
0|2021-12-06|0.0|0|0.013125000000000003|0|251.42708333333334|0|10.885416666666666|0
0|2021-12-07|0.0|0|0.0|0|45.833333333333336|0|5.34375|0
0|2021-12-08|0.0|0|0.0|0|127.8125|0|2.84375|0
0|2021-12-09|0.0|0|0.0|0|116.97916666666667|0|7.229166666666667|0
0|2021-12-10|0.0|0|0.0004166666666666667|0|157.70833333333334|0|9.5|0
0|2021-12-11|0.0|0|0.025833333333333333|0|244.375|0|12.84375|0
0|2021-12-12|0.0|0|0.0|0|35.416666666666664|0|2.8229166666666665|0
0|2021-12-13|0.0|0|0.0|0|72.39583333333333|0|2.5833333333333335|0
0|2021-12-14|0.0|0|0.0|0|64.6875|0|1.9791666666666667|0
0|2021-12-15|0.0|0|0.0|0|162.8125|0|10.390625|0
0|2021-12-16|0.0|0|0.008958333333333334|0|178.95833333333334|0|10.578125|0
0|2021-12-17|0.0|0|0.0015624999999999997|0|154.6875|0|5.729166666666667|0
0|2021-12-18|0.0|0|0.006979166666666667|0|247.03125|0|9.052083333333334|0
0|2021-12-19|0.0|0|0.0003125|0|124.73958333333333|0|8.598958333333334|0
0|2021-12-20|0.0|0|0.0|0|48.4375|0|2.5416666666666665|0
0|2021-12-21|0.0|0|0.0|0|77.55208333333333|0|1.390625|0
0|2021-12-22|0.0|0|0.0|0|181.45833333333334|0|4.666666666666667|0
0|2021-12-23|0.0|0|0.0|0|108.75|0|4.666666666666667|0
0|2021-12-24|0.0|0|0.0|0|191.77083333333334|0|11.291666666666666|0
0|2021-12-25|0.0|0|0.0|0|213.125|0|10.59375|0
0|2021-12-26|0.0|0|0.0|0|108.75|0|3.4583333333333335|0
0|2021-12-27|0.0|0|0.0|0|209.0625|0|8.885416666666666|0
0|2021-12-28|0.0|0|0.004166666666666667|0|185.3125|0|7.625|0
0|2021-12-29|0.0|0|0.013645833333333338|0|142.76041666666666|0|5.34375|0
0|2021-12-30|0.0|0|0.01208333333333334|0|114.27083333333333|0|2.3072916666666665|0
0|2021-12-31|0.0|0|0.0|0|152.91666666666666|0|6.458333333333333|0
0|2022-01-01|0.0|0|0.02625|0|196.51041666666666|0|11.90625|0
0|2022-01-02|0.0|0|0.00604166666666667|0|267.1875|0|9.5|0
0|2022-01-03|0.0|0|0.014791666666666675|0|270.2083333333333|0|12.53125|0
0|2022-01-04|0.0|0|0.0|0|114.94791666666667|0|7.203125|0
0|2022-01-05|0.0|0|0.0|0|166.66666666666666|0|6.760416666666667|0
0|2022-01-06|0.0|0|0.0|0|217.8125|0|8.666666666666666|0
0|2022-01-07|0.0|0|0.0|0|143.4375|0|6.0625|0
0|2022-01-08|0.0|0|0.0|0|127.70833333333333|0|9.427083333333334|0
0|2022-01-09|0.0|0|0.0|0|211.04166666666666|0|13.229166666666666|0
0|2022-01-10|0.0|0|0.0|0|281.9791666666667|0|7.1875|0
0|2022-01-11|0.0|0|0.0|0|104.375|0|3.5208333333333335|0
0|2022-01-12|0.0|0|0.0|0|99.84375|0|3.7135416666666665|0
0|2022-01-13|0.0|0|0.0|0|206.66666666666666|0|5.697916666666667|0
0|2022-01-14|0.0|0|0.0|0|78.125|0|2.9791666666666665|0
0|2022-01-15|0.0|0|0.0|0|63.020833333333336|0|4.661458333333333|0
0|2022-01-16|0.0|0|0.0|0|188.85416666666666|0|11.53125|0
0|2022-01-17|0.0|0|0.0|0|241.14583333333334|0|8.333333333333334|0
