|dates|LewisandClark_Montana_UnitedStates.JHU_ConfirmedCases.data|LewisandClark_Montana_UnitedStates.JHU_ConfirmedCases.missing|LewisandClark_Montana_UnitedStates.NYT_ConfirmedCases.data|LewisandClark_Montana_UnitedStates.NYT_ConfirmedCases.missing|LewisandClark_Montana_UnitedStates.JHU_ConfirmedDeaths.data|LewisandClark_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|LewisandClark_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|LewisandClark_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|11990.0|0|11990.0|0|121.0|0|0.0|100
0|2021-11-22|12028.0|0|12028.0|0|121.0|0|0.0|100
0|2021-11-23|12067.0|0|12067.0|0|121.0|0|0.0|100
0|2021-11-24|12104.0|0|12104.0|0|121.0|0|0.0|100
0|2021-11-25|12104.0|0|12104.0|0|121.0|0|0.0|100
0|2021-11-26|12130.0|0|12130.0|0|123.0|0|0.0|100
0|2021-11-27|12130.0|0|12130.0|0|123.0|0|0.0|100
0|2021-11-28|12130.0|0|12130.0|0|123.0|0|0.0|100
0|2021-11-29|12174.0|0|12174.0|0|123.0|0|0.0|100
0|2021-11-30|12212.0|0|12212.0|0|140.0|0|0.0|100
0|2021-12-01|12259.0|0|12259.0|0|141.0|0|0.0|100
0|2021-12-02|12287.0|0|12287.0|0|148.0|0|0.0|100
0|2021-12-03|12325.0|0|12325.0|0|148.0|0|0.0|100
0|2021-12-04|12325.0|0|12325.0|0|148.0|0|0.0|100
0|2021-12-05|12325.0|0|12325.0|0|148.0|0|0.0|100
0|2021-12-06|12356.0|0|12356.0|0|152.0|0|0.0|100
0|2021-12-07|12374.0|0|12374.0|0|153.0|0|0.0|100
0|2021-12-08|12386.0|0|12386.0|0|153.0|0|0.0|100
0|2021-12-09|12415.0|0|12415.0|0|153.0|0|0.0|100
0|2021-12-10|12434.0|0|12434.0|0|154.0|0|0.0|100
0|2021-12-11|12434.0|0|12434.0|0|154.0|0|0.0|100
0|2021-12-12|12434.0|0|12434.0|0|154.0|0|0.0|100
0|2021-12-13|12455.0|0|12455.0|0|154.0|0|0.0|100
0|2021-12-14|12455.0|0|12463.0|0|154.0|0|0.0|100
0|2021-12-15|12477.0|0|12477.0|0|154.0|0|0.0|100
0|2021-12-16|12481.0|0|12481.0|0|154.0|0|0.0|100
0|2021-12-17|12494.0|0|12494.0|0|154.0|0|0.0|100
0|2021-12-18|12494.0|0|12494.0|0|154.0|0|0.0|100
0|2021-12-19|12494.0|0|12494.0|0|154.0|0|0.0|100
0|2021-12-20|12505.0|0|12505.0|0|154.0|0|0.0|100
0|2021-12-21|12523.0|0|12523.0|0|154.0|0|0.0|100
0|2021-12-22|12542.0|0|12542.0|0|154.0|0|0.0|100
0|2021-12-23|12567.0|0|12567.0|0|154.0|0|0.0|100
0|2021-12-24|12567.0|0|12567.0|0|154.0|0|0.0|100
0|2021-12-25|12567.0|0|12567.0|0|154.0|0|0.0|100
0|2021-12-26|12567.0|0|12567.0|0|154.0|0|0.0|100
0|2021-12-27|12605.0|0|12605.0|0|154.0|0|0.0|100
0|2021-12-28|12615.0|0|12615.0|0|154.0|0|0.0|100
0|2021-12-29|12650.0|0|12650.0|0|154.0|0|0.0|100
0|2021-12-30|12700.0|0|12700.0|0|154.0|0|0.0|100
0|2021-12-31|12700.0|0|12700.0|0|154.0|0|0.0|100
0|2022-01-01|12700.0|0|12700.0|0|154.0|0|0.0|100
0|2022-01-02|12700.0|0|12700.0|0|154.0|0|0.0|100
0|2022-01-03|12763.0|0|12763.0|0|154.0|0|0.0|100
0|2022-01-04|12820.0|0|12820.0|0|155.0|0|0.0|100
0|2022-01-05|12921.0|0|12921.0|0|155.0|0|0.0|100
0|2022-01-06|13018.0|0|13018.0|0|155.0|0|0.0|100
0|2022-01-07|13084.0|0|13084.0|0|155.0|0|0.0|100
0|2022-01-08|13084.0|0|13084.0|0|155.0|0|0.0|100
0|2022-01-09|13084.0|0|13084.0|0|155.0|0|0.0|100
0|2022-01-10|13218.0|0|13218.0|0|155.0|0|0.0|100
0|2022-01-11|13296.0|0|13296.0|0|155.0|0|0.0|100
0|2022-01-12|13393.0|0|13393.0|0|157.0|0|0.0|100
0|2022-01-13|13393.0|0|13470.0|0|157.0|0|0.0|100
0|2022-01-14|13573.0|0|13573.0|0|158.0|0|0.0|100
0|2022-01-15|13573.0|0|13573.0|0|158.0|0|0.0|100
0|2022-01-16|13573.0|0|13573.0|0|158.0|0|0.0|100
0|2022-01-17|13573.0|0|0.0|100|158.0|0|0.0|100
