|dates|Slope_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Slope_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Slope_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-31|55.0|0|55.0|0|0.0|0|0.0|100
0|2022-01-01|55.0|0|55.0|0|0.0|0|0.0|100
0|2022-01-02|55.0|0|55.0|0|0.0|0|0.0|100
0|2022-01-03|55.0|0|55.0|0|0.0|0|0.0|100
0|2022-01-04|55.0|0|55.0|0|0.0|0|0.0|100
0|2022-01-05|55.0|0|55.0|0|0.0|0|0.0|100
0|2022-01-06|55.0|0|55.0|0|0.0|0|0.0|100
0|2022-01-07|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-08|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-09|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-10|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-11|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-12|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-13|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-14|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-15|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-16|56.0|0|56.0|0|0.0|0|0.0|100
0|2022-01-17|56.0|0|0.0|100|0.0|0|0.0|100
