|dates|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Davidson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Davidson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|122860.0|0|134237.0|0|1185.0|0|0.0|100
0|2021-11-17|123001.0|0|134428.0|0|1186.0|0|0.0|100
0|2021-11-18|123155.0|0|134428.0|0|1186.0|0|0.0|100
0|2021-11-19|123266.0|0|134682.0|0|1192.0|0|0.0|100
0|2021-11-20|123266.0|0|134682.0|0|1192.0|0|0.0|100
0|2021-11-21|123266.0|0|134682.0|0|1192.0|0|0.0|100
0|2021-11-22|123517.0|0|135017.0|0|1191.0|0|0.0|100
0|2021-11-23|123624.0|0|135017.0|0|1192.0|0|0.0|100
0|2021-11-24|123713.0|0|135188.0|0|1196.0|0|0.0|100
0|2021-11-25|123713.0|0|135188.0|0|1196.0|0|0.0|100
0|2021-11-26|123713.0|0|135188.0|0|1196.0|0|0.0|100
0|2021-11-27|123713.0|0|135188.0|0|1196.0|0|0.0|100
0|2021-11-28|123713.0|0|135188.0|0|1196.0|0|0.0|100
0|2021-11-29|124128.0|0|135626.0|0|1198.0|0|0.0|100
0|2021-11-30|124244.0|0|135626.0|0|1199.0|0|0.0|100
0|2021-12-01|124465.0|0|135846.0|0|1205.0|0|0.0|100
0|2021-12-02|124637.0|0|135846.0|0|1205.0|0|0.0|100
0|2021-12-03|124833.0|0|136279.0|0|1209.0|0|0.0|100
0|2021-12-04|124833.0|0|136279.0|0|1209.0|0|0.0|100
0|2021-12-05|124833.0|0|136279.0|0|1209.0|0|0.0|100
0|2021-12-06|125217.0|0|136773.0|0|1218.0|0|0.0|100
0|2021-12-07|125343.0|0|136773.0|0|1223.0|0|0.0|100
0|2021-12-08|125534.0|0|136986.0|0|1225.0|0|0.0|100
0|2021-12-09|125534.0|0|136986.0|0|1225.0|0|0.0|100
0|2021-12-10|125840.0|0|137371.0|0|1226.0|0|0.0|100
0|2021-12-11|125840.0|0|137371.0|0|1226.0|0|0.0|100
0|2021-12-12|125840.0|0|137371.0|0|1226.0|0|0.0|100
0|2021-12-13|126132.0|0|137754.0|0|1230.0|0|0.0|100
0|2021-12-14|126132.0|0|137754.0|0|1230.0|0|0.0|100
0|2021-12-15|126464.0|0|137964.0|0|1235.0|0|0.0|100
0|2021-12-16|126678.0|0|137964.0|0|1236.0|0|0.0|100
0|2021-12-17|126995.0|0|138460.0|0|1236.0|0|0.0|100
0|2021-12-18|126995.0|0|138460.0|0|1236.0|0|0.0|100
0|2021-12-19|126995.0|0|138460.0|0|1236.0|0|0.0|100
0|2021-12-20|127738.0|0|138460.0|0|1245.0|0|0.0|100
0|2021-12-21|128127.0|0|138460.0|0|1248.0|0|0.0|100
0|2021-12-22|128668.0|0|140061.0|0|1250.0|0|0.0|100
0|2021-12-23|129602.0|0|140061.0|0|1355.0|0|0.0|100
0|2021-12-24|129602.0|0|140061.0|0|1355.0|0|0.0|100
0|2021-12-25|129602.0|0|140061.0|0|1355.0|0|0.0|100
0|2021-12-26|129602.0|0|140061.0|0|1355.0|0|0.0|100
0|2021-12-27|132033.0|0|140061.0|0|1369.0|0|0.0|100
0|2021-12-28|132033.0|0|140061.0|0|1377.0|0|0.0|100
0|2021-12-29|134277.0|0|145386.0|0|1382.0|0|0.0|100
0|2021-12-30|135941.0|0|145386.0|0|1384.0|0|0.0|100
0|2021-12-31|135941.0|0|149462.0|0|1384.0|0|0.0|100
0|2022-01-01|135941.0|0|149462.0|0|1384.0|0|0.0|100
0|2022-01-02|135941.0|0|149462.0|0|1384.0|0|0.0|100
0|2022-01-03|142248.0|0|154851.0|0|1384.0|0|0.0|100
0|2022-01-04|143158.0|0|154851.0|0|1385.0|0|0.0|100
0|2022-01-05|143158.0|0|157311.0|0|1385.0|0|0.0|100
0|2022-01-06|143158.0|0|157311.0|0|1385.0|0|0.0|100
0|2022-01-07|143158.0|0|162661.0|0|1385.0|0|0.0|100
0|2022-01-08|143158.0|0|162661.0|0|1385.0|0|0.0|100
0|2022-01-09|143158.0|0|162661.0|0|1385.0|0|0.0|100
0|2022-01-10|143158.0|0|167346.0|0|1385.0|0|0.0|100
0|2022-01-11|143158.0|0|167346.0|0|1385.0|0|0.0|100
0|2022-01-12|153055.0|0|170069.0|0|1396.0|0|0.0|100
0|2022-01-13|153055.0|0|170069.0|0|1396.0|0|0.0|100
0|2022-01-14|153055.0|0|173956.0|0|1396.0|0|0.0|100
0|2022-01-15|153055.0|0|173956.0|0|1396.0|0|0.0|100
0|2022-01-16|153055.0|0|173956.0|0|1396.0|0|0.0|100
0|2022-01-17|153055.0|0|0.0|100|1396.0|0|0.0|100
