|dates|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.data|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Saline_Missouri_UnitedStates.NYT_ConfirmedCases.data|Saline_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|4592.0|0|4592.0|0|85.0|0|0.0|100
0|2021-12-23|4615.0|0|4615.0|0|85.0|0|0.0|100
0|2021-12-24|4615.0|0|4615.0|0|85.0|0|0.0|100
0|2021-12-25|4615.0|0|4615.0|0|85.0|0|0.0|100
0|2021-12-26|4615.0|0|4615.0|0|85.0|0|0.0|100
0|2021-12-27|4638.0|0|4638.0|0|85.0|0|0.0|100
0|2021-12-28|4647.0|0|4647.0|0|86.0|0|0.0|100
0|2021-12-29|4670.0|0|4670.0|0|86.0|0|0.0|100
0|2021-12-30|4696.0|0|4696.0|0|86.0|0|0.0|100
0|2021-12-31|4696.0|0|4696.0|0|86.0|0|0.0|100
0|2022-01-01|4696.0|0|4696.0|0|86.0|0|0.0|100
0|2022-01-02|4696.0|0|4696.0|0|86.0|0|0.0|100
0|2022-01-03|4696.0|0|4753.0|0|86.0|0|0.0|100
0|2022-01-04|4771.0|0|4771.0|0|89.0|0|0.0|100
0|2022-01-05|4809.0|0|4809.0|0|89.0|0|0.0|100
0|2022-01-06|4847.0|0|4847.0|0|89.0|0|0.0|100
0|2022-01-07|4876.0|0|4876.0|0|89.0|0|0.0|100
0|2022-01-08|4923.0|0|4923.0|0|89.0|0|0.0|100
0|2022-01-09|4925.0|0|4925.0|0|89.0|0|0.0|100
0|2022-01-10|4943.0|0|4943.0|0|89.0|0|0.0|100
0|2022-01-11|5014.0|0|5014.0|0|90.0|0|0.0|100
0|2022-01-12|5047.0|0|5047.0|0|90.0|0|0.0|100
0|2022-01-13|5047.0|0|5095.0|0|90.0|0|0.0|100
0|2022-01-14|5105.0|0|5105.0|0|90.0|0|0.0|100
0|2022-01-15|5170.0|0|5170.0|0|90.0|0|0.0|100
0|2022-01-16|5170.0|0|5170.0|0|90.0|0|0.0|100
0|2022-01-17|5170.0|0|0.0|100|90.0|0|0.0|100
