|dates|Franklin_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Tennessee_UnitedStates.Male_Total_Population.data|Franklin_Tennessee_UnitedStates.Male_Total_Population.missing|Franklin_Tennessee_UnitedStates.Female_Total_Population.data|Franklin_Tennessee_UnitedStates.Female_Total_Population.missing|Franklin_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-30|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-01|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-02|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-03|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-04|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-05|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-06|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-07|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-08|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-09|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-10|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-11|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-12|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-13|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-14|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-15|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-16|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-17|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-18|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-19|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-20|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-21|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-22|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-23|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-24|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-25|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-26|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-27|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-28|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-29|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-30|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2021-12-31|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-01|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-02|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-03|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-04|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-05|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-06|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-07|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-08|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-09|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-10|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-11|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-12|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-13|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-14|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-15|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-16|8388.0|0|20459.0|0|21431.0|0|8407.0|0
0|2022-01-17|8388.0|0|20459.0|0|21431.0|0|8407.0|0
