|dates|Calaveras_California_UnitedStates.JHU_ConfirmedCases.data|Calaveras_California_UnitedStates.JHU_ConfirmedCases.missing|Calaveras_California_UnitedStates.NYT_ConfirmedCases.data|Calaveras_California_UnitedStates.NYT_ConfirmedCases.missing|Calaveras_California_UnitedStates.JHU_ConfirmedDeaths.data|Calaveras_California_UnitedStates.JHU_ConfirmedDeaths.missing|Calaveras_California_UnitedStates.JHU_ConfirmedRecoveries.data|Calaveras_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|4286.0|0|4286.0|0|83.0|0|0.0|100
0|2021-11-16|4301.0|0|4301.0|0|83.0|0|0.0|100
0|2021-11-17|4313.0|0|4313.0|0|83.0|0|0.0|100
0|2021-11-18|4321.0|0|4321.0|0|84.0|0|0.0|100
0|2021-11-19|4330.0|0|4330.0|0|84.0|0|0.0|100
0|2021-11-20|4330.0|0|4330.0|0|84.0|0|0.0|100
0|2021-11-21|4330.0|0|4330.0|0|84.0|0|0.0|100
0|2021-11-22|4349.0|0|4349.0|0|84.0|0|0.0|100
0|2021-11-23|4356.0|0|4356.0|0|84.0|0|0.0|100
0|2021-11-24|4356.0|0|4356.0|0|85.0|0|0.0|100
0|2021-11-25|4356.0|0|4356.0|0|85.0|0|0.0|100
0|2021-11-26|4356.0|0|4356.0|0|85.0|0|0.0|100
0|2021-11-27|4356.0|0|4356.0|0|85.0|0|0.0|100
0|2021-11-28|4356.0|0|4356.0|0|85.0|0|0.0|100
0|2021-11-29|4412.0|0|4412.0|0|88.0|0|0.0|100
0|2021-11-30|4412.0|0|4415.0|0|88.0|0|0.0|100
0|2021-12-01|4422.0|0|4422.0|0|88.0|0|0.0|100
0|2021-12-02|4436.0|0|4436.0|0|88.0|0|0.0|100
0|2021-12-03|4457.0|0|4457.0|0|88.0|0|0.0|100
0|2021-12-04|4457.0|0|4457.0|0|88.0|0|0.0|100
0|2021-12-05|4457.0|0|4457.0|0|88.0|0|0.0|100
0|2021-12-06|4499.0|0|4499.0|0|88.0|0|0.0|100
0|2021-12-07|4499.0|0|4508.0|0|88.0|0|0.0|100
0|2021-12-08|4510.0|0|4510.0|0|88.0|0|0.0|100
0|2021-12-09|4525.0|0|4525.0|0|89.0|0|0.0|100
0|2021-12-10|4539.0|0|4539.0|0|89.0|0|0.0|100
0|2021-12-11|4539.0|0|4539.0|0|89.0|0|0.0|100
0|2021-12-12|4539.0|0|4539.0|0|89.0|0|0.0|100
0|2021-12-13|4571.0|0|4571.0|0|89.0|0|0.0|100
0|2021-12-14|4571.0|0|4577.0|0|89.0|0|0.0|100
0|2021-12-15|4587.0|0|4587.0|0|89.0|0|0.0|100
0|2021-12-16|4594.0|0|4594.0|0|89.0|0|0.0|100
0|2021-12-17|4605.0|0|4605.0|0|91.0|0|0.0|100
0|2021-12-18|4605.0|0|4605.0|0|91.0|0|0.0|100
0|2021-12-19|4605.0|0|4605.0|0|91.0|0|0.0|100
0|2021-12-20|4634.0|0|4634.0|0|91.0|0|0.0|100
0|2021-12-21|4640.0|0|4640.0|0|91.0|0|0.0|100
0|2021-12-22|4646.0|0|4646.0|0|91.0|0|0.0|100
0|2021-12-23|4652.0|0|4652.0|0|91.0|0|0.0|100
0|2021-12-24|4663.0|0|4663.0|0|91.0|0|0.0|100
0|2021-12-25|4663.0|0|4663.0|0|91.0|0|0.0|100
0|2021-12-26|4663.0|0|4663.0|0|91.0|0|0.0|100
0|2021-12-27|4663.0|0|4663.0|0|91.0|0|0.0|100
0|2021-12-28|4702.0|0|4702.0|0|91.0|0|0.0|100
0|2021-12-29|4713.0|0|4713.0|0|91.0|0|0.0|100
0|2021-12-30|4716.0|0|4716.0|0|93.0|0|0.0|100
0|2021-12-31|4738.0|0|4738.0|0|93.0|0|0.0|100
0|2022-01-01|4738.0|0|4738.0|0|93.0|0|0.0|100
0|2022-01-02|4738.0|0|4738.0|0|93.0|0|0.0|100
0|2022-01-03|4738.0|0|4738.0|0|93.0|0|0.0|100
0|2022-01-04|4812.0|0|4812.0|0|93.0|0|0.0|100
0|2022-01-05|4837.0|0|4837.0|0|93.0|0|0.0|100
0|2022-01-06|4850.0|0|4850.0|0|90.0|0|0.0|100
0|2022-01-07|4915.0|0|4915.0|0|93.0|0|0.0|100
0|2022-01-08|4915.0|0|4915.0|0|93.0|0|0.0|100
0|2022-01-09|4915.0|0|4915.0|0|93.0|0|0.0|100
0|2022-01-10|5068.0|0|5068.0|0|93.0|0|0.0|100
0|2022-01-11|5117.0|0|5117.0|0|93.0|0|0.0|100
0|2022-01-12|5281.0|0|5175.0|0|93.0|0|0.0|100
0|2022-01-13|5281.0|0|5281.0|0|93.0|0|0.0|100
0|2022-01-14|5388.0|0|5388.0|0|93.0|0|0.0|100
0|2022-01-15|5388.0|0|5388.0|0|93.0|0|0.0|100
0|2022-01-16|5388.0|0|5388.0|0|93.0|0|0.0|100
0|2022-01-17|5667.0|0|0.0|100|94.0|0|0.0|100
