|dates|Crawford_Kansas_UnitedStates.JHU_ConfirmedCases.data|Crawford_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Kansas_UnitedStates.NYT_ConfirmedCases.data|Crawford_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Crawford_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|7876.0|0|7876.0|0|104.0|0|0.0|100
0|2022-01-03|8031.0|0|8031.0|0|104.0|0|0.0|100
0|2022-01-04|8031.0|0|8031.0|0|104.0|0|0.0|100
0|2022-01-05|8227.0|0|8227.0|0|104.0|0|0.0|100
0|2022-01-06|8227.0|0|8227.0|0|104.0|0|0.0|100
0|2022-01-07|8393.0|0|8393.0|0|107.0|0|0.0|100
0|2022-01-08|8393.0|0|8393.0|0|107.0|0|0.0|100
0|2022-01-09|8393.0|0|8393.0|0|107.0|0|0.0|100
0|2022-01-10|8582.0|0|8582.0|0|107.0|0|0.0|100
0|2022-01-11|8582.0|0|8582.0|0|107.0|0|0.0|100
0|2022-01-12|8582.0|0|8798.0|0|107.0|0|0.0|100
0|2022-01-13|8582.0|0|9014.0|0|107.0|0|0.0|100
0|2022-01-14|9329.0|0|9329.0|0|107.0|0|0.0|100
0|2022-01-15|9329.0|0|9329.0|0|107.0|0|0.0|100
0|2022-01-16|9329.0|0|9329.0|0|107.0|0|0.0|100
0|2022-01-17|9329.0|0|0.0|100|107.0|0|0.0|100
