|dates|Garza_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garza_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garza_Texas_UnitedStates.Male_Total_Population.data|Garza_Texas_UnitedStates.Male_Total_Population.missing|Garza_Texas_UnitedStates.Female_Total_Population.data|Garza_Texas_UnitedStates.Female_Total_Population.missing|Garza_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Garza_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-26|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-11-27|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-11-28|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-11-29|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-11-30|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-01|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-02|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-03|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-04|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-05|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-06|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-07|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-08|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-09|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-10|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-11|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-12|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-13|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-14|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-15|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-16|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-17|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-18|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-19|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-20|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-21|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-22|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-23|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-24|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-25|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-26|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-27|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-28|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-29|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-30|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2021-12-31|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-01|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-02|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-03|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-04|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-05|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-06|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-07|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-08|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-09|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-10|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-11|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-12|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-13|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-14|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-15|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-16|729.0|0|4355.0|0|2223.0|0|1115.0|0
0|2022-01-17|729.0|0|4355.0|0|2223.0|0|1115.0|0
