|dates|Mesa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mesa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mesa_Colorado_UnitedStates.Male_Total_Population.data|Mesa_Colorado_UnitedStates.Male_Total_Population.missing|Mesa_Colorado_UnitedStates.Female_Total_Population.data|Mesa_Colorado_UnitedStates.Female_Total_Population.missing|Mesa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Mesa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-07|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-08|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-09|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-10|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-11|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-12|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-13|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-14|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-15|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-16|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-17|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-18|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-19|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-20|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-21|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-22|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-23|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-24|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-25|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-26|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-27|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-28|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-29|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-11-30|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-01|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-02|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-03|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-04|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-05|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-06|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-07|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-08|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-09|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-10|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-11|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-12|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-13|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-14|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-15|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-16|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-17|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-18|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-19|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-20|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-21|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-22|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-23|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-24|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-25|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-26|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-27|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-28|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-29|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-30|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2021-12-31|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-01|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-02|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-03|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-04|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-05|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-06|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-07|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-08|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-09|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-10|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-11|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-12|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-13|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-14|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-15|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-16|29238.0|0|75720.0|0|77487.0|0|33045.0|0
0|2022-01-17|29238.0|0|75720.0|0|77487.0|0|33045.0|0
