|dates|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Union_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Union_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|4203.0|0|4203.0|0|109.0|0|0.0|100
0|2021-12-06|4211.0|0|4211.0|0|109.0|0|0.0|100
0|2021-12-07|4222.0|0|4222.0|0|109.0|0|0.0|100
0|2021-12-08|4231.0|0|4231.0|0|111.0|0|0.0|100
0|2021-12-09|4239.0|0|4239.0|0|111.0|0|0.0|100
0|2021-12-10|4245.0|0|4245.0|0|112.0|0|0.0|100
0|2021-12-11|4245.0|0|4245.0|0|112.0|0|0.0|100
0|2021-12-12|4245.0|0|4245.0|0|112.0|0|0.0|100
0|2021-12-13|4251.0|0|4251.0|0|112.0|0|0.0|100
0|2021-12-14|4251.0|0|4262.0|0|112.0|0|0.0|100
0|2021-12-15|4276.0|0|4276.0|0|112.0|0|0.0|100
0|2021-12-16|4296.0|0|4296.0|0|112.0|0|0.0|100
0|2021-12-17|4299.0|0|4299.0|0|112.0|0|0.0|100
0|2021-12-18|4299.0|0|4299.0|0|112.0|0|0.0|100
0|2021-12-19|4299.0|0|4299.0|0|112.0|0|0.0|100
0|2021-12-20|4332.0|0|4332.0|0|112.0|0|0.0|100
0|2021-12-21|4342.0|0|4342.0|0|112.0|0|0.0|100
0|2021-12-22|4368.0|0|4368.0|0|113.0|0|0.0|100
0|2021-12-23|4382.0|0|4382.0|0|113.0|0|0.0|100
0|2021-12-24|4382.0|0|4382.0|0|113.0|0|0.0|100
0|2021-12-25|4382.0|0|4382.0|0|113.0|0|0.0|100
0|2021-12-26|4382.0|0|4382.0|0|113.0|0|0.0|100
0|2021-12-27|4437.0|0|4437.0|0|113.0|0|0.0|100
0|2021-12-28|4442.0|0|4442.0|0|113.0|0|0.0|100
0|2021-12-29|4498.0|0|4498.0|0|113.0|0|0.0|100
0|2021-12-30|4536.0|0|4536.0|0|113.0|0|0.0|100
0|2021-12-31|4536.0|0|4536.0|0|113.0|0|0.0|100
0|2022-01-01|4536.0|0|4536.0|0|113.0|0|0.0|100
0|2022-01-02|4536.0|0|4536.0|0|113.0|0|0.0|100
0|2022-01-03|4644.0|0|4644.0|0|113.0|0|0.0|100
0|2022-01-04|4658.0|0|4658.0|0|114.0|0|0.0|100
0|2022-01-05|4732.0|0|4732.0|0|114.0|0|0.0|100
0|2022-01-06|4801.0|0|4801.0|0|114.0|0|0.0|100
0|2022-01-07|4849.0|0|4849.0|0|114.0|0|0.0|100
0|2022-01-08|4849.0|0|4849.0|0|114.0|0|0.0|100
0|2022-01-09|4849.0|0|4849.0|0|114.0|0|0.0|100
0|2022-01-10|4948.0|0|4948.0|0|114.0|0|0.0|100
0|2022-01-11|5028.0|0|5028.0|0|114.0|0|0.0|100
0|2022-01-12|5028.0|0|5028.0|0|114.0|0|0.0|100
0|2022-01-13|5028.0|0|5028.0|0|114.0|0|0.0|100
0|2022-01-14|5228.0|0|5228.0|0|114.0|0|0.0|100
0|2022-01-15|5228.0|0|5228.0|0|114.0|0|0.0|100
0|2022-01-16|5228.0|0|5228.0|0|114.0|0|0.0|100
0|2022-01-17|5228.0|0|0.0|100|114.0|0|0.0|100
