|dates|Scott_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Scott_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Scott_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Scott_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Scott_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|27880.0|0|27880.0|0|200.0|0|0.0|100
0|2021-12-20|27968.0|0|27968.0|0|200.0|0|0.0|100
0|2021-12-21|28212.0|0|28212.0|0|202.0|0|0.0|100
0|2021-12-22|28293.0|0|28293.0|0|204.0|0|0.0|100
0|2021-12-23|28404.0|0|28404.0|0|206.0|0|0.0|100
0|2021-12-24|28404.0|0|28404.0|0|206.0|0|0.0|100
0|2021-12-25|28404.0|0|28404.0|0|206.0|0|0.0|100
0|2021-12-26|28404.0|0|28404.0|0|206.0|0|0.0|100
0|2021-12-27|28588.0|0|28588.0|0|207.0|0|0.0|100
0|2021-12-28|28853.0|0|28853.0|0|207.0|0|0.0|100
0|2021-12-29|28966.0|0|28966.0|0|209.0|0|0.0|100
0|2021-12-30|29161.0|0|29161.0|0|212.0|0|0.0|100
0|2021-12-31|29161.0|0|29161.0|0|212.0|0|0.0|100
0|2022-01-01|29161.0|0|29161.0|0|212.0|0|0.0|100
0|2022-01-02|29161.0|0|29161.0|0|212.0|0|0.0|100
0|2022-01-03|29436.0|0|29436.0|0|213.0|0|0.0|100
0|2022-01-04|29913.0|0|29913.0|0|213.0|0|0.0|100
0|2022-01-05|30033.0|0|30033.0|0|217.0|0|0.0|100
0|2022-01-06|30229.0|0|30229.0|0|217.0|0|0.0|100
0|2022-01-07|30436.0|0|30436.0|0|217.0|0|0.0|100
0|2022-01-08|30436.0|0|30436.0|0|217.0|0|0.0|100
0|2022-01-09|30436.0|0|30436.0|0|217.0|0|0.0|100
0|2022-01-10|30811.0|0|30811.0|0|218.0|0|0.0|100
0|2022-01-11|31495.0|0|31495.0|0|218.0|0|0.0|100
0|2022-01-12|31730.0|0|31730.0|0|219.0|0|0.0|100
0|2022-01-13|31730.0|0|32218.0|0|219.0|0|0.0|100
0|2022-01-14|32518.0|0|32518.0|0|221.0|0|0.0|100
0|2022-01-15|32518.0|0|32518.0|0|221.0|0|0.0|100
0|2022-01-16|32518.0|0|32518.0|0|221.0|0|0.0|100
0|2022-01-17|32518.0|0|0.0|100|221.0|0|0.0|100
