|dates|Caldwell_Missouri_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Missouri_UnitedStates.NYT_ConfirmedCases.data|Caldwell_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Caldwell_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|1339.0|0|1339.0|0|26.0|0|0.0|100
0|2021-12-29|1347.0|0|1347.0|0|26.0|0|0.0|100
0|2021-12-30|1358.0|0|1358.0|0|26.0|0|0.0|100
0|2021-12-31|1358.0|0|1358.0|0|26.0|0|0.0|100
0|2022-01-01|1358.0|0|1358.0|0|26.0|0|0.0|100
0|2022-01-02|1358.0|0|1358.0|0|26.0|0|0.0|100
0|2022-01-03|1358.0|0|1367.0|0|26.0|0|0.0|100
0|2022-01-04|1379.0|0|1379.0|0|27.0|0|0.0|100
0|2022-01-05|1381.0|0|1381.0|0|27.0|0|0.0|100
0|2022-01-06|1389.0|0|1389.0|0|27.0|0|0.0|100
0|2022-01-07|1393.0|0|1393.0|0|27.0|0|0.0|100
0|2022-01-08|1409.0|0|1409.0|0|27.0|0|0.0|100
0|2022-01-09|1410.0|0|1410.0|0|27.0|0|0.0|100
0|2022-01-10|1411.0|0|1411.0|0|27.0|0|0.0|100
0|2022-01-11|1405.0|0|1405.0|0|28.0|0|0.0|100
0|2022-01-12|1409.0|0|1409.0|0|28.0|0|0.0|100
0|2022-01-13|1409.0|0|1418.0|0|28.0|0|0.0|100
0|2022-01-14|1430.0|0|1430.0|0|28.0|0|0.0|100
0|2022-01-15|1446.0|0|1446.0|0|28.0|0|0.0|100
0|2022-01-16|1446.0|0|1446.0|0|28.0|0|0.0|100
0|2022-01-17|1446.0|0|0.0|100|28.0|0|0.0|100
