|dates|Mercer_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_Missouri_UnitedStates.Male_Total_Population.data|Mercer_Missouri_UnitedStates.Male_Total_Population.missing|Mercer_Missouri_UnitedStates.Female_Total_Population.data|Mercer_Missouri_UnitedStates.Female_Total_Population.missing|Mercer_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-27|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2021-12-28|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2021-12-29|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2021-12-30|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2021-12-31|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-01|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-02|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-03|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-04|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-05|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-06|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-07|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-08|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-09|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-10|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-11|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-12|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-13|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-14|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-15|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-16|803.0|0|1851.0|0|1790.0|0|867.0|0
0|2022-01-17|803.0|0|1851.0|0|1790.0|0|867.0|0
