|dates|Rice_Kansas_UnitedStates.JHU_ConfirmedCases.data|Rice_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Rice_Kansas_UnitedStates.NYT_ConfirmedCases.data|Rice_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Rice_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Rice_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Rice_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Rice_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|1516.0|0|1516.0|0|15.0|0|0.0|100
0|2021-11-16|1516.0|0|1516.0|0|15.0|0|0.0|100
0|2021-11-17|1522.0|0|1522.0|0|15.0|0|0.0|100
0|2021-11-18|1522.0|0|1522.0|0|15.0|0|0.0|100
0|2021-11-19|1531.0|0|1531.0|0|15.0|0|0.0|100
0|2021-11-20|1531.0|0|1531.0|0|15.0|0|0.0|100
0|2021-11-21|1531.0|0|1531.0|0|15.0|0|0.0|100
0|2021-11-22|1539.0|0|1539.0|0|15.0|0|0.0|100
0|2021-11-23|1539.0|0|1539.0|0|15.0|0|0.0|100
0|2021-11-24|1539.0|0|1555.0|0|15.0|0|0.0|100
0|2021-11-25|1555.0|0|1555.0|0|16.0|0|0.0|100
0|2021-11-26|1555.0|0|1555.0|0|16.0|0|0.0|100
0|2021-11-27|1555.0|0|1555.0|0|16.0|0|0.0|100
0|2021-11-28|1555.0|0|1555.0|0|16.0|0|0.0|100
0|2021-11-29|1572.0|0|1572.0|0|16.0|0|0.0|100
0|2021-11-30|1572.0|0|1572.0|0|16.0|0|0.0|100
0|2021-12-01|1588.0|0|1588.0|0|16.0|0|0.0|100
0|2021-12-02|1588.0|0|1588.0|0|16.0|0|0.0|100
0|2021-12-03|1588.0|0|1616.0|0|16.0|0|0.0|100
0|2021-12-04|1616.0|0|1616.0|0|16.0|0|0.0|100
0|2021-12-05|1616.0|0|1616.0|0|16.0|0|0.0|100
0|2021-12-06|1629.0|0|1629.0|0|16.0|0|0.0|100
0|2021-12-07|1629.0|0|1629.0|0|16.0|0|0.0|100
0|2021-12-08|1644.0|0|1644.0|0|16.0|0|0.0|100
0|2021-12-09|1644.0|0|1644.0|0|16.0|0|0.0|100
0|2021-12-10|1670.0|0|1670.0|0|16.0|0|0.0|100
0|2021-12-11|1670.0|0|1670.0|0|16.0|0|0.0|100
0|2021-12-12|1670.0|0|1670.0|0|16.0|0|0.0|100
0|2021-12-13|1691.0|0|1691.0|0|16.0|0|0.0|100
0|2021-12-14|1691.0|0|1691.0|0|16.0|0|0.0|100
0|2021-12-15|1716.0|0|1716.0|0|16.0|0|0.0|100
0|2021-12-16|1716.0|0|1716.0|0|16.0|0|0.0|100
0|2021-12-17|1732.0|0|1732.0|0|16.0|0|0.0|100
0|2021-12-18|1732.0|0|1732.0|0|16.0|0|0.0|100
0|2021-12-19|1732.0|0|1732.0|0|16.0|0|0.0|100
0|2021-12-20|1749.0|0|1749.0|0|16.0|0|0.0|100
0|2021-12-21|1749.0|0|1749.0|0|16.0|0|0.0|100
0|2021-12-22|1767.0|0|1767.0|0|16.0|0|0.0|100
0|2021-12-23|1767.0|0|1767.0|0|16.0|0|0.0|100
0|2021-12-24|1767.0|0|1767.0|0|16.0|0|0.0|100
0|2021-12-25|1767.0|0|1767.0|0|16.0|0|0.0|100
0|2021-12-26|1767.0|0|1767.0|0|16.0|0|0.0|100
0|2021-12-27|1797.0|0|1797.0|0|16.0|0|0.0|100
0|2021-12-28|1797.0|0|1797.0|0|16.0|0|0.0|100
0|2021-12-29|1813.0|0|1813.0|0|16.0|0|0.0|100
0|2021-12-30|1813.0|0|1813.0|0|16.0|0|0.0|100
0|2021-12-31|1813.0|0|1813.0|0|16.0|0|0.0|100
0|2022-01-01|1813.0|0|1813.0|0|16.0|0|0.0|100
0|2022-01-02|1813.0|0|1813.0|0|16.0|0|0.0|100
0|2022-01-03|1842.0|0|1842.0|0|16.0|0|0.0|100
0|2022-01-04|1842.0|0|1842.0|0|16.0|0|0.0|100
0|2022-01-05|1888.0|0|1888.0|0|16.0|0|0.0|100
0|2022-01-06|1888.0|0|1888.0|0|16.0|0|0.0|100
0|2022-01-07|1921.0|0|1921.0|0|17.0|0|0.0|100
0|2022-01-08|1921.0|0|1921.0|0|17.0|0|0.0|100
0|2022-01-09|1921.0|0|1921.0|0|17.0|0|0.0|100
0|2022-01-10|1955.0|0|1955.0|0|17.0|0|0.0|100
0|2022-01-11|1955.0|0|1955.0|0|17.0|0|0.0|100
0|2022-01-12|1955.0|0|1979.0|0|17.0|0|0.0|100
0|2022-01-13|1955.0|0|2003.0|0|17.0|0|0.0|100
0|2022-01-14|2106.0|0|2106.0|0|17.0|0|0.0|100
0|2022-01-15|2106.0|0|2106.0|0|17.0|0|0.0|100
0|2022-01-16|2106.0|0|2106.0|0|17.0|0|0.0|100
0|2022-01-17|2106.0|0|0.0|100|17.0|0|0.0|100
