|dates|Hamilton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Hamilton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_NewYork_UnitedStates.NYT_ConfirmedCases.data|Hamilton_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|504.0|0|504.0|0|3.0|0|0.0|100
0|2021-11-21|506.0|0|506.0|0|3.0|0|0.0|100
0|2021-11-22|506.0|0|506.0|0|3.0|0|0.0|100
0|2021-11-23|507.0|0|507.0|0|3.0|0|0.0|100
0|2021-11-24|508.0|0|508.0|0|3.0|0|0.0|100
0|2021-11-25|510.0|0|510.0|0|3.0|0|0.0|100
0|2021-11-26|510.0|0|510.0|0|3.0|0|0.0|100
0|2021-11-27|510.0|0|510.0|0|3.0|0|0.0|100
0|2021-11-28|511.0|0|511.0|0|3.0|0|0.0|100
0|2021-11-29|512.0|0|512.0|0|3.0|0|0.0|100
0|2021-11-30|513.0|0|513.0|0|3.0|0|0.0|100
0|2021-12-01|516.0|0|516.0|0|3.0|0|0.0|100
0|2021-12-02|519.0|0|519.0|0|3.0|0|0.0|100
0|2021-12-03|519.0|0|525.0|0|3.0|0|0.0|100
0|2021-12-04|525.0|0|525.0|0|3.0|0|0.0|100
0|2021-12-05|527.0|0|527.0|0|3.0|0|0.0|100
0|2021-12-06|527.0|0|527.0|0|3.0|0|0.0|100
0|2021-12-07|531.0|0|531.0|0|3.0|0|0.0|100
0|2021-12-08|533.0|0|533.0|0|3.0|0|0.0|100
0|2021-12-09|539.0|0|539.0|0|3.0|0|0.0|100
0|2021-12-10|543.0|0|543.0|0|3.0|0|0.0|100
0|2021-12-11|551.0|0|551.0|0|3.0|0|0.0|100
0|2021-12-12|557.0|0|557.0|0|3.0|0|0.0|100
0|2021-12-13|558.0|0|558.0|0|3.0|0|0.0|100
0|2021-12-14|558.0|0|561.0|0|3.0|0|0.0|100
0|2021-12-15|563.0|0|563.0|0|3.0|0|0.0|100
0|2021-12-16|565.0|0|565.0|0|3.0|0|0.0|100
0|2021-12-17|565.0|0|565.0|0|4.0|0|0.0|100
0|2021-12-18|573.0|0|573.0|0|4.0|0|0.0|100
0|2021-12-19|575.0|0|575.0|0|4.0|0|0.0|100
0|2021-12-20|576.0|0|576.0|0|4.0|0|0.0|100
0|2021-12-21|577.0|0|577.0|0|4.0|0|0.0|100
0|2021-12-22|578.0|0|578.0|0|4.0|0|0.0|100
0|2021-12-23|583.0|0|583.0|0|4.0|0|0.0|100
0|2021-12-24|584.0|0|584.0|0|4.0|0|0.0|100
0|2021-12-25|584.0|0|584.0|0|4.0|0|0.0|100
0|2021-12-26|584.0|0|584.0|0|4.0|0|0.0|100
0|2021-12-27|584.0|0|584.0|0|4.0|0|0.0|100
0|2021-12-28|591.0|0|591.0|0|4.0|0|0.0|100
0|2021-12-29|597.0|0|597.0|0|4.0|0|0.0|100
0|2021-12-30|605.0|0|605.0|0|4.0|0|0.0|100
0|2021-12-31|616.0|0|616.0|0|4.0|0|0.0|100
0|2022-01-01|616.0|0|630.0|0|4.0|0|0.0|100
0|2022-01-02|616.0|0|635.0|0|4.0|0|0.0|100
0|2022-01-03|638.0|0|638.0|0|4.0|0|0.0|100
0|2022-01-04|652.0|0|652.0|0|4.0|0|0.0|100
0|2022-01-05|664.0|0|664.0|0|4.0|0|0.0|100
0|2022-01-06|680.0|0|680.0|0|4.0|0|0.0|100
0|2022-01-07|692.0|0|692.0|0|4.0|0|0.0|100
0|2022-01-08|704.0|0|704.0|0|4.0|0|0.0|100
0|2022-01-09|708.0|0|708.0|0|4.0|0|0.0|100
0|2022-01-10|711.0|0|711.0|0|4.0|0|0.0|100
0|2022-01-11|719.0|0|719.0|0|4.0|0|0.0|100
0|2022-01-12|724.0|0|724.0|0|4.0|0|0.0|100
0|2022-01-13|724.0|0|729.0|0|4.0|0|0.0|100
0|2022-01-14|732.0|0|732.0|0|4.0|0|0.0|100
0|2022-01-15|734.0|0|734.0|0|4.0|0|0.0|100
0|2022-01-16|738.0|0|738.0|0|4.0|0|0.0|100
0|2022-01-17|744.0|0|0.0|100|4.0|0|0.0|100
