|dates|Dunn_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dunn_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dunn_NorthDakota_UnitedStates.Male_Total_Population.data|Dunn_NorthDakota_UnitedStates.Male_Total_Population.missing|Dunn_NorthDakota_UnitedStates.Female_Total_Population.data|Dunn_NorthDakota_UnitedStates.Female_Total_Population.missing|Dunn_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Dunn_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-11-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2021-12-31|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2022-01-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
