|dates|Cochran_Texas_UnitedStates.JHU_ConfirmedCases.data|Cochran_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cochran_Texas_UnitedStates.NYT_ConfirmedCases.data|Cochran_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cochran_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cochran_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cochran_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cochran_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|517.0|0|517.0|0|20.0|0|0.0|100
0|2021-12-19|517.0|0|517.0|0|20.0|0|0.0|100
0|2021-12-20|518.0|0|518.0|0|20.0|0|0.0|100
0|2021-12-21|518.0|0|518.0|0|20.0|0|0.0|100
0|2021-12-22|518.0|0|518.0|0|20.0|0|0.0|100
0|2021-12-23|520.0|0|520.0|0|20.0|0|0.0|100
0|2021-12-24|520.0|0|520.0|0|20.0|0|0.0|100
0|2021-12-25|520.0|0|520.0|0|20.0|0|0.0|100
0|2021-12-26|520.0|0|520.0|0|20.0|0|0.0|100
0|2021-12-27|520.0|0|520.0|0|20.0|0|0.0|100
0|2021-12-28|521.0|0|521.0|0|20.0|0|0.0|100
0|2021-12-29|524.0|0|524.0|0|20.0|0|0.0|100
0|2021-12-30|524.0|0|524.0|0|20.0|0|0.0|100
0|2021-12-31|524.0|0|524.0|0|20.0|0|0.0|100
0|2022-01-01|524.0|0|524.0|0|20.0|0|0.0|100
0|2022-01-02|524.0|0|524.0|0|20.0|0|0.0|100
0|2022-01-03|538.0|0|538.0|0|20.0|0|0.0|100
0|2022-01-04|540.0|0|540.0|0|20.0|0|0.0|100
0|2022-01-05|544.0|0|544.0|0|20.0|0|0.0|100
0|2022-01-06|544.0|0|544.0|0|21.0|0|0.0|100
0|2022-01-07|557.0|0|557.0|0|21.0|0|0.0|100
0|2022-01-08|561.0|0|561.0|0|21.0|0|0.0|100
0|2022-01-09|566.0|0|566.0|0|21.0|0|0.0|100
0|2022-01-10|566.0|0|566.0|0|21.0|0|0.0|100
0|2022-01-11|569.0|0|569.0|0|21.0|0|0.0|100
0|2022-01-12|577.0|0|577.0|0|21.0|0|0.0|100
0|2022-01-13|577.0|0|596.0|0|21.0|0|0.0|100
0|2022-01-14|596.0|0|691.0|0|21.0|0|0.0|100
0|2022-01-15|698.0|0|698.0|0|21.0|0|0.0|100
0|2022-01-16|701.0|0|701.0|0|21.0|0|0.0|100
0|2022-01-17|701.0|0|0.0|100|21.0|0|0.0|100
