|dates|Obion_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Obion_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Obion_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Obion_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Obion_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Obion_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Obion_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Obion_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|6759.0|0|6759.0|0|112.0|0|0.0|100
0|2021-11-18|6765.0|0|6765.0|0|112.0|0|0.0|100
0|2021-11-19|6776.0|0|6776.0|0|112.0|0|0.0|100
0|2021-11-20|6776.0|0|6776.0|0|112.0|0|0.0|100
0|2021-11-21|6776.0|0|6776.0|0|112.0|0|0.0|100
0|2021-11-22|6804.0|0|6804.0|0|112.0|0|0.0|100
0|2021-11-23|6812.0|0|6812.0|0|111.0|0|0.0|100
0|2021-11-24|6816.0|0|6816.0|0|111.0|0|0.0|100
0|2021-11-25|6816.0|0|6816.0|0|111.0|0|0.0|100
0|2021-11-26|6816.0|0|6816.0|0|111.0|0|0.0|100
0|2021-11-27|6816.0|0|6816.0|0|111.0|0|0.0|100
0|2021-11-28|6816.0|0|6816.0|0|111.0|0|0.0|100
0|2021-11-29|6850.0|0|6850.0|0|111.0|0|0.0|100
0|2021-11-30|6874.0|0|6874.0|0|111.0|0|0.0|100
0|2021-12-01|6891.0|0|6891.0|0|112.0|0|0.0|100
0|2021-12-02|6911.0|0|6911.0|0|114.0|0|0.0|100
0|2021-12-03|6927.0|0|6927.0|0|115.0|0|0.0|100
0|2021-12-04|6927.0|0|6927.0|0|115.0|0|0.0|100
0|2021-12-05|6927.0|0|6927.0|0|115.0|0|0.0|100
0|2021-12-06|6964.0|0|6964.0|0|117.0|0|0.0|100
0|2021-12-07|6976.0|0|6976.0|0|120.0|0|0.0|100
0|2021-12-08|6990.0|0|6990.0|0|120.0|0|0.0|100
0|2021-12-09|6990.0|0|6990.0|0|120.0|0|0.0|100
0|2021-12-10|7018.0|0|7018.0|0|121.0|0|0.0|100
0|2021-12-11|7018.0|0|7018.0|0|121.0|0|0.0|100
0|2021-12-12|7018.0|0|7018.0|0|121.0|0|0.0|100
0|2021-12-13|7050.0|0|7050.0|0|121.0|0|0.0|100
0|2021-12-14|7050.0|0|7059.0|0|121.0|0|0.0|100
0|2021-12-15|7090.0|0|7090.0|0|124.0|0|0.0|100
0|2021-12-16|7103.0|0|7103.0|0|124.0|0|0.0|100
0|2021-12-17|7109.0|0|7109.0|0|125.0|0|0.0|100
0|2021-12-18|7109.0|0|7109.0|0|125.0|0|0.0|100
0|2021-12-19|7109.0|0|7109.0|0|125.0|0|0.0|100
0|2021-12-20|7138.0|0|7138.0|0|126.0|0|0.0|100
0|2021-12-21|7149.0|0|7149.0|0|127.0|0|0.0|100
0|2021-12-22|7166.0|0|7166.0|0|129.0|0|0.0|100
0|2021-12-23|7183.0|0|7183.0|0|147.0|0|0.0|100
0|2021-12-24|7183.0|0|7183.0|0|147.0|0|0.0|100
0|2021-12-25|7183.0|0|7183.0|0|147.0|0|0.0|100
0|2021-12-26|7183.0|0|7183.0|0|147.0|0|0.0|100
0|2021-12-27|7232.0|0|7232.0|0|147.0|0|0.0|100
0|2021-12-28|7275.0|0|7275.0|0|147.0|0|0.0|100
0|2021-12-29|7332.0|0|7332.0|0|147.0|0|0.0|100
0|2021-12-30|7383.0|0|7383.0|0|147.0|0|0.0|100
0|2021-12-31|7383.0|0|7383.0|0|147.0|0|0.0|100
0|2022-01-01|7383.0|0|7383.0|0|147.0|0|0.0|100
0|2022-01-02|7383.0|0|7383.0|0|147.0|0|0.0|100
0|2022-01-03|7476.0|0|7476.0|0|147.0|0|0.0|100
0|2022-01-04|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-05|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-06|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-07|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-08|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-09|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-10|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-11|7523.0|0|7523.0|0|147.0|0|0.0|100
0|2022-01-12|7917.0|0|7917.0|0|148.0|0|0.0|100
0|2022-01-13|7917.0|0|7917.0|0|148.0|0|0.0|100
0|2022-01-14|7917.0|0|7917.0|0|148.0|0|0.0|100
0|2022-01-15|7917.0|0|7917.0|0|148.0|0|0.0|100
0|2022-01-16|7917.0|0|7917.0|0|148.0|0|0.0|100
0|2022-01-17|7917.0|0|0.0|100|148.0|0|0.0|100
