|dates|Stewart_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Stewart_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Stewart_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Stewart_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Stewart_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Stewart_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Stewart_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Stewart_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|2259.0|0|2259.0|0|39.0|0|0.0|100
0|2021-12-20|2277.0|0|2277.0|0|39.0|0|0.0|100
0|2021-12-21|2279.0|0|2279.0|0|39.0|0|0.0|100
0|2021-12-22|2284.0|0|2284.0|0|39.0|0|0.0|100
0|2021-12-23|2292.0|0|2292.0|0|43.0|0|0.0|100
0|2021-12-24|2292.0|0|2292.0|0|43.0|0|0.0|100
0|2021-12-25|2292.0|0|2292.0|0|43.0|0|0.0|100
0|2021-12-26|2292.0|0|2292.0|0|43.0|0|0.0|100
0|2021-12-27|2303.0|0|2303.0|0|43.0|0|0.0|100
0|2021-12-28|2312.0|0|2312.0|0|44.0|0|0.0|100
0|2021-12-29|2318.0|0|2318.0|0|44.0|0|0.0|100
0|2021-12-30|2333.0|0|2333.0|0|44.0|0|0.0|100
0|2021-12-31|2333.0|0|2333.0|0|44.0|0|0.0|100
0|2022-01-01|2333.0|0|2333.0|0|44.0|0|0.0|100
0|2022-01-02|2333.0|0|2333.0|0|44.0|0|0.0|100
0|2022-01-03|2403.0|0|2403.0|0|44.0|0|0.0|100
0|2022-01-04|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-05|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-06|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-07|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-08|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-09|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-10|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-11|2409.0|0|2409.0|0|44.0|0|0.0|100
0|2022-01-12|2502.0|0|2502.0|0|44.0|0|0.0|100
0|2022-01-13|2502.0|0|2502.0|0|44.0|0|0.0|100
0|2022-01-14|2502.0|0|2502.0|0|44.0|0|0.0|100
0|2022-01-15|2502.0|0|2502.0|0|44.0|0|0.0|100
0|2022-01-16|2502.0|0|2502.0|0|44.0|0|0.0|100
0|2022-01-17|2502.0|0|0.0|100|44.0|0|0.0|100
